date,employee_title,location,employee_status,review_title,pros,cons,advice_to_mgmt,rating_overall,recommends,positive_outlook,approves_of_CEO
2021-06-25, Graduate Engineering Trainee GET,Bangalore,"Former Employee, more than 1 year",Good environment and work space,"Friendly environment, good learnings, employment motivation
","Fails to follow hierarchy, politics which is everywhere
Advice to Management
Good organization and keep going
Be the first to find this review helpful
Helpful
Share
Repor","Good organization and keep going
Be the first to find this review helpful
Helpful
Share
Repor",4.0,Agree,N/A,N/A
2021-06-24, Software Engineer,,Current Employee,Great place of learning for freshers,"1. Good Learning opportunities 
2. Good hike and bonus
","1. Cab facility is not provided
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,N/A,N/A,N/A
2021-06-24, Technician,,"Former Employee, more than 3 years",Alright place no real advancement,"Lots of PTO, Decent work environment
","no real room for advancement, pay will rarely increase, lied about Bonuses
Be the first to find this review helpful
Helpful
Share
Repor",,3.0,Agree,N/A,Neutral
2021-06-24,Anonymous,,"Current Employee, more than 1 year",Work life balance is unavailable,"Lot of learning is there
","Management should care about employee
Be the first to find this review helpful
Helpful
Share
Repor",,3.0,N/A,N/A,N/A
2021-06-22,Anonymous,Bangalore,"Current Employee, more than 3 years",Nice company to work with.,"good hike and compensation, employee friendly policies, job security, onsite opportunities.
","not i am think of.
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,Agree,N/A,Neutral
2021-06-21, Researcher,,Current Employee,High freedom to do research.,"A good environment for reasearch.
","Communicate with client from group companies.
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,Agree,Disagree,Neutral
2021-06-18, Proposal Engineer,Tokyo,"Current Employee, more than 3 years",Create proposal,"good technical knowledge to learn
global exposure
","promotion process is too slow. and no transparency in terms of job title which is difficult to explain outside the organization
Advice to Management
HR activities should be further encourage
Be the first to find this review helpful
Helpful
Share
Repor","HR activities should be further encourage
Be the first to find this review helpful
Helpful
Share
Repor",4.0,Agree,Agree,Neutral
2021-06-18, Finance Executive,Klang,Current Employee,okay,"stable job environment and friendly colleague
","low pay and no bonus
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,N/A,N/A,N/A
2021-06-17, Sales Representative,"Syracuse, NY","Current Employee, more than 3 years",Toshiba Review,"Good company culture plenty of benefits
","Poor salary and not enough room to make money
Advice to Management
Spend more time making sure the newer people that start are happy
Be the first to find this review helpful
Helpful
Share
Repor","Spend more time making sure the newer people that start are happy
Be the first to find this review helpful
Helpful
Share
Repor",2.0,Disagree,Agree,Agree
2021-06-17, Engineering Intern,Damansara,"Former Employee, less than 1 year",Overall is good,"Under a big company
good workplace culture
","far from city 
less choices of food around there
Be the first to find this review helpful
Helpful
Share
Repor",,5.0,N/A,N/A,N/A
2021-06-16,Anonymous,Bangalore,"Current Employee, more than 3 years",Good to work,"Nice place to learn new things
","Release time work is more
Be the first to find this review helpful
Helpful
Share
Repor",,5.0,Agree,Agree,Agree
2021-06-15, Electrical Engineer,Singapore,"Former Employee, more than 3 years",job,"learn many thing
good for fresh
","no clear direction
no progression
long working hour
2 people found this review helpful
Helpful
Share
Repor",,2.0,Disagree,N/A,Neutral
2021-06-12, Software Engineer,Bangalore,"Former Employee, more than 1 year",Reviewing work exp,"Job safety, Good work Ethic
","Less scope for growth in the company
Be the first to find this review helpful
Helpful
Share
Repor",,5.0,N/A,N/A,N/A
2021-06-12, Sales Manager,Johor Bahru,Current Employee,Good Environment,"Good Environment and Helpful Colleagues.
","Company products too competitive and room for growth
Be the first to find this review helpful
Helpful
Share
Repor",,3.0,Agree,N/A,Agree
2021-06-10, Senior Supervisor,Rudraram,"Former Employee, more than 10 years",Brand name was good but no identification for new ideas and process innovation,"It's good place to learn for freshers
","Cast feelings 
Recommendation was work
Advice to Management
Nothing
Be the first to find this review helpful
Helpful
Share
Repor","Nothing
Be the first to find this review helpful
Helpful
Share
Repor",1.0,Disagree,Disagree,Disagree
2021-06-10,Anonymous,"Houston, TX","Current Employee, more than 8 years",Limited Upward Mobility,"Pay is average. Flexible schedule for salaried employees. Benefits are pretty good.
","HR limits opportunities. It is difficult to advance. Promotions come with little increases.
Advice to Management
Fight to keep and better compensate employees. More transparency and communication with employees.
Be the first to find this review helpful
Helpful
Share
Repor","Fight to keep and better compensate employees. More transparency and communication with employees.
Be the first to find this review helpful
Helpful
Share
Repor",3.0,Disagree,Neutral,Neutral
2021-06-10, Researcher,"Yokohama, Kanagawa, Kanagawa",Current Employee,Good to work and research,"People are nice to help and make changes.
","Not so open for new business.
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,Agree,Agree,Agree
2021-06-05, Mechanical Design Engineer,"Houston, TX",Current Employee,Good place for starting,"Very good to work for entry level
","Less salary and I think.. nothing except salary
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,Agree,Neutral,Neutral
2021-06-04, Engineer,,Former Employee,Great Company,"Great company with many opportunities to grow
","Headquarter is in Japan, coordination of tasks sometimes is difficult
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,Agree,Agree,N/A
2021-06-03, Project Leader,Singapore,"Former Employee, more than 1 year",Japanese culture,"Flexi working hour and learning how to survive in Japanese culture company
","work overtime , follow instruction , very political environment and and and...etc
Advice to Management
company culture need to change change change change
Be the first to find this review helpful
Helpful
Share
Repor","company culture need to change change change change
Be the first to find this review helpful
Helpful
Share
Repor",1.0,Disagree,Disagree,Disagree
2021-06-02, Technician,"San Pedro, Laguna, Laguna","Former Employee, more than 3 years",Excellent,"Good working environment and challenging experience
","Kinda far for its location, always traffic
Be the first to find this review helpful
Helpful
Share
Repor",,5.0,Agree,Agree,Agree
2021-05-28, Software Engineer,Bangalore,"Former Employee, more than 1 year",good place to work,"Collaborative environment, growing and thriving company in an industry where that's rare, fantastic colleagues.
","Nothing everything is great i like it
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,N/A,N/A,N/A
2021-05-27, Assistant Manager,"Gurgaon, Uttar Pradesh, Uttar Pradesh","Current Employee, more than 1 year",Very caring company,"Work life balance. Good policy for employees.
","Not any such which I have noticed
Advice to Management
Plz keep ur India operation
Be the first to find this review helpful
Helpful
Share
Repor","Plz keep ur India operation
Be the first to find this review helpful
Helpful
Share
Repor",5.0,Agree,Agree,Agree
2021-05-25," Senior Engineer, Electrical and Semiconductors",Tokyo,Current Employee,Traditional Japanese Company,"Stable and easy to have good balance between work and family.
","Pay is rather low and working hour is long.
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,Disagree,Neutral,Agree
2021-05-24, Module Lead,Bangalore,"Former Employee, more than 5 years",Not good,"Good peers to work along with
","1. Poor outlook
2. No employee consideration
3. No work life balance
4. Managers aren't qualified, micromanagement at its peek
5. No system for employees to give reviews about their manager
1 person found this review helpful
Helpful
Share
Repor",,2.0,Disagree,Neutral,Disagree
2021-05-23, Business Development,Hyderābād,"Current Employee, less than 1 year",No growth,"Nice commute to work with
","It is not worth the risk
Be the first to find this review helpful
Helpful
Share
Repor",,3.0,N/A,N/A,N/A
2021-05-23, Project Manager,"New York, NY","Current Employee, more than 1 year",Great,"Every pros out there possibly
","No cons at all for them
Be the first to find this review helpful
Helpful
Share
Repor",,5.0,Agree,Agree,Agree
2021-05-23, Software Engineer,Bangalore,"Former Employee, more than 3 years",It was great working in Toshiba,"Exposure to learn new things
","Lot of politics in management
1 person found this review helpful
Helpful
Share
Repor",,4.0,Agree,Disagree,Neutral
2021-05-21, Software Engineer,Bangalore,"Current Employee, more than 3 years",software engineer,"work life balance is good
","growth is very slow in here
Be the first to find this review helpful
Helpful
Share
Repor",,2.0,N/A,N/A,N/A
2021-05-21, Applications Engineer,Bangalore,Current Employee,Good company for a start,"Japanese company always have learning environment
","Working hours are should be 8 instead of 9
Be the first to find this review helpful
Helpful
Share
Repor",,3.0,N/A,N/A,N/A
2021-05-20, Analyst,Tokyo,"Current Employee, more than 5 years",good,"I think it is good campany
","I think there is nothing
Be the first to find this review helpful
Helpful
Share
Repor",,5.0,N/A,N/A,N/A
2021-05-19, Senior Manager,,Former Employee,Good place to work,"There are many friendly co-workers.
","Decision making is not so fast.
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,N/A,N/A,N/A
2021-05-18, Software Engineer,,Current Employee,Good work life balance,"Good work life balance and growth
","Salary seems stagnant as compared to initial
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,N/A,N/A,N/A
2021-05-17,Anonymous,,"Current Employee, less than 1 year",Challenging to keep up,"Challenging to work with timelines and sometimes limited resources
","Working style is quite outdated, sometimes messy and lack of proper coordination
Be the first to find this review helpful
Helpful
Share
Repor",,3.0,Disagree,N/A,N/A
2021-05-17, Systems Engineer,"Manila, Manila, Manila","Current Employee, more than 1 year",no work life balance,"good co worker and team not manager
","only work work work work
Advice to Management
dont be so hierarchical and old school
Be the first to find this review helpful
Helpful
Share
Repor","dont be so hierarchical and old school
Be the first to find this review helpful
Helpful
Share
Repor",1.0,Disagree,Disagree,Disagree
2021-05-14, Generator Engineer,"Milwaukee, WI","Former Employee, more than 1 year",Balanced Life and Work,"Very experienced engineers that are leaders in their field.
","There is not much opportunity to work with the engineers in Japan.
Be the first to find this review helpful
Helpful
Share
Repor",,5.0,N/A,N/A,N/A
2021-05-13, Project Manager,Sydney,Current Employee,Great managers and working culture,"Good working culture and friendly staff
","not much that I can think of
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,Agree,N/A,Agree
2021-05-12, Sales Executive,,"Current Employee, more than 8 years",awesome place to work,"unlimited income potential in sales
","cold-calls required to be successful.
Advice to Management
promote more people from within
Be the first to find this review helpful
Helpful
Share
Repor","promote more people from within
Be the first to find this review helpful
Helpful
Share
Repor",5.0,Agree,Agree,Agree
2021-05-12, Manufacturing Engineer,"Hamilton, ON","Current Employee, more than 1 year",Best company to work for as a manufacturing engineer,"Great management team, Lean focus, Good benefits
","better infrastructure needed in some areas.
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,Agree,N/A,Agree
