date,employee_title,location,employee_status,review_title,pros,cons,advice_to_mgmt,rating_overall,recommends,positive_outlook,approves_of_CEO
2020-12-09, Compensation Analyst,"Menlo Park, CA","Current Employee, less than 1 year",Love this company,"Leadership transparency Great team and work culture Genuinely care about their employees and their wellbeing Highly democratic culture, strongly opinionated employees Great D&I initiatives Incomparable benefits
","Sometimes navigating through project and business approvals can be cumbersome due to the highly participative culture and size of the org.
",,5.0,Agree,Agree,Agree
2020-12-09, Content Strategist,,Former Employee,Awesome place to work!,"Great benefit and a great team! Everyone is super nice.
","Not a ton of growth opportunities
Be the first to find this review helpful
Helpful
Share
Repor",,5.0,Agree,Agree,Agree
2020-12-09, People Operations,"Menlo Park, CA",Current Employee,Great Company,"Benefits, Employee Relations, Activities, and Perks
","Sometime very long working hours
Be the first to find this review helpful
Helpful
Share
Repor",,5.0,N/A,N/A,N/A
2020-12-09, Senior User Experience Researcher,"Menlo Park, CA","Current Employee, more than 1 year",Great benefit,"good benefits, campus culture is nice, 21 days PTO
","PSC, feedback culture, company branding & sentiments
",,3.0,Disagree,Neutral,Agree
2020-12-09,Anonymous,"Los Angeles, CA",Former Employee,Not so great,"Great amenities and resources available to employees. Mostly friendly environment
","Leadership lacks vision; Feedback cycles determine how teams prioritizes working on new products and fixing tools - not what's best for users.
",,2.0,Disagree,Disagree,Agree
2020-12-09, Software Engineer,"Seattle, WA","Former Employee, more than 3 years","Great, depends on manager","Good comp, lots of smart people
","Either need to be a genius or work 12 hour days. They don't work well with ""I'm not a genius and want to have a work-life balance""
",,3.0,N/A,N/A,N/A
2020-12-09, Market Specialist,"Dublin, Dublin",Current Employee,Good place for family,"Take care of the employees
","Sometime, it is too US centric
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,N/A,N/A,N/A
2020-12-09, Customer Service Representative (CSR),"Palo Alto, CA","Former Employee, less than 1 year",Dehumanize yourself and face to bloodshed,"Amenities Food and catering Cutting Edge Tech Nice coworkers
","Surveillance Crunch Atmosphere Inhuman Secret Hierarchy (Contractors are not ""human"")
",,2.0,Disagree,Disagree,Disagree
2020-12-08, Software Engineer,"Menlo Park, CA","Former Employee, more than 1 year",Mixed Management,"Talented People, Many opportunities, Great benefits
","Very Competitive, a lot of managers were promoted prematurely, loose on applying standards
",,1.0,Disagree,Disagree,Neutral
2020-12-08, Product Marketing Manager,,Current Employee,"Great place, getting too big","Benefits, smart people, interesting work
","Dysfunctional team structures, politics, slow career progression
",,4.0,Agree,Neutral,Agree
2020-12-08, Product Designer,"San Francisco, CA",Current Employee,Great place to work,"- smart, kind folks - top tier benefits
","- you work for Facebook
",,5.0,Agree,Agree,Agree
2020-12-08, Senior Software Engineer,"San Francisco, CA","Current Employee, more than 3 years",Positive,"- strong teams - the best infrastructure - easy to change teams
","- work life balance - high discrepancy between quality of teams
",,4.0,Agree,Agree,Agree
2020-12-08, Manager,"London, England, England","Current Employee, more than 5 years",Used to be a great company,"Great career opportunities in terms of the work and situations you have access to Good compensation and benefits
","Bad managers everywhere and little done to mitigate - they control and can stall your career completely Work life balance is awful on many teams (but not all....apparently) Inequality in how compensation is awarded (some people seem to win the lotto with their shares and compensation, others don’t and the reasons aren’t clear)
",,4.0,Agree,Agree,Agree
2020-12-08, Market Specialist,"Dublin, Dublin","Current Employee, more than 3 years",Good company to work for,"Good pay and great benefits Internal communities and affinity groups Flexibility of the work Fulfilling work Transparency of leadership
","Heavy workload Can do better in terms of diversity
",,4.0,Agree,Agree,Agree
2020-12-08, Business Integrity Manager,Singapore,Current Employee,Great place to work,"Excellent workplace culture, great colleagues and benefits, fun
","Managing work across global teams can be challenging at times
",,5.0,Agree,Agree,Agree
2020-12-07, Product Strategy Manager,"Menlo Park, CA",Former Employee,Great,"Nice culture and is still growing fast
","Big company with lots of people
Be the first to find this review helpful
Helpful
Share
Repor",,5.0,N/A,N/A,N/A
2020-12-07, Software Engineer,,Current Employee,Great company,"Culture, passion, tech, social media, careers
","Growing a lot, lots of employees
Be the first to find this review helpful
Helpful
Share
Repor",,3.0,N/A,N/A,N/A
2020-12-07, Facebook Software Engineer,Mumbai,Current Employee,Nice,"Good culture and nice team bonding
","Nothing wrong in this company
Be the first to find this review helpful
Helpful
Share
Repor",,3.0,N/A,N/A,N/A
2020-12-06, Recruiter,Tel Aviv-Yafo,"Current Employee, more than 1 year",K,"Best company to work in from all aspects
","No significant cons that come to mind
Be the first to find this review helpful
Helpful
Share
Repor",,5.0,Agree,Agree,Agree
2020-12-05, Product Manager,"Menlo Park, CA","Current Employee, more than 1 year","Terrible WLB, Constant reorgs; Low growth; Leveling and reviews are a total mystery",,"ant reorgs; Low growth; Leveling and reviews are a total mystery
5 Dec 2020 - Product Manager in Menlo Park, CA
Recommend
CEO Approval
Business Outlook
Pros
- Decent peers - Metrics driven culture - Global impact - Lots of teams to choose from
Cons
- Terrible WLB: This depends on the team but generally FB hires less people per product compared to peers, so the amount of work is always high for PMs. Privacy, compliance, integrity, policy and similar regulatory stuff, albeit much needed, has added a ton of work, but the expectation of shipping fast is still there. Which means no WLB. Many 15+ hour days in a month are common. - Low growth: Hard to become a people manager in this company unless you’re really lucky. - Leveling is a total mystery. People who advance are usually those whose managers are willing to give them a great review at any cost. - Middle management is filled with old timers who've never worked anywhere else, or some people who probably got in because they knew someone. Decision making is horrible leading to a lot of teams with tons of churn and low morale. - No patience to build lasting products. Projects that need nurturing are shelved and the only ones that continue are those that Zuck personally cares about. You have 6 months to show massive progress, or else your product is done. - Reorgs are as common as oxygen at FB. This causes a ton of headache to have to re-start every so often. - Business has serious headwinds due to things like signal loss caused by privacy climate and anti-trust legislation.
",,2.0,Disagree,Disagree,Agree
2020-12-05, Independent Contractor,"Dublin, Dublin","Former Employee, more than 3 years",Good in parts,"Lots of money in your pocket
","Lots of stress for your time
",,3.0,Agree,N/A,Agree
2020-12-05, Engineer,"Seattle, WA",Current Employee,Authoritarian,"The company throws a lot of money at you and you can do interesting work, but you’re 1) contributing to disinformation and partisanship, and 2) climate change with the vast amount of data centers to just spread hate. Double whammy for the world.
","Literately a one man show. We have a team focused on civic integrity but really, Mark is the only one that dictates the rules of Facebook. Community standards are not real. Oh, and poor diversity and inclusion but when you create a product that marginalized minorities and give white people a megaphone to spout hate, what do you expect?
",,1.0,Disagree,Disagree,Neutral
2020-12-04, Software Engineer,,Current Employee,Excellent,"It's a great company overall
","Nothing much to say about.
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,N/A,N/A,N/A
2020-12-04, Product Operations,"San Francisco, CA","Former Employee, more than 3 years",Great company - but disillusioning,"Great benefits and big problems to work on.
","The business model is destroying society
2 people found this review helpful
Helpful
Share
Repor",,4.0,Agree,Agree,Agree
2020-12-04, Enterprise Account Executive,"Sydney, NS",Former Employee,Pretty good,"I use fun tech often.
","Big challenges sometimes. So, yeah.
Be the first to find this review helpful
Helpful
Share
Repor",,5.0,N/A,N/A,N/A
2020-12-04, Project Manager,,Current Employee,Solid company,"Culture is generally friendly and welcoming
","Guise of being flatter that it actually is
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,Agree,Neutral,Agree
2020-12-04, Process Development Engineer,Cork,"Current Employee, less than 1 year",Wonderful opportunity to work on a life-changing product,"work/life balance job satisfaction freedom to do fundamental research
","Nothing that I can think of
",,5.0,Agree,Agree,Agree
2020-12-04, Online Selling,"Baguio, Baguio, Baguio","Current Employee, more than 1 year",Online selling on Facebook Page,"Hard working. Open minded. Friendly and helpful. Willing to learn.
","Loud speaking voice, Careless, Shy.
",,5.0,Agree,N/A,Agree
2020-12-03, Compliance Manager,"San Francisco, CA","Former Employee, more than 3 years",Great Company,"culture, passion, tech, social media, careers
","growing a lot, lots of employees
Be the first to find this review helpful
Helpful
Share
Repor",,5.0,Agree,Agree,Agree
2020-12-03, Software Engineer,,Former Employee,Good,"Good people Good food High impact good stuff
","Stress Work life balance is poor Overall not bad
",,5.0,N/A,N/A,N/A
2020-12-03, Communications Manager,"New York, NY","Current Employee, more than 1 year",Communications,"Very great work space and helpful team
","Works takes up a-lot of time.
Be the first to find this review helpful
Helpful
Share
Repor",,5.0,N/A,N/A,N/A
2020-12-03, People Operations Manager,"Austin, TX","Current Employee, more than 3 years",Best company I've worked for!,"- Caring from Leadership - Ownership and Impact - Work life balance - Comp Comp Comp! - internal mobility
","- People operations tool crash
",,5.0,Agree,Agree,Agree
2020-12-03, Product Management,,Current Employee,Best company I have ever worked for,"- Bottom up culture - Transparent - Scale of impact we can make - Great benefit
","- Workload - People tend to optimize for performance appraisal every 6 months instead of longer term investment, but it starts to change now.
",,5.0,Agree,Agree,Agree
2020-12-03, Software Engineer,,"Former Employee, more than 1 year",Great Place to Work,"Overall great culture, smart people
","Very stressful, must work long hours
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,N/A,N/A,N/A
