date,employee_title,location,employee_status,review_title,pros,cons,advice_to_mgmt,rating_overall,recommends,positive_outlook,approves_of_CEO
2021-10-01, Consultant,"Tonalá, Jalisco, Jalisco",Current Employee,"It's okay, is not the best option, but neither the worst",,"ltant in Tonalá, Jalisco, Jalisco
Recommend
CEO Approval
Business Outlook
Pros
For now, I'm working in home office (I don't have to take transport), is a relaxing job, for the same cuestion and the things I do, attending service request is something like... help other people with a little problems that they have and something else.
Cons
Is something ironic, home office is a double edged sword, is a pro and cons in determinated situations, and this case is for concentration. Another cons... agghh... is SAP, trust me when I'm telling you that software is obsolet, is the worst... outside have better facturation softwares and still we using that... and the documentation is almost obsolet too, my capacitation depends of other comrades and determinated situations, 
I depend of they for do the job (of course, in the beggining)
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,Agree,Agree,Agree
2021-10-01,Anonymous,,Former Employee,best place to work,"work life balance is the key
","no cons as such working here
Be the first to find this review helpful
Helpful
Share
Repor",,5.0,N/A,N/A,N/A
2021-10-01, Senior Data Scientist,"München, Bavaria, Bavaria",Current Employee,Great Employer,"lots of opportunities to grow
","hard to be promoted at company
Be the first to find this review helpful
Helpful
Share
Repor",,5.0,N/A,N/A,N/A
2021-10-01, Senior Associate,Pune,Former Employee,Na,"Good work life balance. Work from home.
","No as such. Salary increments
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,Agree,Agree,Agree
2021-10-01, Software Developer,Pune,Current Employee,Just awesome,"Work from home. Lots of projects and technologies available to learn
","No as such I have enjoyed working with IBM
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,N/A,N/A,N/A
2021-10-01, Data Center Specialist,Hong Kong,"Former Employee, more than 3 years",Good stepping stone,"- Good place to learn the basics and start your IT career
","- Benefits package isn't that great
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,Agree,Neutral,Agree
2021-10-01, Senior Operations Professional,,"Current Employee, more than 5 years",No growth in 5 years,"They keep on giving reasons of budget and all and dont give you salary hike. The managers are not supportive. If you receive good job email from client, they say whats the big deal in that. Its your BAU job.
","No growth in terms of salary as well as technical
Advice to Management
Treat your reportees with respect they deserve. Appreciate them. Encourage them. Dont just bark at them everytime and keep on finding mistakes only.
Be the first to find this review helpful
Helpful
Share
Repor","Treat your reportees with respect they deserve. Appreciate them. Encourage them. Dont just bark at them everytime and keep on finding mistakes only.
Be the first to find this review helpful
Helpful
Share
Repor",2.0,N/A,Disagree,Disagree
2021-10-01, IBM GBS Consultant,Madrid,"Current Employee, more than 10 years",down the hill,,"ltant in Madrid
Recommend
CEO Approval
Business Outlook
Pros
strong culture and solid values
Cons
slowing down, wrong strategy, cost focus, transactional
Advice to Management
back to basics, and back to value
Be the first to find this review helpful
Helpful
Share
Repor","back to basics, and back to value
Be the first to find this review helpful
Helpful
Share
Repor",3.0,Disagree,Disagree,Disagree
2021-10-01,Anonymous,,Current Employee,good place to work,"good communication and hybrid env.
","no support for carrer planning
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,N/A,N/A,N/A
2021-10-01, Senior Software Engineer,,"Current Employee, more than 8 years",good company to learn and work,"More opportunities, Good talent, Different clients to work with.
","Old management style. working with old tools.
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,Agree,Agree,Agree
2021-10-01, Senior Systems Engineer,Hyderābād,"Current Employee, more than 1 year",Good,"Good place to work. Leave policy is too good.
","Too much work pressure. No hike
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,N/A,N/A,N/A
2021-10-01, Technical Solution Manager,Wrocławki,"Current Employee, more than 5 years",It is just an OK company. you can find better opportunities outside,"No Micromanagement, Cant think of anything else
","No hikes/ increments based on performance, Manager employee relation does not exist
Be the first to find this review helpful
Helpful
Share
Repor",,2.0,Disagree,N/A,Neutral
2021-10-01, Production Support Lead,Hyderābād,Current Employee,Product Support Lead,"Nice Environment and work culture
","The growth rate and also hikes are not that great
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,Agree,N/A,Neutral
2021-10-01, Business Development Manager,Bangalore,"Current Employee, more than 1 year",Good company,"Big company, great addition to your resume
","no concern for employee welfare
Advice to Management
none
Be the first to find this review helpful
Helpful
Share
Repor","none
Be the first to find this review helpful
Helpful
Share
Repor",3.0,Agree,N/A,Agree
2021-10-01, Sales Leader,"Dublin, Dublin","Current Employee, more than 10 years",Great company which is going currently through a major transformationg,"Great teams working on clients to deliver value
","Massive transformation throughout the entire company
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,N/A,N/A,N/A
2021-10-01, Software Engineer,"Gurgaon, Haryana, Haryana",Current Employee,Awesome,"Great working culture and employee friendly
","None I can think of now
Advice to Management
Na
Be the first to find this review helpful
Helpful
Share
Repor","Na
Be the first to find this review helpful
Helpful
Share
Repor",4.0,Agree,Agree,Agree
2021-10-01, F&A Business Analyst,Bangalore,"Current Employee, more than 3 years",Work life balance,"Good work life balance
Advanced technology
Learning
","Salary is less
Late promotion
Less hike
1 side transportation
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,Agree,Agree,Agree
2021-09-30,Anonymous,,Former Employee,Good,"Good policies. some good projects
","Nothing as of now I can think
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,N/A,N/A,N/A
2021-09-30, IBM Intern,Bangalore,"Current Employee, less than 1 year",Good work life balance,"Training sessions
Work life balance is good
helpful teammates
","Less salary than top industry standards
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,Agree,Agree,Agree
2021-09-30, Project Manager,Brno,"Former Employee, more than 1 year",Good company,"-Great place to learn new things and advance your career
-Good work life balance
-A lot of good and experienced people
","-salary
-too many unnecessary processes that could be optimized, but it's normal for a company of such size
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,Agree,N/A,N/A
2021-09-30,Anonymous,,"Current Employee, less than 1 year",Great experience,"Work Environment Great mindset Flexible everything seems easy.
","Nothing as of now going great
Be the first to find this review helpful
Helpful
Share
Repor",,5.0,N/A,N/A,N/A
2021-09-30, RPO Coordinator,,Current Employee,Honest Review,"Well Branded Company. A big company to work with.
","- disorganized and will keep you waiting on your application status for at least 3 days with no updates.
- 1 day 1 reply. They will only reply once a day. So if you have urgent concerns they will reply the next day.
- Application and on boarding will take you a month or so. If you need an immediate job and if you are going to apply here expect that you won't start immediately.
Advice to Management
I hope next time the hiring process is effective and efficient because applicants are taking the extra mile to at least start with their jobs immediately but they just kept on waiting for your responses everyday.
Be the first to find this review helpful
Helpful
Share
Repor","I hope next time the hiring process is effective and efficient because applicants are taking the extra mile to at least start with their jobs immediately but they just kept on waiting for your responses everyday.
Be the first to find this review helpful
Helpful
Share
Repor",3.0,N/A,N/A,N/A
2021-09-30, Project Engineer,,"Current Employee, more than 1 year",Good,"Good enivornment
Good salary
No stress and good number of holidays
","Slow learning curve and irrelevant projects
Be the first to find this review helpful
Helpful
Share
Repor",,3.0,N/A,Agree,N/A
2021-09-30,Anonymous,,"Former Employee, more than 3 years",Nice work life balance,"Good environment
Unlimited SL
Less layoffs
Work life good
Nice exposure
","No personal project hr only zonal hr
Less paid
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,Agree,N/A,N/A
2021-09-30, Unix Systems Administrator,,Former Employee,working in ibm,"- lots of learning opportunity
- work life balance
","- too specialized you will lack other skills in demand
Be the first to find this review helpful
Helpful
Share
Repor",,3.0,Agree,Disagree,Disagree
2021-09-30, Applications Consultant,Bangalore,"Current Employee, more than 1 year",Employee Benefits,,"ltant in Bangalore
Recommend
CEO Approval
Business Outlook
Pros
Employee Benefits are good and work culture totaly depends on projects.
Cons
No salary appraisal, No employee strength recogination and internal politics are very high even I faced the it
Advice to Management
Try to point out internal politics on manager level and resolve it soon otherwise it will destroy brand value of IBM
Be the first to find this review helpful
Helpful
Share
Repor","Try to point out internal politics on manager level and resolve it soon otherwise it will destroy brand value of IBM
Be the first to find this review helpful
Helpful
Share
Repor",3.0,Disagree,Agree,Agree
2021-09-30, Security Consultant,Bangalore,"Current Employee, more than 10 years",Good,,"ltant in Bangalore
Recommend
CEO Approval
Business Outlook
Pros
Opportunities to work for wide variety of technology (few projects)
Cons
Employees are kept on Low pmr
Be the first to find this review helpful
Helpful
Share
Repor",,5.0,N/A,N/A,N/A
2021-09-30, Electrical Engineer,Cartago,Current Employee,Great to learn,"This is a place to learn, almost all that you want.
","It is not easy place to growth, A lot of bureaucracy
Be the first to find this review helpful
Helpful
Share
Repor",,3.0,Agree,Agree,Agree
2021-09-30, Business Program Manager,Noida,"Current Employee, more than 1 year",Good company,"Good company to work for all levels
","Salary increment is very less
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,Agree,Agree,Agree
2021-09-30, SAP ABAP Developer,"Lausanne, Vaud",Current Employee,Good company to work,"Good work environment
Benefits
Courses, badges, certifications
","Your increase salary depends on external project budget, so it is slow.
You cannot move easily to another unit.
There are important benefits differences between IBM companies.
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,Agree,Agree,Neutral
2021-09-30, Delivery Manager,"Guadalajara, Jalisco, Jalisco",Current Employee,Not worth it,"Work life Balance is the best to happen
","Everything else from work life balance is out of balance..
Advice to Management
Pay your employees, treat all employees equals, men are entitled for increase salary too. Upbringing a gender in the name of empowerment is a poor choice.
Be the first to find this review helpful
Helpful
Share
Repor","Pay your employees, treat all employees equals, men are entitled for increase salary too. Upbringing a gender in the name of empowerment is a poor choice.
Be the first to find this review helpful
Helpful
Share
Repor",3.0,Disagree,Neutral,N/A
2021-09-30, SAP ABAP Developer,Bangalore,Current Employee,IBM,"Flexibility, WFH, Job security, Fixed pay
","Low hike, low wage,low salary
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,N/A,N/A,N/A
2021-09-30, Full Stack Developer,Calcutta,"Current Employee, more than 3 years",Enjoyed working there,"IBM takes care of their employees even if you get laid off.
","To many layoffs across the business
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,N/A,N/A,N/A
2021-09-30,Anonymous,,"Current Employee, more than 3 years",ample opportunities to grow,"1. Lot of chances/opportunities of various certifications
","less or no Appraisal cycle
Be the first to find this review helpful
Helpful
Share
Repor",,3.0,Agree,N/A,N/A
2021-09-30, Advisory Systems Analyst,,"Current Employee, more than 3 years",Excellent place to work for,"Good Projects
Excellent Work Life Balance
Unlimited Sick Leaves
Provides good joining bonus if joining within a month
","Little or No annual hike
Management level politics, which is there in every indian IT company
Advice to Management
Even if I advise, how is it going to make any difference? :D
Be the first to find this review helpful
Helpful
Share
Repor","Even if I advise, how is it going to make any difference? :D
Be the first to find this review helpful
Helpful
Share
Repor",4.0,Agree,Disagree,Agree
2021-09-30, SAP ABAP Consultant,"Columbus, OH","Current Employee, more than 1 year",Great Workplace,,"ltant in Columbus, OH
Recommend
CEO Approval
Business Outlook
Pros
Can learn a lot.
Work from home
Cons
Work life balance is not that good in some projects
Be the first to find this review helpful
Helpful
Share
Repor",,5.0,Agree,Agree,N/A
2021-09-30,Anonymous,,Current Employee,Good experience,"Good experience.. .. .. ..
","… … .. .. ..
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,N/A,N/A,N/A
2021-09-30, Management Accountant,Chennai,Former Employee,Generally ok,"Staff great to work with and great experience
","Global leadership and corporate message poor
Be the first to find this review helpful
Helpful
Share
Repor",,3.0,Disagree,N/A,Neutral
2021-09-30, Manager,,"Current Employee, more than 8 years",Excellent workplace,"Good work life balance Flexibility
","None as of now. IBM is good company
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,Agree,Agree,N/A
2021-09-30, Mulesoft Developer,Hyderābād,"Current Employee, less than 1 year",Mule,"It is good evnironment for work
","Good working style by ibm
Advice to Management
Na
Be the first to find this review helpful
Helpful
Share
Repor","Na
Be the first to find this review helpful
Helpful
Share
Repor",5.0,Agree,Agree,Agree
2021-09-30, Service Delivery Specialist,,"Former Employee, more than 5 years",Awesome company to work with,"Great exposure to learn. Great work environment.
","Nothing. Everything is just fine.
Be the first to find this review helpful
Helpful
Share
Repor",,5.0,N/A,N/A,N/A
2021-09-30, Financial Analyst,Bratislava,"Former Employee, more than 3 years",IBM Bratislava,"Flexible working hours, not a lot of pressure, young environment.
","Mostly entry level positions. Salaries slightly lower than in other multinational corporations in Bratislava.
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,N/A,N/A,N/A
2021-09-30, Technical Specialist,Pune,Current Employee,GOOD COMPANY,"Good leave policy
Unlimited sick leave
Paternity leave
Work environment is good
","Rotational shifts
Less promotions
Everything is basrd on manager's decision
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,N/A,N/A,N/A
2021-09-30, Team Leader,Chennai,Current Employee,Good salary,"Good salary good process
Good facilities
","Nothing much to share any cons
Be the first to find this review helpful
Helpful
Share
Repor",,5.0,N/A,N/A,N/A
2021-09-30, Linux Administrator,Bangalore,Current Employee,Rating for IBM,"Good Environment, Work from home facilities
","Less salary package, Very less yearly hike
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,Agree,Agree,Agree
2021-09-30, IBM Corporation,"Boston, MA","Current Employee, more than 3 years",Misaligned and lagging,"Competitive Base Salary and depending on your management you might have a good time here.
","Too many to list. Misaligned strategy between groups and constant infighting to get things done is the worst. It's a like a bigger Oracle.
Be the first to find this review helpful
Helpful
Share
Repor",,1.0,Disagree,Disagree,Disagree
2021-09-30,Anonymous,Bangalore,"Former Employee, more than 3 years",Good to b ibmer,"Brand company. Wfh. Lots of projects.
","Less hike.slow on boarding process.
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,Agree,N/A,N/A
2021-09-30, Software Development Engineer (SDE),Bangalore,Current Employee,wertyui,"Nice Environment and work culture
","Nothing to tell as cons for IBM
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,Agree,Agree,Agree
2021-09-30,Anonymous,,Current Employee,Growth,"right place to have a career growth in any domain in the company which you want move on
","nothing display as cons for career growth
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,Agree,Agree,N/A
2021-09-30, Senior Account Executive,"Dublin, Dublin",Former Employee,Decent,"Flexible, good people, easy going in non sales roles
","Slow, legacy, bad exec mgmt, no stock bonus
Be the first to find this review helpful
Helpful
Share
Repor",,3.0,N/A,N/A,N/A
2021-09-30, Data Scientist,Bangalore,Current Employee,Company not doing good in 2021,"-Good Work culture
-Good Salary
-Good amount of leaves
","- Overall outlook is not looking positive
Be the first to find this review helpful
Helpful
Share
Repor",,2.0,Agree,Neutral,Disagree
2021-09-30, Java Full Stack Developer,Bangalore,"Current Employee, more than 1 year",One of the best Company to work in,"Employee friendly Policies providing perfect work life balance
","Many times the work is stretched for long hours
Be the first to find this review helpful
Helpful
Share
Repor",,5.0,Agree,Agree,Agree
2021-09-30, Service Delivery Manager,Pune,Current Employee,IBM Rating,"Good Company and Employee Satisfaction is good
","IBM to Focus on training associates to retain them.
Advice to Management
IBM to review his policy and business strategy to correct business.
Be the first to find this review helpful
Helpful
Share
Repor","IBM to review his policy and business strategy to correct business.
Be the first to find this review helpful
Helpful
Share
Repor",4.0,Agree,Disagree,Neutral
2021-09-30, IT Administrator,Wrocław,Current Employee,Salaries,"Work is stable, paying on time
","Low pay, almost no raises
Be the first to find this review helpful
Helpful
Share
Repor",,2.0,Disagree,Neutral,Neutral
2021-09-30,Anonymous,,"Current Employee, less than 1 year",Best in class employee experience,"Best in class employee experience
","Takes some time to settle in, but that’s common for any of the largest organizations in the world. Can be a bit slow to move, a matter of getting adjusted over time. Not a con really
Be the first to find this review helpful
Helpful
Share
Repor",,5.0,Agree,N/A,N/A
2021-09-30,Anonymous,,"Former Employee, more than 5 years","Working with IBM is very good, excellent company for work-life balance","excellent company for work-life balance
","no cons* about the company
Advice to Management
Senior Management to understand the consultants urgent/need situations when the situation comes(very rare)
Be the first to find this review helpful
Helpful
Share
Repor","Senior Management to understand the consultants urgent/need situations when the situation comes(very rare)
Be the first to find this review helpful
Helpful
Share
Repor",5.0,N/A,N/A,N/A
2021-09-30, Senior Consultant,,"Current Employee, more than 5 years",Nice and Comfortable space to work,,"ltant 
Recommend
CEO Approval
Business Outlook
Pros
Very good balance between work and personal life
Cons
Salary not up to the industry standards
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,Agree,Agree,Agree
2021-09-30, Technical Support,Hyderābād,"Current Employee, more than 3 years",No value for employees.,"No pros. 
Only you get some time off out of 10 hours work. I.e. your break.
","Low pay. 
No fringe benefits.
Work keeps increasing.
Advice to Management
Make employees happy atleast on the paycheck day in the whole month.
Be the first to find this review helpful
Helpful
Share
Repor","Make employees happy atleast on the paycheck day in the whole month.
Be the first to find this review helpful
Helpful
Share
Repor",1.0,Disagree,Neutral,Neutral
2021-09-30, Senior Operations Professional,"Gurgaon, Haryana, Haryana",Former Employee,Choose,"Personal and Work life balance is good.
Benefits.
Wfh.
","Don't give increment or bonuses.
No professionalism.
Not good for freshers.
Be the first to find this review helpful
Helpful
Share
Repor",,2.0,Disagree,Disagree,Agree
2021-09-30, Technical Architect,Calcutta,Current Employee,Very Good Company in terms of personal and professional growth,"Open Environment,Good Opportunity for learning
","Less hike after joining the company
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,Agree,Neutral,Agree
2021-09-29,Anonymous,Chennai,"Current Employee, more than 3 years",Good Company,"Balanced work life,Flexible timing as there is no time in time out, Good benefits
","No cons as of now
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,N/A,N/A,N/A
2021-09-29, Consultant,"Manila, Manila, Manila","Former Employee, less than 1 year",good benefits,,"ltant in Manila, Manila, Manila
Recommend
CEO Approval
Business Outlook
Pros
competitive salary, supportive team, nice location
Cons
stiff competition, erratic working hours
Advice to Management
none
Be the first to find this review helpful
Helpful
Share
Repor","none
Be the first to find this review helpful
Helpful
Share
Repor",4.0,Agree,N/A,Agree
2021-09-29, Project Manager,"Gurgaon, Haryana, Haryana",Former Employee,Good company,"Good working environment, great quality of work, great leaders
","Less pay , more hike needed
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,Agree,Agree,Agree
2021-09-29, Consultant,Sydney,Former Employee,GOOD,,"ltant in Sydney
Recommend
CEO Approval
Business Outlook
Pros
COMPANY CULTURE is very good
Cons
not really i can think of
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,N/A,N/A,N/A
2021-09-29, Solution Architect,"Gurgaon, Haryana, Haryana","Current Employee, less than 1 year",Good company to be fortune company,"Good work env
cutting edge technology 
good perks 
learning aspects are good
","shift is there, no cons as such
Advice to Management
Keep up the good Work
Be the first to find this review helpful
Helpful
Share
Repor","Keep up the good Work
Be the first to find this review helpful
Helpful
Share
Repor",5.0,Agree,Agree,Agree
2021-09-29, Cloud Solution Architect,Bangalore,Current Employee,Good Company to work,"Flexibility ,Good work Culture and Old
","Old ,Flexibility Culture and ,Good work
Be the first to find this review helpful
Helpful
Share
Repor",,5.0,N/A,N/A,N/A
2021-09-29, Sys Administrator,"New York, NY","Current Employee, more than 8 years","Good Job, bad pay","Nice place to work and gain experience.
","Pay is horrible, for the amount of time put in
Be the first to find this review helpful
Helpful
Share
Repor",,2.0,N/A,N/A,N/A
2021-09-29, Security Engineer,,"Current Employee, more than 5 years",Security Engineer,"Stable company where you can grow if you keep trying
","Moving to a different department takes lot of time, company has lot of bureaucracy
Advice to Management
Improve bureaucracy and favoritism for certain employees
Be the first to find this review helpful
Helpful
Share
Repor","Improve bureaucracy and favoritism for certain employees
Be the first to find this review helpful
Helpful
Share
Repor",4.0,Agree,N/A,Agree
2021-09-29, Senior Software Engineer,,"Former Employee, more than 5 years",work culture,"work life balance and good projects
","no much hikes and promotion
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,Agree,Agree,Agree
2021-09-29, WMS Consultant,Chennai,Current Employee,Good,,"ltant in Chennai
Recommend
CEO Approval
Business Outlook
Pros
Work from home, perfect work culture
Cons
Management issues, less transparency time
Be the first to find this review helpful
Helpful
Share
Repor",,1.0,N/A,N/A,N/A
2021-09-29, Java Software Developer,Pune,Current Employee,Good Work life Balance,"Good Work life Balance
Once can take leaves as per there need any time
Work from home
","Won't get good hikes
Need to struggle for increasing you package
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,Agree,Agree,Neutral
2021-09-29, Backend Software Developer,Bangalore,"Former Employee, more than 1 year",2 years @IBM,"Great learning environment
Great support from manager
Freedom to choose the field you want to work in
","Less salary
Work on the weekends sometimes
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,Agree,Agree,Agree
2021-09-29,Anonymous,,"Former Employee, less than 1 year",Benefits,"Generous time off, bonus. Work, flexibility & benefits
","None I can think of
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,N/A,N/A,N/A
2021-09-29, Technical Support Specialist,"Austin, TX",Current Employee,Great depending on the Org your in,"Great benefits and understandable management team.
","Take a long time to advance technology.
Be the first to find this review helpful
Helpful
Share
Repor",,5.0,Agree,Agree,Agree
2021-09-29, Research Staff Member,"New York, NY","Current Employee, more than 3 years",Review,"Freedom to choose your research project
","Complicated corporate structure, poor management, fair compute resources
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,N/A,Agree,N/A
2021-09-29, Assistant Manager,Chennai,"Current Employee, less than 1 year",Ok for short term,"Less effort in interview and lot of learning
","Less pay work life imbalance
Advice to Management
Nothing
Be the first to find this review helpful
Helpful
Share
Repor","Nothing
Be the first to find this review helpful
Helpful
Share
Repor",3.0,Agree,Neutral,Agree
2021-09-29,Anonymous,,Current Employee,ok,"Team working with has great people
","Company Politics, but getting better with new management
Be the first to find this review helpful
Helpful
Share
Repor",,3.0,N/A,N/A,N/A
2021-09-29, Senior Software Engineer,Calcutta,Current Employee,IBM is a good company to work for,"Flexibility
Work from home
Good for women
","Very less hike
Internal politics
No bonus
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,Agree,Neutral,Neutral
2021-09-29, Senior Advisor Technical Support,,"Current Employee, more than 1 year",Workplace support best work life balance,"Flexibility... Encourage to work on new technology...work from any location...
","Always need to work on new technology
Be the first to find this review helpful
Helpful
Share
Repor",,5.0,Agree,Agree,Agree
2021-09-29, X,,"Current Employee, more than 1 year",Great entry place to work,"The management / people are amazing
","Pay was not competitive for my area, but there is much room to learn new things.
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,Agree,Agree,Agree
2021-09-29, Associate,Pune,Current Employee,Nice,"Good company to work and grow
","It is great company to work
Advice to Management
No
Be the first to find this review helpful
Helpful
Share
Repor","No
Be the first to find this review helpful
Helpful
Share
Repor",5.0,Agree,Agree,Agree
2021-09-29, Software Tester,"Halifax, NS","Current Employee, more than 3 years",Amazing workplace,"1. Friendly colleagues
2. Flexible work hours
","1. Salary low compared to competition
Advice to Management
Match competition salaries to retain experienced employees.
Be the first to find this review helpful
Helpful
Share
Repor","Match competition salaries to retain experienced employees.
Be the first to find this review helpful
Helpful
Share
Repor",4.0,Agree,Agree,Agree
2021-09-29, Associate Consultant,Bangalore,Former Employee,Good company to build professional career,,"ltant in Bangalore
Recommend
CEO Approval
Business Outlook
Pros
Good work life balance, Great work Culture
Cons
Low compensation and benefits, Less shift allowances
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,Agree,Agree,Agree
2021-09-29, IT Specialist,"Dallas, TX",Current Employee,IT Specialist,"1.) Good Work Life Balance.
2.) Fair Compensation.
3.) Get to work on New Technologies.
","1.) Bureaucracy can be an issue.
Be the first to find this review helpful
Helpful
Share
Repor",,5.0,N/A,N/A,N/A
2021-09-29, Associate SAP Security Consultant,Bangalore,"Current Employee, more than 1 year",I am a Associate SAP Security Consultant with 2 years of experience.,,"ltant with 2 years of experience.
29 Sept 2021 - Associate SAP Security Consultant in Bangalore
Recommend
CEO Approval
Business Outlook
Pros
Its my First Company, so many partical knowledge i have gain.
Cons
its nothing bad in it
Advice to Management
My managers are very nice, kind and helpful. I have no Complaints.
Be the first to find this review helpful
Helpful
Share
Repor","My managers are very nice, kind and helpful. I have no Complaints.
Be the first to find this review helpful
Helpful
Share
Repor",5.0,Agree,Agree,N/A
2021-09-29, Systems Service Representative,"Boulder, CO","Current Employee, more than 3 years",Good company,"Flexible schedule and great benefits.
","Band system and it limits how high you can move up even if you are qualified
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,N/A,N/A,N/A
