date,employee_title,location,employee_status,review_title,pros,cons,advice_to_mgmt,rating_overall,recommends,positive_outlook,approves_of_CEO
2021-09-05, Electronics Technician,,Former Employee,Meh,,"stent. Consistent. Consistent. Consistent. Consistent.
Cons
They don't care about ya.
Be the first to find this review helpful
Helpful
Share
Repor",,2.0,N/A,N/A,N/A
2021-09-05, Accountant,,"Former Employee, more than 1 year",Accountant,"Not much politics in the company
","Lower pay compared to other mnc
Be the first to find this review helpful
Helpful
Share
Repor",,2.0,Disagree,Neutral,Neutral
2021-09-03, Test Development Engineer,"Saint Petersburg, FL","Current Employee, more than 5 years","Started my engineering career at Jabil, first five were good and excited for the next 5 years","Work/Life Balance, Compensation, Unique Company Structure
","Big company that acts like small one, some unstructured management areas
Advice to Management
Balance consolidating company into smaller segments while maintaining autonomy of individual sites/teams
1 person found this review helpful
Helpful
Share
Repor","Balance consolidating company into smaller segments while maintaining autonomy of individual sites/teams
1 person found this review helpful
Helpful
Share
Repor",5.0,Agree,Agree,Agree
2021-09-03, Senior Enterprise Architect,"Saint Petersburg, FL",Current Employee,"Good company, could care more about their employees","company is doing exciting things and continues to grow
","layoffs despite the company growth, makes it difficult for employees to focus on strategic initiatives when they are buried in operational and project work.
Be the first to find this review helpful
Helpful
Share
Repor",,3.0,Disagree,Agree,Neutral
2021-09-01,Anonymous,,Current Employee,Multinational company,"outside operation it’s a good place to work
","operations take your soul. an endless rush and catch up mode
Be the first to find this review helpful
Helpful
Share
Repor",,3.0,Disagree,Agree,Agree
2021-08-31, Buyer II,"Tampines New Town,","Former Employee, more than 3 years",Stress at work,"good career growth for those with lesser working experiences
","always needing to work over time without being compensated accordingly
Be the first to find this review helpful
Helpful
Share
Repor",,2.0,Disagree,Neutral,Neutral
2021-08-30, Senior Manufacturing Engineer,"Cincinnati, OH",Current Employee,Manufacturing Engineer,"Smart worker, team player, technical knowledge
","No cons that I know of
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,N/A,N/A,N/A
2021-08-29, IT Intern,"Saint Petersburg Beach, FL",Current Employee,Great experience,"ability to try many things
","did not feel included in team due to virtual environment
Be the first to find this review helpful
Helpful
Share
Repor",,5.0,N/A,N/A,N/A
2021-08-29,Anonymous,,"Current Employee, more than 1 year",Supply Chain,"1. Functional driven roles
2. End to end execution
","1. Complex processes 
2. Too many functions provoke complex execution
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,Agree,Agree,Agree
2021-08-29, Inventory Analyst,,"Current Employee, more than 3 years",Pressure cooker with it's perks,"Great perks & benefits. Can participate in employee stock purchase plan after 1 year of service. Able to learn a lot. Great opportunity to learn how to juggle multiple tasks within allocated time. KWSP &PTO.
","Packed schedule & most often overworked. Have to be on standby on weekends for urgent calls. Limited cafeteria food.
Advice to Management
Please consider WFH as a long term plan.
Be the first to find this review helpful
Helpful
Share
Repor","Please consider WFH as a long term plan.
Be the first to find this review helpful
Helpful
Share
Repor",5.0,Agree,Agree,Agree
2021-08-28,Anonymous,,"Current Employee, less than 1 year",Good but still need to improve the work ethics,"Good employee and understanding in the workcell
","Employee underpaid and under appriciated
Be the first to find this review helpful
Helpful
Share
Repor",,3.0,N/A,N/A,N/A
2021-08-27, Chemistry and Materials Engineer I,"Chaska, MN","Former Employee, more than 1 year",Great Company,"- diverse and inclusive
- flexible hours
- phenominal team
","- no parental leave, just implemented 4 weeks for FY22
- no sick leave
Advice to Management
Implement more attractive benefits and don't spread the team too thin.
Be the first to find this review helpful
Helpful
Share
Repor","Implement more attractive benefits and don't spread the team too thin.
Be the first to find this review helpful
Helpful
Share
Repor",4.0,Agree,Agree,Neutral
2021-08-27, Quality Engineer,"Clinton, MA","Current Employee, more than 3 years",Great workplace environment,"Senior staff was great at mentoring and helping out when needed. When something went wrong, they didn't point fingers and instead tried to work out the issue.
","Very stingy with raises, always made it seem like whatever % they were giving you was the best they could do. The company shared profit + outlook every 4 months and we were always in the multimillions for profits.
Be the first to find this review helpful
Helpful
Share
Repor",,5.0,Agree,N/A,Agree
2021-08-26, Information Technology Technician II,,Current Employee,IT Consultant,,"ltant
26 Aug 2021 - Information Technology Technician II 
Recommend
CEO Approval
Business Outlook
Pros
The people, culture, opportunities, benefits,
Cons
Turn over, managers need to be more motivated
Advice to Management
Get the right people in the right positions in management.
Be the first to find this review helpful
Helpful
Share
Repor","Get the right people in the right positions in management.
Be the first to find this review helpful
Helpful
Share
Repor",2.0,N/A,N/A,N/A
2021-08-24, Procurement Coordinator,,"Current Employee, more than 1 year",No work life balance,"Not good for the Procurement team
","A lot of procedures need to follow
Advice to Management
Most of the work which should not come under procurement.
The buyer is responsible for most of the things
Be the first to find this review helpful
Helpful
Share
Repor","Most of the work which should not come under procurement.
The buyer is responsible for most of the things
Be the first to find this review helpful
Helpful
Share
Repor",3.0,Disagree,Agree,Agree
2021-08-24, Quality Control,"Asheville, NC",Current Employee,It sucks,"Very good health insurance benefits
","expect 1 person to do 2 people's work. Corporate crap
Advice to Management
Pay your experienced employees better
Be the first to find this review helpful
Helpful
Share
Repor","Pay your experienced employees better
Be the first to find this review helpful
Helpful
Share
Repor",1.0,Disagree,Disagree,Agree
2021-08-24, Quality Control Analyst,Cork,Former Employee,NA,"so far good company to work with
","jabil is good place to work
Be the first to find this review helpful
Helpful
Share
Repor",,5.0,N/A,N/A,N/A
2021-08-23, Manufacturing Tech,,Current Employee,Good,"Pay, work was easy, 3 30 minutes lunch for 12 hr shift
","Long hrs, short work load
Be the first to find this review helpful
Helpful
Share
Repor",,5.0,N/A,N/A,N/A
2021-08-23,Anonymous,"Saint Petersburg, FL","Former Employee, more than 3 years",Out of Touch Top Executives with Unqualified Management,"- Depending on where you work/your supervisor, you may have extensive autonomy or minimal interruption or micromanagement, especially if you're productive and proactive
- It is a big company with multiple branches and market segments so it is possible to find a plethora of job opportunities
- Some 401(k) matching
- Insurance benefits are mostly on-par with local competitors
- The stock price doesn't necessarily follow the company's performance and can get to a high valuation
","- Covid-19 highlighted how little the corporate management actually cared for employees. Italy and China are two major hubs and corporate management would not proactively take measures to reduce or prevent exposure. It only did the minimum state requirements, and work from home was a very difficult battle
- Extensive lay-off culture. Every few years the workforce is reduced due to perpetual short-sighted strategy and/or massive overlapping redundancies and inefficiencies
- Working conditions vary greatly and it is especially cruel to some international counterparts. There are employees who have been forced to work while on vacation or medical leave, including taking meetings in the hospital following procedures
- Some corporate directors/VPs actually do not have any or enough working experience on roles of people they oversee
- Regional heads have incredible egos and some VPs/SVPs have dubious behavior and given their roles, have the power to enforce their ideas downstream
- If you are in the US and expecting to ever be pregnant, be ready to have no more than 6 weeks of partial leave as pregnancy is an illness/medical condition to the company
- While people are being laid off, corporate HR is having multiple events with catered meals (and so are sr. executives)
- No internal 360 feedback or ability to provide feedback on your superior
- Too many channels of parallel communication
- There are so many people doing similar jobs on certain departments that the downtime/delay with them - such as communication - while others have staff (managers or lower level) churning a lot of work, without room to breathe
Advice to Management
- Actually do stick to your laid-out strategy instead of modify everything based on very short-term stock market reaction to one quarterly call
- Do an internal assessment of corporate needs and productivity to lean out on office workers and to provide the necessary plant/supply chain resources to get things done where they matter
- 95% of Directors/VPs can be let go and cannot do the job of their ""underlings""
- Diversity & inclusion isn't having an overly caucasian population on managerial roles but instead having people of different backgrounds and ethnicities, who can provide a better and more encompassing experience to the company. A token minority hire/introduction, especially without day-to-day input, is useless
2 people found this review helpful
Helpful
Share
Repor","- Actually do stick to your laid-out strategy instead of modify everything based on very short-term stock market reaction to one quarterly call
- Do an internal assessment of corporate needs and productivity to lean out on office workers and to provide the necessary plant/supply chain resources to get things done where they matter
- 95% of Directors/VPs can be let go and cannot do the job of their ""underlings""
- Diversity & inclusion isn't having an overly caucasian population on managerial roles but instead having people of different backgrounds and ethnicities, who can provide a better and more encompassing experience to the company. A token minority hire/introduction, especially without day-to-day input, is useless
2 people found this review helpful
Helpful
Share
Repor",1.0,Disagree,Neutral,Disagree
2021-08-22, Engineer,,"Current Employee, more than 3 years",SME,"Improvement, Knowledge, Fun, professional, honest
","I dont know what to say
Advice to Management
No thank you
Be the first to find this review helpful
Helpful
Share
Repor","No thank you
Be the first to find this review helpful
Helpful
Share
Repor",4.0,Agree,N/A,Agree
2021-08-20, Quality Inspector I,"Saint Petersburg, FL","Current Employee, less than 1 year",Ehh,"Company benefits include health and other perks
","Leadership is lacking, no control over process
Advice to Management
Hire professional consultants for project and invoke project management and accountability
Be the first to find this review helpful
Helpful
Share
Repor","Hire professional consultants for project and invoke project management and accountability
Be the first to find this review helpful
Helpful
Share
Repor",2.0,N/A,N/A,N/A
2021-08-20, Business Analytics Manager,"Saint Petersburg, FL","Current Employee, more than 3 years",Good Company,"You have ability to have a flexible schedule (home/office) and the pay is pretty good.
","The vacation policy is quite poor compared to similar companies. Forced to use up your time during Christmas/New Year holiday.
1 person found this review helpful
Helpful
Share
Repor",,4.0,Agree,Agree,Agree
2021-08-20, Manager,"Clinton, MA","Former Employee, less than 1 year",Not great,"Nice people for the most part. Many on staff are dedicated long term employees. Longer term employees stay while newbies come and go.
","Management is mixed. There are some great managers and not so great managers. It is a very political atmosphere.
Advice to Management
Treat people with more respect. Pay the workforce more. Management can be petty over little things.
Be the first to find this review helpful
Helpful
Share
Repor","Treat people with more respect. Pay the workforce more. Management can be petty over little things.
Be the first to find this review helpful
Helpful
Share
Repor",2.0,Disagree,Neutral,Agree
2021-08-18, Mechanical Engineer,"San Jose, CA","Current Employee, more than 8 years",Top tier EMS company,"good company culture; 
flexible work time compare with the other EMS company
global connection in work
good location in bay area(against the traffic)
","compare with the famous brand company(AAFGM), their offer isn't compatible
sometimes need to take meeting with Asia team at overtime in the evening
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,Agree,Agree,Neutral
2021-08-16, Production Assembler,"Dublin, Dublin",Current Employee,good to start,"fun environment, multicultural, good workmates, shift, location, shuttle bus, canteen
","low pay, poor management, opportunities to grow, location, working hours,
Be the first to find this review helpful
Helpful
Share
Repor",,3.0,Agree,Neutral,N/A
2021-08-16, Senior Financial Analyst,Uzhhorod,Current Employee,Good company with poor salaries,"Stable company, good benefits, good team.
","Some of processes are not working properly.
Poor salary.
You are expected to work overtime without compensation.
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,Agree,Neutral,Agree
2021-08-14, Buyer,Bayan Lepas,"Former Employee, less than 1 year",Workload is super overwhelming,"There is none to share for good thing about the company
","micromanaging boss and toxic culture
toxic boss


Working hour 8am-11pm
Be the first to find this review helpful
Helpful
Share
Repor",,1.0,Disagree,N/A,N/A
2021-08-13, Project Manager,Bayan Lepas,Current Employee,I have been working at Jabil full-time for less than 5 years,"-Great co-workers
-Positive attitude 
-Company growth and advancement 
-opportunities for professional development 
-Systematic management
","High turnover rate which results in low employee moral. This may stem from overworked employees who have had increased workloads and responsibilities due to a lack of an active or trained workforce. New employees are not immune. They suffer from low morale as they struggle learning new job duties and procedures
Be the first to find this review helpful
Helpful
Share
Repor",,5.0,Agree,Agree,Neutral
2021-08-12, Contracts Administrator,"Tampa, FL",Current Employee,"Competitive salaries, but difficult to move up","Competitive salaries, casual working environment.
","Difficult to move up; little or no training/investment in talented people.
Be the first to find this review helpful
Helpful
Share
Repor",,3.0,Disagree,Neutral,Agree
2021-08-11, Quality Engineer,"Irvine, CA",Current Employee,Excellent,"Environment of work and people
","Currently I have not any comments
Be the first to find this review helpful
Helpful
Share
Repor",,5.0,Agree,Agree,Agree
2021-08-11,Anonymous,,"Former Employee, more than 3 years",Great company!!,"Good pay and flexibility. Lot of employee friendly activities.
","Zero work life balance and you have to work 24-7
Be the first to find this review helpful
Helpful
Share
Repor",,2.0,N/A,Agree,N/A
2021-08-10, Engineering Technician,,"Former Employee, more than 1 year",Poor Management,"Flexible hours, steady work, work clean environment and good salary
","Poor management was disorganized, company seemed to be very poor and never spent any money
Be the first to find this review helpful
Helpful
Share
Repor",,2.0,Disagree,N/A,Disagree
2021-08-09,Anonymous,,Current Employee,Good spot,"Good overall company to work for and friendly people there.
","No major cons at all. Enjoyable company to work for
Be the first to find this review helpful
Helpful
Share
Repor",,5.0,N/A,N/A,N/A
2021-08-07, Engineer,,"Current Employee, more than 3 years",Good company,"Good company
Good worklife balance, great people if you on the right team, chance for growth if work hard
","Salary compensation maybe lower than market value. So there are high rate of people leaving given that.
Be the first to find this review helpful
Helpful
Share
Repor",,5.0,Agree,Neutral,Neutral
2021-08-07, Industrial Engineer Technician,Uzhhorod,Current Employee,Good company for start your career,"big corporation, friendly atmosphere, bonuses, bringing, perspectives
","salary, duties, overalls, bureaucracy, zscaler
Be the first to find this review helpful
Helpful
Share
Repor",,5.0,Agree,Agree,Agree
2021-08-07,Anonymous,,"Current Employee, more than 1 year",A funny corporation,"Can potentially be one of the best places to work with the right effort and attitude. Lots of great people in a rather intriguing industry. 

Growing company with lots of opportunity. Can work your way up from the absolute bottom of the barrel (with a little luck).

Solid overtime pay. Great overall working and manufacturing experience.
","There are many undereducated and under-qualified employees working in positions they can’t handle. 

Other skilled and experienced employees are under-appreciated or even under-utilized. 

Certain employees will be given additional responsibility outside of their job title, with no additional pay. They will take advantage of you if they see you are capable and willing to be a hybrid-type worker. 

Perceptions on people are determined early on. Lots of obvious despotism. 

No communication from HR.
Advice to Management
Start paying more attention to who does what on a day-to-day basis. Analyze performances and stop basing your judgements on perception.
Be the first to find this review helpful
Helpful
Share
Repor","Start paying more attention to who does what on a day-to-day basis. Analyze performances and stop basing your judgements on perception.
Be the first to find this review helpful
Helpful
Share
Repor",4.0,Agree,Agree,Agree
2021-08-06, Test Engineer,Butterworth,"Current Employee, more than 5 years",Test Engineer,"Best benefit
Good environment
Good coworker
Good company
Work fast
","Busy work
No time to relax
Work hard
Be the first to find this review helpful
Helpful
Share
Repor",,3.0,Agree,Agree,Agree
2021-08-04, Operations Manager,"Seattle, WA",Current Employee,Operations,"Jabil is very customer focused an provides resources to ensure products are delivered on time. This includes support staff and necessary tool sets.
","Jabil is traditionally a high volume CM and has a hard time executing on smaller order quantities. This of course is based on which division is handling the business.
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,N/A,N/A,N/A
2021-08-02, Business Unit Manager,"San Jose, CA","Current Employee, more than 3 years",Don't Trust Them,"There are a few smart people there. I hope you can find them. It's not the A level performers unfortunately.
","It's a good old boys club. If you're not of a certain skin color, sex, and ethnicity, you're going to hit a glass ceiling. 

The company is who you know, not what you know. You can lose millions on a sale/job, and still be rewarded.

And they'll lay you off to raise stock prices.
Advice to Management
You have conflicting goals in various levels of management and reporting units - fix that.
Be the first to find this review helpful
Helpful
Share
Report
Jabil Response
Recruitment Marketing Manager
Thank you for taking the time to provide your feedback. Jabil does not tolerate non-compliance with our Code of Conduct policies in the workplace and takes your concerns very seriously. We would appreciate the opportunity to speak with you further if you are willing. You may reach us, anonymously if you wish, at Global_Compliance@Jabil.com or by calling 1-877-217-6328","You have conflicting goals in various levels of management and reporting units - fix that.
Be the first to find this review helpful
Helpful
Share
Report
Jabil Response
Recruitment Marketing Manager
Thank you for taking the time to provide your feedback. Jabil does not tolerate non-compliance with our Code of Conduct policies in the workplace and takes your concerns very seriously. We would appreciate the opportunity to speak with you further if you are willing. You may reach us, anonymously if you wish, at Global_Compliance@Jabil.com or by calling 1-877-217-6328",2.0,Disagree,Disagree,Disagree
2021-07-29, Engineer,"Fremont, CA","Former Employee, more than 1 year",do not work at the Fremont site,"None. They pay you in dollars and will work you if you have a pulse. They do not discriminate... there was an elderly man who uses a walker to move around the office. You do not need to know English.
","I was instructed by management to lie to the customer during meetings and falsify data. There were little to no ethics from the management. 
The turnover for the site is monthly…. They had two different Managers quit in the one year I worked there. 
They had a Covid-19 outbreak every week during my employment there. 
Jabil management traveled to the site monthly during the shutdown. They did not practice any covid protocols of social distancing or wearing a mask properly putting all at risk. 
This all points to the leadership at the top of this company. There is an old saying “ The fish rots from the head down” which is so true for this company. Stay away from JABIL!!!! It is not worth the money!!! Save your sanity and find a better place.
Advice to Management
Probably should look around the table and see who should have been fired last year and get rid of them. Clean house.
3 people found this review helpful
Helpful
Share
Report
Jabil Response
Recruitment Marketing Manager
Thank you for taking the time to provide your feedback. Jabil does not tolerate non-compliance with our Code of Conduct and Jabil Code policies in the workplace and takes your concerns very seriously. We would appreciate the opportunity to speak with you further if you are willing. You may reach us, anonymously if you wish, at Global_Compliance@Jabil.com or by calling 1-877-217-6328","Probably should look around the table and see who should have been fired last year and get rid of them. Clean house.
3 people found this review helpful
Helpful
Share
Report
Jabil Response
Recruitment Marketing Manager
Thank you for taking the time to provide your feedback. Jabil does not tolerate non-compliance with our Code of Conduct and Jabil Code policies in the workplace and takes your concerns very seriously. We would appreciate the opportunity to speak with you further if you are willing. You may reach us, anonymously if you wish, at Global_Compliance@Jabil.com or by calling 1-877-217-6328",1.0,Disagree,Disagree,Disagree
2021-07-27, Engineering Manager,"Memphis, TN","Current Employee, more than 1 year",Excellent place to work,"Process driven and cares for its employees. Excellent hr staff to help employees. great benefits
","Too much process driven and some times inflexible. Working on holidays is expected as normal
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,Agree,Agree,Agree
