date,employee_title,location,employee_status,review_title,pros,cons,advice_to_mgmt,rating_overall,recommends,positive_outlook,approves_of_CEO
2021-08-18, Failure Analysis Engineer,"Shenzhen, Guangdong, Guangdong",Current Employee,better than expected,"Hours are healthy. Above-average wage.
","Working inside factory with no windows, The Lab eenvironment isn't as comfy as a regular office
Advice to Management
Improve the factory environment further more will help a lot with the company's image
Be the first to find this review helpful
Helpful
Share
Repor","Improve the factory environment further more will help a lot with the company's image
Be the first to find this review helpful
Helpful
Share
Repor",5.0,Agree,Agree,Agree
2021-08-16, Hardware Engineer,Taipei,Current Employee,Hardware design,"You can learn a lot about hardware design (Serdes, Memory, BMC and some IO devices....)
","Poor salary in this company if you're less than 5 years work experience. No other bonus.
Be the first to find this review helpful
Helpful
Share
Repor",,3.0,Disagree,Agree,Disagree
2021-08-14, NPI Engineer,,"Current Employee, less than 1 year",BIG MNC,"Good place to learn how to handle pressure 
and management tools with loads of opportunity to grow big. As growing organisation, it has full of opportunities to grab
","Bad management 
Worst HR department ever to face
Low salary compared to market
minimal employee benefits
but more opportunities to take
Advice to Management
Should reform HR team and make better employee welfare programs
Be the first to find this review helpful
Helpful
Share
Repor","Should reform HR team and make better employee welfare programs
Be the first to find this review helpful
Helpful
Share
Repor",4.0,Disagree,Disagree,Agree
2021-08-10, Senior HW Engineer,Taipei,"Current Employee, more than 3 years",Salary and life,"The salary is better than other local company
","Work life always not balance
Be the first to find this review helpful
Helpful
Share
Repor",,3.0,Disagree,Neutral,Neutral
2021-07-21, Senior Software Engineer,,Former Employee,big company with high pressure,"have an opportunity to get involve some great project
","poor pay, high pressure, lots of politic reason in the company
Be the first to find this review helpful
Helpful
Share
Repor",,2.0,N/A,N/A,N/A
2021-07-16, Legal Assistant,Taipei,Former Employee,to many politics,"salary is good most of the time
","watch out for the politics happen all around
Be the first to find this review helpful
Helpful
Share
Repor",,3.0,N/A,N/A,N/A
2021-07-12, Senior Advisor,,"Current Employee, more than 1 year",Senior Advisor,"great compensation and great benefits.
","company culture and growth opportunity
Be the first to find this review helpful
Helpful
Share
Repor",,3.0,Agree,Neutral,Neutral
2021-07-03, Product Manager,"Shenzhen, Guangdong, Guangdong",Former Employee,Efficiency company,"friendly colleagues and high efficiency work
","Overtime working hours and overload job
Be the first to find this review helpful
Helpful
Share
Repor",,3.0,N/A,N/A,N/A
2021-06-25, Material Planner,"Shenzhen, Guangdong, Guangdong","Current Employee, more than 1 year",So far so good,"Free dorm room and good location
","Long working hour and heavy work load
Advice to Management
Should hire more employees
Be the first to find this review helpful
Helpful
Share
Repor","Should hire more employees
Be the first to find this review helpful
Helpful
Share
Repor",3.0,N/A,N/A,N/A
2021-06-24,Anonymous,,"Current Employee, more than 1 year",Great company,"Lot to learn for new engineers entering the industry
","Long works could be a problem
Be the first to find this review helpful
Helpful
Share
Repor",,3.0,N/A,N/A,N/A
2021-06-16, Data Analyst,Taipei,"Current Employee, more than 1 year",expatriate package,"Pay you HKD 300 allowance per day if you work in China
9 Annual round-trip plane tickets from Taiwan to China
","A lot of office drama
Be the first to find this review helpful
Helpful
Share
Repor",,3.0,N/A,N/A,N/A
2021-06-12, Supplier Quality Engineer (SQE),"California, MD",Current Employee,Hon Hai,"Hon Hai have standard operation process for everything
","Sometimes Hon hai is bad efficiency
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,Agree,Agree,Neutral
2021-05-28, Manufacturing Engineer,,Current Employee,A place to get your career started,"Good place to learn fundamentals
","Unclear policies which lead to a lot of last minute changes
Be the first to find this review helpful
Helpful
Share
Repor",,3.0,N/A,N/A,N/A
2021-05-24, Junior Engineer,Chennai,Former Employee,Internal politics,"Good Benefits for the employees
","Internal politics screws the lower grade employees
Be the first to find this review helpful
Helpful
Share
Repor",,1.0,N/A,N/A,N/A
2021-05-20, Advanced Manufacturing Engineer,"Chengdu, Sichuan, Sichuan",Current Employee,Foxconn chengdu,"Great place with great colleges
","The environment needed to be improved
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,Disagree,Agree,Neutral
2021-05-19, Mechanical Engineer,Hsinchu,"Former Employee, more than 5 years",Like living in the military,"Salary is not bad. Salary is not bad.
","So many weird rules and stupid managers.
Advice to Management
useless
Be the first to find this review helpful
Helpful
Share
Repor","useless
Be the first to find this review helpful
Helpful
Share
Repor",2.0,Disagree,Agree,Neutral
2021-05-13, Program Manager,"Shenzhen, Guangdong, Guangdong",Former Employee,Top CM to become a professional in manufacturing.,"A good place to build one's foundation on factory operation and supply chain management.
","Rigid and conservative management style. Main focus is on cost-down.
Be the first to find this review helpful
Helpful
Share
Repor",,3.0,N/A,N/A,N/A
2021-05-09, Hardware Engineer,Hsinchu,"Former Employee, more than 5 years",Mix feeling towards the company and the team,"Due to the customer had setup good evaluation system, it was good to learn how proper ODM process is.
","Didn't feel like being valued by managers
Be the first to find this review helpful
Helpful
Share
Repor",,3.0,N/A,N/A,N/A
2021-04-26, Supply Chain Manager,"Shenzhen, Guangdong, Guangdong",Current Employee,Nice job but not good enough,"Nice job if you don't have any choice ,gradutes for example
","This company is really a unhumanity place for employs .
Be the first to find this review helpful
Helpful
Share
Repor",,2.0,Disagree,Disagree,Neutral
2021-04-23, Programmer Managrr,,Current Employee,Good manager,"Nice manager provide chance for your growth
","No food or free dinner
Be the first to find this review helpful
Helpful
Share
Repor",,5.0,N/A,N/A,N/A
2021-04-21, Operation Project Manager,"India, TN","Current Employee, more than 5 years",Big Organization. High pressure but can learn a lot,"Working in leading manufacturing company. We can learn a lot of process from here.
","Need to work OT. High pressure
Advice to Management
need to define the mechanism of promotion
Be the first to find this review helpful
Helpful
Share
Repor","need to define the mechanism of promotion
Be the first to find this review helpful
Helpful
Share
Repor",4.0,Agree,Agree,Neutral
2021-04-13, Engineering Project Manager,"Shenzhen, Guangdong, Guangdong","Former Employee, more than 5 years",Typical Asian company with not bad pay,"Relatively high pay (compared to general Taiwan cooperations)
","Lousy company culture, poor work-life balance
Be the first to find this review helpful
Helpful
Share
Repor",,2.0,Disagree,Disagree,Disagree
2021-04-11, Project Manager,Taipei,"Former Employee, more than 3 years",ggg,"Decent salary, work with Apple
","Lots of travels, up to 50%
Advice to Management
h h h h
Be the first to find this review helpful
Helpful
Share
Repor","h h h h
Be the first to find this review helpful
Helpful
Share
Repor",4.0,Agree,Agree,Agree
2021-03-28, Assistant Manager,Taipei,"Current Employee, more than 8 years",Experience creates your value,"Flexibility to learn something new, less training
","High-political workforce, management is short of creativeness
Advice to Management
Be a good listener to employees
Be the first to find this review helpful
Helpful
Share
Repor","Be a good listener to employees
Be the first to find this review helpful
Helpful
Share
Repor",3.0,Agree,Disagree,Neutral
2021-03-24, Operation Manager,Taipei,Former Employee,"Give it a try, you'll love it","Reputable company to work for
","Traditional management style that young people wont like
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,Agree,Agree,Agree
2021-03-24, Software Manager,"Shenzhen, Guangdong, Guangdong","Current Employee, more than 10 years",Company Pros and Cons,and ,"24 Mar 2021 - Software Manager in Shenzhen, Guangdong, Guangdong
Recommend
CEO Approval
Business Outlook
Pros
The annual Salary is not too bad
Cons
Majority job is based in China
Be the first to find this review helpful
Helpful
Share
Repor",,3.0,Agree,Agree,Agree
2021-03-18, Optical Engineer,Taipei,"Former Employee, more than 1 year",Foxconn,"Money is okay to accepted.
","No skills will be acquired.
Be the first to find this review helpful
Helpful
Share
Repor",,1.0,Disagree,Neutral,Disagree
2021-03-17, Supply Chain Manager,Chennai,"Current Employee, more than 10 years",Best company,"Free hand to make decision
","Lack of vision from management
Advice to Management
Focus on developing people and business
Be the first to find this review helpful
Helpful
Share
Repor","Focus on developing people and business
Be the first to find this review helpful
Helpful
Share
Repor",5.0,Agree,Agree,Agree
2021-03-01, Project Manager,Taipei,Current Employee,Clture,"work hard and good Execution
","No resource for much project.
Be the first to find this review helpful
Helpful
Share
Repor",,3.0,N/A,Neutral,N/A
2021-02-16, Engineer,,Former Employee,Good C,"The company has a well since of direction. The staff was well trained in what needed to be done at times did not follow the directions
","you work with a lot of people. This means that there is competition everywhere
Advice to Management
Make sure employees are not overworking
Be the first to find this review helpful
Helpful
Share
Repor","Make sure employees are not overworking
Be the first to find this review helpful
Helpful
Share
Repor",3.0,N/A,N/A,N/A
2021-02-10,Anonymous,Taipei,"Current Employee, more than 10 years",Very promising company,"Good plan, and road map for overall BU.
Can find appropriate, and capable employees to make products feasible.
","Not at all, and I can not think of it.
Advice to Management
Let's make Foxcoon the best company in all product lines globally
Be the first to find this review helpful
Helpful
Share
Repor","Let's make Foxcoon the best company in all product lines globally
Be the first to find this review helpful
Helpful
Share
Repor",5.0,Agree,Agree,Agree
2021-02-10,Anonymous,,"Former Employee, more than 1 year",Good,"Good for WLB and good environment
","Nothing I faced in my working time
Be the first to find this review helpful
Helpful
Share
Repor",,3.0,N/A,N/A,N/A
2021-01-24, Engineer,"Los Angeles, CA","Former Employee, more than 1 year",Lack management,"Good salary, flexible hours, learned a lot
","There is no management. Top managers do not have a consecutive and sustainable plan. Plans are constantly changing.
Advice to Management
Streamline the priorities among different groups
Be the first to find this review helpful
Helpful
Share
Repor","Streamline the priorities among different groups
Be the first to find this review helpful
Helpful
Share
Repor",3.0,Disagree,Neutral,Neutral
2021-01-21, Assistant Manager,,Current Employee,I love this place,"Good working environment, good benefit
","I don't see any cons so far
Be the first to find this review helpful
Helpful
Share
Repor",,5.0,N/A,N/A,N/A
2021-01-20, Consultant,"Honolulu, HI","Current Employee, less than 1 year",Good company,,"ltant in Honolulu, HI
Recommend
CEO Approval
Business Outlook
Pros
benifits good nice work place
Cons
much work flow to do
Be the first to find this review helpful
Helpful
Share
Repor",,3.0,N/A,N/A,N/A
2021-01-15, Project Manager,,"Former Employee, more than 3 years",Project Manager,"bigger stage to shine than in Taiwan for the young
","small vision, routine life, the culture there basically suppress self-development
Be the first to find this review helpful
Helpful
Share
Repor",,3.0,Disagree,Disagree,Agree
2021-01-11, Senior Mechanical Engineer,Taipei,Current Employee,"Good working environment, benefit","Clear team work R&R, organized system
","Old system with long approval progcedure, low efficienty
Be the first to find this review helpful
Helpful
Share
Repor",,5.0,N/A,N/A,N/A
2021-01-11, Project Manager,Taipei,"Current Employee, more than 5 years",good company for Taiwan freshman,"Offer a competitive salary for freshman.
","there is no clear promotion path, and hard to get into management level.
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,Agree,Neutral,Neutral
2021-01-01, Vice President,"Shenzhen, Guangdong, Guangdong","Current Employee, more than 10 years",job,"opportunity to fullfil career goal in training and development
","too bureaucratic in finnancial and accounting division
Advice to Management
need to reengineering its organization with more functional than business
Be the first to find this review helpful
Helpful
Share
Repor","need to reengineering its organization with more functional than business
Be the first to find this review helpful
Helpful
Share
Repor",2.0,Agree,Neutral,Agree
2020-12-07, Senior Technical Project Manager,Taipei,"Current Employee, more than 5 years",Project management,"Work with tier 1 company
","Poor work and life balance
Be the first to find this review helpful
Helpful
Share
Repor",,3.0,Disagree,Agree,Neutral
2020-11-30, Chief Executive Officer (CEO),"Miami, FL",Current Employee,Great place to work,"Loyal company to work for- great benefits
","They work you hard and crazy hours
Be the first to find this review helpful
Helpful
Share
Repor",,5.0,Agree,Agree,Agree
2020-11-26, EPM,,Former Employee,EPM,"Decent benefit overall. (Oversea work)
","Inflexible leave. Steep corporate leader.
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,N/A,N/A,N/A
2020-11-20, Project Manager,,Former Employee,A good place for your first job,"Good benefit, Sufficient Resource, Worldwide opportunity
","Many rules/policy, Much workload, synergy can be improved
Be the first to find this review helpful
Helpful
Share
Repor",,3.0,Agree,Agree,Agree
2020-10-21, Industrial Engineer,"Fort Worth, TX",Current Employee,Company comments,"Good health insurance and good atmosphere in office
","Low salary and no bounces
Be the first to find this review helpful
Helpful
Share
Repor",,3.0,Disagree,Disagree,Disagree
2020-10-19, IT Support Engineer,"Houston, TX","Current Employee, more than 1 year",Good Entry Position,"Very good entry position. can learn a lot.
","Very hard to move up
Be the first to find this review helpful
Helpful
Share
Repor",,5.0,Agree,Agree,Agree
2020-10-14, BIOS Engineer,,Current Employee,Too many elders,"No fire at this company.
","Too many elders at this company.
Be the first to find this review helpful
Helpful
Share
Repor",,3.0,N/A,N/A,N/A
2020-10-02, IT Manager,"Houston, TX",Current Employee,Good for job stability,"Company is continuously growing, has good benefit. Good job security.
","Salary is on the low end of the spectrum.
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,N/A,N/A,N/A
2020-09-29,Anonymous,"Tianjin, Tianjin, Tianjin","Former Employee, less than 1 year",A Traditional Industry that is Doomed to Decline,"A big brand that is world known. If you survive, you will learn a lot and become a lot more powerful
","Many systematic problems in how they treat employees. Discrimination is obvious
Be the first to find this review helpful
Helpful
Share
Repor",,2.0,Disagree,Neutral,Agree
2020-09-22, Electrical Engineer,"Kenosha, WI","Current Employee, less than 1 year",Good for a start.,"Big company, so some benefits.
","No job satisfaction so far.
Be the first to find this review helpful
Helpful
Share
Repor",,3.0,Disagree,N/A,Agree
2020-09-21, Senior Firmware Engineer,Hsinchu,"Former Employee, more than 5 years",Big manufacture and hard to change their way.,"1. Health examination is good. 
2. Co-work with tire 1 company and learn how they work.
","Manufacture culture is so deep, I don't think it is a good place to fit innovation career.

If you want to learn tire 1 company how they build product, it is a change.
Advice to Management
It is too big to change culture, so I don't expect that will happen.
Be the first to find this review helpful
Helpful
Share
Repor","It is too big to change culture, so I don't expect that will happen.
Be the first to find this review helpful
Helpful
Share
Repor",2.0,Disagree,Disagree,Disagree
2020-08-28, Senior Embedded Software Engineer,Taipei,Current Employee,Good company,"Cares about the health of employee.
","It's really a nice company.
Be the first to find this review helpful
Helpful
Share
Repor",,5.0,Agree,Agree,Agree
2020-08-25, Industrial Engineer,"Plainfield, IN","Current Employee, more than 5 years",Great place to learn,"If this is your first job after school than you have landed at the right place, the amount of things you will learn at Foxconn is invaluable.
","Sometime you may need to strike balance between work and personal life otherwise it’s great place
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,N/A,N/A,N/A
2020-08-23, Senior Engineer I,Taipei,"Former Employee, more than 8 years",Complicated in diversity job responsbility,"expertise in the manufacturing system
","too many systems in documentation
Advice to Management
none
Be the first to find this review helpful
Helpful
Share
Repor","none
Be the first to find this review helpful
Helpful
Share
Repor",4.0,Agree,Agree,Agree
2020-08-16, Supplier Quality Engineer,"Shenzhen, Guangdong, Guangdong","Current Employee, more than 1 year",SQE,"well functioned and large working system
","low salary and need to work overtime often
Be the first to find this review helpful
Helpful
Share
Repor",,3.0,Disagree,Neutral,Neutral
2020-07-14, Project Manager,"San Jose, CA","Current Employee, more than 3 years","Good company to start your career with, but not to stay long with","Good platform to gain all rounded experience.
","Perks are not good. And company policies are vague and unprofessional sometimes.
Be the first to find this review helpful
Helpful
Share
Repor",,3.0,Agree,Neutral,Agree
2020-06-30, Program Manager,,Former Employee,Program manager,"Salary is higher than other company
","Solider management, Bad management style
Be the first to find this review helpful
Helpful
Share
Repor",,2.0,N/A,N/A,N/A
2020-04-27, Manufacturing Process Engineer,"Shenzhen, Guangdong, Guangdong",Current Employee,Good place to start your career. Intense development.,"All rounded engineering learning
","A lot of unexpected company policy changes during development leading to gating
Be the first to find this review helpful
Helpful
Share
Repor",,3.0,N/A,N/A,N/A
2020-03-10, Strategic Procurement Manager,"Shenzhen, Guangdong, Guangdong","Former Employee, more than 10 years",procurement,"lots of information and full scope
","Traditional Chinese company and complex approval list, waste time.
Be the first to find this review helpful
Helpful
Share
Repor",,5.0,Agree,Agree,Agree
2020-02-27, Project Manager,,Current Employee,Good job for new graduates,"Salary and Benefits are high in this industry
","Location and work life balance is not that godd
Be the first to find this review helpful
Helpful
Share
Repor",,5.0,Disagree,Agree,Neutral
2019-10-22, Assistant Manager,Hsinchu,"Current Employee, more than 5 years",It's the worth of training EQ for work place.,"The job scope might be changing very fast.
","Stock funds and salary depend on grade level.
Advice to Management
The big organization be full of different personalities guys.
Be the first to find this review helpful
Helpful
Share
Repor","The big organization be full of different personalities guys.
Be the first to find this review helpful
Helpful
Share
Repor",3.0,Agree,Agree,Agree
2019-07-28, Project Manager,,"Current Employee, more than 8 years",Good place to work,"A lot of over time
","Very faraway from Juarez city
Be the first to find this review helpful
Helpful
Share
Repor",,3.0,Agree,Neutral,Neutral
2019-06-09, NPI Program Manager,Nanning,"Current Employee, more than 1 year",A lot to learn but also pressure to take,"Salary
Various challenge to take and learn from
","Pressure from high work loading
Be the first to find this review helpful
Helpful
Share
Repor",,3.0,Disagree,Disagree,Disagree
2019-05-28, Materials Manager,"Shenzhen, Guangdong, Guangdong","Current Employee, more than 1 year",All about process but always make exceptions manually,"Very thoughtful director lead the team
","Very very long working hours required
Advice to Management
Please change your old school thinking. No young generation want to work for you truly from their heart.
Be the first to find this review helpful
Helpful
Share
Repor","Please change your old school thinking. No young generation want to work for you truly from their heart.
Be the first to find this review helpful
Helpful
Share
Repor",3.0,Disagree,Disagree,Neutral
2019-05-22, Account Manager,Taipei,"Current Employee, more than 5 years",account manager in Hon Hai Taiwan,"A good place to learn new things.
","Salary is not stable nor well.
Be the first to find this review helpful
Helpful
Share
Repor",,3.0,Agree,Agree,Neutral
2018-10-10, Engineering Project Management,"Shenzhen, Guangdong, Guangdong","Former Employee, less than 1 year",Quite good.,"Work with the best company in the world.
","Need to know all the rules in the company to do your job well.
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,Agree,Agree,Agree
2018-08-19, Software Engineer,Taipei,"Former Employee, more than 3 years",Software engineer in Hon Hai,"annual health check is good
","stupid company culture of everything
Be the first to find this review helpful
Helpful
Share
Repor",,1.0,Disagree,Disagree,Disagree
2018-01-29, Software Engineer,Kaohsiung,"Current Employee, more than 3 years",Software engineer at Hon Hai in Kaohsiung,"Good salary in Kaohsiung, the more senior the more wage you get.
","The disorder of organization in Kaohsiung.
Be the first to find this review helpful
Helpful
Share
Repor",,3.0,Disagree,Disagree,Disagree
2018-01-23,Anonymous,,Current Employee,mechanical engineer,"Versatile. Own different products. Focusing on what CEO want to do.
","Limitation of Email box storage which is 100Mb only
Be the first to find this review helpful
Helpful
Share
Repor",,3.0,N/A,N/A,N/A
2018-01-20,Anonymous,,Current Employee,Administrator,"1.Big company with many resources
2.The allowance is not bad
","The system is always changing, and it's quite stressed to participate meetings with your senior manager because the boss has so many orders and you have to execute them immediately
Advice to Management
Please be consistent to your operation directions or everyone just doesn't know where to put our resources in
Be the first to find this review helpful
Helpful
Share
Repor","Please be consistent to your operation directions or everyone just doesn't know where to put our resources in
Be the first to find this review helpful
Helpful
Share
Repor",3.0,Disagree,Neutral,Neutral
2017-09-07, Sales/PM,Taipei,"Current Employee, less than 1 year",Sales/PM,"Huge company doing ODM/OEM for top brand names. Capability of large scale production.
","Management style and IT stay in 1990
Lack of sense of branding development but is trying hard.
Be the first to find this review helpful
Helpful
Share
Repor",,2.0,Disagree,Disagree,Neutral
2017-06-30,Anonymous,,Former Employee,senior financial specialist,"can involve in diverse content and earn broad experience
","highly responsible, didn't specialize in one function.
Advice to Management
highly centralization
Be the first to find this review helpful
Helpful
Share
Repor","highly centralization
Be the first to find this review helpful
Helpful
Share
Repor",4.0,Agree,Agree,Agree
2017-05-20, Supervisor,"Shenzhen, Guangdong, Guangdong","Former Employee, more than 5 years",Stressful Job,"1) The package is good if your performance is excellent
2) Staying in the group treating a growth-oriented customer actually is not bad, stressful but there are opportunities to lear a lot
","1) No life but work only, as you will live near by the factory and work pretty late
2) Management is ridiculous considering stupid directions and impractical assignments
Advice to Management
1) Care employees from heart
2) Improve the internal system to reduce ridiculous process
Be the first to find this review helpful
Helpful
Share
Repor","1) Care employees from heart
2) Improve the internal system to reduce ridiculous process
Be the first to find this review helpful
Helpful
Share
Repor",2.0,Disagree,Agree,Neutral
2016-05-25, RF Engineer,Taipei,"Former Employee, more than 1 year",RF engineer,"Higher salary compared to the similar type's company in Taiwan, famous name and everyone knows and have interest, Huge internal .resources.
","Serious level hierarchy, need to follow any order above 
Need to work late to your supervisor
Having excess personnel
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,Agree,Agree,Neutral
2016-01-25,Anonymous,Taipei,"Current Employee, more than 3 years",Tough but Rewarding,"Great opportunity for rapid career advancement if you are willing to make sacrifices. As long as you find a good department/superior, your hard work will not go unnoticed and it will be rewarded in the form of generous bonuses/stock options.
","Despite being one of the largest corporations in the world, there are still quite a few managers/departments that rely on dated/inefficient management styles. Getting with the right team is key. Also, if you plan to work in China, then proficiency in Chinese basically is a must.
Advice to Management
Continue to bring in new talent from around the globe, not just Taiwan and China, learn from their experiences and different methods/management styles, and try to incorporate these different approaches into the company at the most basic levels to realize the transformation of the corporate culture sought by Chairman Gou.
Be the first to find this review helpful
Helpful
Share
Repor","Continue to bring in new talent from around the globe, not just Taiwan and China, learn from their experiences and different methods/management styles, and try to incorporate these different approaches into the company at the most basic levels to realize the transformation of the corporate culture sought by Chairman Gou.
Be the first to find this review helpful
Helpful
Share
Repor",4.0,N/A,Agree,Agree
2015-11-09, Team Leader,"Tianjin, Tianjin, Tianjin","Current Employee, more than 3 years",Team leader,"1. You will be able to learn how kind of service does brand name customer look for.
2. Get in touch with tier 1 suppliers in the field.
3. Company provide stocks to the employee with good performance.
","1. Traditional knowledge of MBA doesn't work here. There is no room for you to prepare it in advance. It's all about how do you adjust your pace to match with the company.
2. Discipline is the basis of factory. 
3. The personal creative idea will be hard to implement since each department has no sufficient room to bet their KPI on uncertain image.
Advice to Management
To be a qualify manager, it's important to know how does the rule come from. It can help you know how does the other overcome it.
Be the first to find this review helpful
Helpful
Share
Repor","To be a qualify manager, it's important to know how does the rule come from. It can help you know how does the other overcome it.
Be the first to find this review helpful
Helpful
Share
Repor",3.0,Agree,Agree,Agree
2015-09-16,,,Former Employee,A good place to grow up.,"You can learn from there. It is a good place to grow up.
","Salary is low. Work long hours.
Be the first to find this review helpful
Helpful
Share
Repor",,3.0,N/A,N/A,N/A
2015-08-20, Mechanical Engineer,Taipei,"Former Employee, more than 3 years",CMMSG New Division,"You could deal with lots of different products development in the new division and learn much about from them.
","No production product, Rules change everyday, Low pay, No future.
Advice to Management
Make decision more quickly, firmly, and pragmatically. Treat your employees better, don't hesitate to give them the reward/pay raise that they deserved to have.
Be the first to find this review helpful
Helpful
Share
Repor","Make decision more quickly, firmly, and pragmatically. Treat your employees better, don't hesitate to give them the reward/pay raise that they deserved to have.
Be the first to find this review helpful
Helpful
Share
Repor",2.0,Disagree,N/A,Agree
2014-12-01, Optical Engineer,Taipei,"Current Employee, more than 3 years",Complex environment but sometimes interesting.,"Opportunities come from hard-working. Full of resource.
","Too big system makes it slow down.
Advice to Management
Make big dreams, and know who really works for you.
Be the first to find this review helpful
Helpful
Share
Repor","Make big dreams, and know who really works for you.
Be the first to find this review helpful
Helpful
Share
Repor",3.0,Agree,Agree,Agree
2014-08-13,,,Current Employee,"Foxconn is a very large company, customer oriented with moderate standards when it comes to employees.","It has a very comfortable environment
Payment always on time
Allows overtime
Employee's development up to a junior level for leading positions.
","Working for 3 years on a technician position and no development so far (courses, trainings, certifications)
Not much employee oriented
Avarage time an employee works here, 2 years.
Advice to Management
Pay more attention to the regular employee's needs.
Be the first to find this review helpful
Helpful
Share
Repor","Pay more attention to the regular employee's needs.
Be the first to find this review helpful
Helpful
Share
Repor",3.0,N/A,N/A,N/A
2014-05-28, Program Manager,"Shenzhen, Guangdong, Guangdong","Current Employee, more than 5 years",Good job overall except bureaucracy,"Many opportunities for people willing to work. People here have chances to work with various tier one customers. Entire business model can be seen.
","bureaucracy is bad thing. People spend too many times on communication because the organization is too big. Extra time is needed for running a simple process.
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,Disagree,Agree,Neutral
