date,employee_title,location,employee_status,review_title,pros,cons,advice_to_mgmt,rating_overall,recommends,positive_outlook,approves_of_CEO
2018-06-14, Technical Project Manager,Taipei,"Current Employee, more than 5 years",good to be trained,"flexible working time; good cafeteria;
","low salary; frequently work overtime
",,4.0,Disagree,Agree,Neutral
2018-05-29, Quality Assurance Project Manager,"Shanghai, Shanghai, Shanghai","Current Employee, more than 1 year",Quality project management,"Dorm is good, people are nice
","customers are difficult to deal with working environment not very good
",,4.0,Agree,Neutral,Neutral
2018-05-29,Anonymous,,Former Employee,Do not work here!!,"Two 15 minute breaks and an hour long lunch
","I read the reviews on this website, but I took the job anyway. DO NOT WORK HERE. Women are constantly sexually harassed by other employees. HR does not care about legitimate concerns.
",,1.0,Disagree,Neutral,Disagree
2018-05-25, User Experience Designer,Taipei,"Former Employee, more than 3 years",relaxing place,"good life quality , relaxing working vibe in general
","no future and meaning for youngsters
",,4.0,Agree,Neutral,Disagree
2018-05-16,Anonymous,"Shanghai, Shanghai, Shanghai","Former Employee, less than 1 year",Security Consultant,,"ltant
16 May 2018 - Anonymous Employee in Shanghai, Shanghai, Shanghai
Recommend
CEO Approval
Business Outlook
Pros
Adaptive, a campus with grocery stores, cafeterias, gyms, shops, everything a city would have.
Cons
Turnover rate, language barriers, and integrity.
",,3.0,N/A,N/A,N/A
2018-05-14,,,"Former Employee, more than 1 year",Reliability engineer,"Good working environment and nice place for the entry level
","Low salary and routine work. Cannot learn much
",,3.0,N/A,N/A,N/A
2018-05-08,Anonymous,Taipei,"Former Employee, more than 1 year",senior project manager,"working atmosphere is fine, no need to stay at the desk all the time
","no leadership culture at all, need to suck-up to survive, no room for discussions about wrong instructions, obeying is the only way to get approval from superior
",,3.0,Disagree,Neutral,Neutral
2018-05-01,Anonymous,,"Current Employee, more than 3 years",Senior Engineer,"Stable work environment for graduate student
","It's hard to get balance between life and work. No innovation.
",,3.0,Disagree,Neutral,Neutral
2018-04-25, Mechanical Engineer,Taipei,"Former Employee, more than 1 year",Nice company,"Nice salary and employee benefit. Good working atmosphere in general except business travel in China factory.
","OEM company oriented. Job loading might differ from different business group/unit.
",,4.0,Agree,Agree,N/A
2018-04-25, Computer Repair Technician,,Current Employee,Whatever you do don't come here,"The coworkers are great people and have your back. Learn a ton about computers Experience Meet people from all over the world.
","The mangement does not care about qualifications and what you can or can not do. They do not take care of employees They move you to different positions at the drop of a pen and you have zero say.(even if the new position pay less.) Zero communication between tech floor, Pegatron HR and Advantage HR. They make sure you understand how expendable you are. HR wil act friendly and like they have your back. But they are not as caring as they seem. Very Stressful No chance for advancement Floor leadership changes easily Not everyone speaks English(well). (Leadership and coworkers.)
",,1.0,Disagree,Neutral,Disagree
2018-04-02, Senior Design Engineer,Taipei,"Former Employee, more than 1 year",Not Recommended,"sorry, there is no Pros
","lack of self-management; low salary; no vision;
",,2.0,Disagree,Neutral,Disagree
2018-04-02, Section Manager,Taipei,"Former Employee, more than 5 years",Working Environment,"Friendly working environment; Plenty hardware resources.
","Long working hours and sometimes bonus is not good
",,4.0,Agree,Neutral,Neutral
2018-03-29,Anonymous,,Former Employee,BSP Engineer,"Face different kinds of products in few years.
","Long working hour and poor office environment.
",,3.0,Agree,Neutral,Neutral
2018-03-27, Electrical Engineer,Berlin,"Current Employee, more than 5 years",Electrical Engineer,"Lots of things to learn
","No balance between life and work
Be the first to find this review helpful
Helpful
Share
Repor",,3.0,Agree,Neutral,Neutral
2018-03-26, Mechanical Engineer,Magdeburg,"Current Employee, more than 3 years",Mechanical Eng,"not thing to comment at all
","nothing to comment at all
Be the first to find this review helpful
Helpful
Share
Repor",,3.0,Agree,Neutral,Agree
2018-02-17, Quality,"Sacramento, NE","Current Employee, less than 1 year",Ok,"GOOD environment to work on
","less salary, large working hours
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,Agree,N/A,N/A
2018-01-22, Senior Hardware Engineering Manager,Taipei,"Current Employee, more than 5 years",senior hardware technical manager,"a lot international travel and good company location
","pay too low ~50k/year work to long in China
",,5.0,Agree,Neutral,Agree
2018-01-13,Anonymous,,Current Employee,office administrator,"no OT and nice work environment
","lower pay than average and not well-organized
",,2.0,Disagree,Neutral,Neutral
2017-11-23,Anonymous,,Former Employee,Cheer up,"Famous company which is benefit for your career and resume history
","overtime work every day, salary is suck for a such famous company
",,2.0,Disagree,Neutral,Agree
2017-11-09, Project Manager,"Suzhou, Jiangsu, Jiangsu","Current Employee, less than 1 year",Unfriendly colleagues,"1. Big company always has good and efficient operation system 2. Campus has built-in good living facility 3. Good for senior employees.
","1. Always has bad leak in employee- care system 2. Good operation system can’t forbid selfish human bully 3. Too many MIS restricted rules. 4. Let displine leads first and no flexibility for urgent issue 5. Adding loading and responsibility to employees but payment is not raising correspondingly.
",,2.0,Disagree,Neutral,Neutral
2017-10-14,Anonymous,,Current Employee,Engineer,"good environment and nice bonus
","long working hours per week
Be the first to find this review helpful
Helpful
Share
Repor",,3.0,Agree,Neutral,Neutral
2017-10-12,Anonymous,,"Current Employee, more than 1 year",Mechanical Design Engineer,"company scale not bad, manu
","payment doesn't very good, overtmie
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,N/A,N/A,N/A
2017-10-06, Project Manager,,"Current Employee, more than 10 years",Pegatron Corp Company review-senior position,"Located in California, HR dept is very helpful and knowledgeable. I have been with this company over 10 years and enjoyed the many relationships that have developed. My position has allowed me to travel and experience different cultures and engage with many people. The management team, located in Asia, is very supportive and understanding.
","Minor cons include: forced to use old sample notebook for daily use and inability to cash out vacation. Benefits are decent but not the best.
",,4.0,Agree,Neutral,Neutral
2017-10-05, Engineer,"Jeffersonville, IN","Current Employee, more than 1 year",NA,"A place where can train your mental and physical Good for new graduate Good for old people Better upper management
","Bad management. HP exploits the factory. Bad policy. Bad HR. Long working hours instead of work efficiently. Too much Gossiping and negative atmosphere. Come here only if you wanna see what a hell is.
",,1.0,Disagree,Disagree,Disagree
2017-10-03,Anonymous,"Jeff, KY","Former Employee, more than 1 year",ok,"learn to train yourself others do help
","Asians treat there kind better
",,3.0,Disagree,Disagree,Disagree
2017-09-27, Senior Engineer,Taipei,"Current Employee, more than 5 years",a good company,"Salary is acceptable. Good partners. Many company activities and has a good gym.
","- Non BU unit has much internal project but it usually wastes your time. - No change to get promotion. - Software development process isn't good enough ex. no review system, leader wont ask to write test case
",,4.0,Agree,Agree,Agree
2017-08-27,Anonymous,,Former Employee,Key Account Manager,"nice place to start, good management team
","big company, so you need to spend more efforts to figure out your value
",,4.0,Agree,Agree,Agree
2017-08-24,Anonymous,,Current Employee,Worst company ethics ever,"There are none, maybe except you become street smart
","Micro management. Expected to stay long hours at work even if there is nothing to do. Highly underpaid engineers. No compensation for working overtime for months, including weekends. Ideas and potential new projects to improve or optimize factory conditions fall on deaf ears. Some supervisors abuse their power by dumping company money for personal things and take phones home as they please. Management threatens to fire individuals all the time. Meetings are held everyday for 4-5 hours but most of them are in Mandarin. Shady business practices.
",,1.0,Disagree,Disagree,Disagree
2017-07-25, Senior Software Engineer,Taipei,"Former Employee, more than 5 years",Everything provided by company is great but salary.,"1. Challenging job 2. Self-management on work (my direct manager did not do micro-managment) 3. Various food choices served in cafeteria. 4. Nice and big gym (with swimming pool).
","1. Non-competitive salary. 2. Some engineers spend too much time on doing their personal things (ex. playing their personal cellphone )instead of concentration on real work.
",,4.0,Agree,Agree,Neutral
2017-07-16,Anonymous,,Former Employee,About Pegatron,"The company has reasonable salary
","culture of overwork, need to travel
Be the first to find this review helpful
Helpful
Share
Repor",,2.0,N/A,N/A,N/A
2017-06-07,Anonymous,,Current Employee,Section Manager,"Strong organization, good welfare for employee, many opportunities are able to touch different model business.
","Complex rules and process, Inefficient, big structure makes colleague relations are sensitive on authority, profit-minded on human resource.
",,4.0,Agree,Agree,Agree
2017-06-06,Anonymous,,Current Employee,Director,"good culture and good environment
","management level is not very good
Be the first to find this review helpful
Helpful
Share
Repor",,3.0,Agree,Agree,Neutral
2017-04-27,Anonymous,,Current Employee,Supervisor,"Have a lot of things to learn and build the resume.
","No support from HR, they will never help you when you have any problem.
",,3.0,Disagree,Neutral,Neutral
2017-04-20,Anonymous,,Current Employee,Work hard but not smart,"robust working process, new business and new products can push you learn more technical knowledge Worth pay if you work hard
","Getting political problems Few talents in company
",,3.0,Agree,Agree,Neutral
2017-04-16,,,Current Employee,Project Manager,"There are many things that can learn...
","Salary is not good enough
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,N/A,N/A,N/A
2017-04-16, General Manager,,"Current Employee, more than 5 years",Manager,"Good place for entry level engineering.
","Working swing shift is difficult, specially on the weekends.
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,Agree,Neutral,Agree
2017-04-11,Anonymous,"Jeffersonville, IN",Current Employee,Discrimination,"Nothing only a paycheck not a career
","This company repairs notebooks from HP, Toshiba, and Asus. This company discriminates against Americans. They bring Asian people in on vacation visas and they get away with it. They even tell you in company meetings that if you (americans) do the job then I wouldn't need to bring them in, but this is their way of getting rid of hard working people. On the repair floor not one American is in charge and that is not by mistake. Instead of paying people more they just bring people in from California. So many affairs going on there with upper management and employees. I wouldn't buy anything from HP they are aware of this and only stay because they don't pay anything the more HP finds wrong the less Pegatron gets paid so it is win win for HP. HP's quality went down when they split. Pegatron has never had quality don't send your business there unless you want recycled parts not tested put in your customer's notebooks. Pegatron doesn't hire people with skill cause they don't want to pay them. The doors should be shut on this place. Immigration should check this place out.
",,1.0,Disagree,Disagree,Disagree
2017-03-31,Anonymous,,Current Employee,Industrial Engineer,"Nice area and good management
","Salary is not attractive enough
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,Agree,Agree,N/A
2017-03-30,Anonymous,"Jeffersonville, IN",Former Employee,High Pressure Long Working Hours,"You rotate a lot that helps to build up your skills really fast, and you will learn how to deal with all kinds of different situations.
","Extremely longs working hours, no life work balance. Rules been changing day by day, person by person. Promotion system isn't cleared and faired.
",,2.0,Disagree,Neutral,Disagree
2017-03-27, Project Manager,,"Current Employee, more than 3 years","Big corp, pour pay","Big corp., lots of opportunities
","pour pay, weak management level resource
Be the first to find this review helpful
Helpful
Share
Repor",,2.0,Agree,Neutral,Agree
2017-03-10, Technical Manager,Taipei,"Former Employee, more than 5 years",Technical manger,"Good employee benefits compared with other companies in the same industry
","Old school management, employees have few opportunities to share their ideas
",,3.0,Agree,Neutral,Neutral
2017-02-27,Anonymous,"Jeffersonville, IN","Current Employee, more than 3 years",Production Supervisor,"Basic production management, not complicated.
","Long working hours for exempt employees. No room for advancement.
",,2.0,Disagree,Neutral,Neutral
2017-02-16, Software Specialist,Taipei,"Current Employee, more than 3 years",Software Engineer,"Reasonable payment, bonus. Better than most companies in Taiwan.
","No extra payment for extra hours
",,3.0,Agree,Neutral,Neutral
2017-02-01, Product Engineering Manager,,"Current Employee, more than 1 year",Engineering Manager,"You will have a worldwide point of view on the industry.
","You have to deal with multiple projects at a time.
",,3.0,Disagree,Agree,Agree
2017-01-10, Fulfillment Coordinator,Taipei,"Former Employee, more than 3 years",Good welfare,"Free working atmosphere, fine cafeteria, gym, and swimming pool
","Working hours are too long
",,4.0,Agree,Agree,N/A
2017-01-09,Anonymous,"Jeffersonville, IN","Current Employee, more than 3 years",Technician,"It's a pay check, if can put ""zero"" star this is what I need to rate or less if possible.
","*i hate every second that I have to stay in this little china town or taiwan town in jeffersonville, since most managers/supervisor is Asian. 90% old employees have left. Management are demeaning and very biased to Asian employees. The management is horrible...therefore, this company won't get more that the minimum...can't force me to stay OT too.
",,1.0,Disagree,Disagree,Disagree
2017-01-09, RTV,Taipei,Current Employee,Pegatron review,"Work is super easy. Can take off work with no problem. People are cool too work with.
","No Advancement, No bonuses if your a temp,even if your a good, hard working employee. Pay sucks for a billionaire company. They don't drug test. Too many people are on drugs there.
",,2.0,Disagree,Neutral,Neutral
2016-12-21,Anonymous,,"Current Employee, more than 5 years",Senior Project Manager,"You can learn a lot from what you are given to do and also get a lot support from coworkers/supervisors.
","working hours can be long.
",,4.0,Agree,Agree,Agree
2016-12-10, Repair Technician,,"Current Employee, more than 3 years",Suxs,"Its a job .... not a career move for anyone
","Racially bias towards non asians
1 person found this review helpful
Helpful
Share
Repor",,1.0,Disagree,Disagree,Disagree
2016-11-19, Senior Project Manager,"São Paulo, São Paulo, São Paulo","Former Employee, more than 3 years",Working at Pegatron,"Good benefits. Company has been in expansion for the past decade, thus internal many internal opportunities were created
","The mid-level management is not functioning due to not working under pressure. Chairman/founder, Mr. Tung is a decent gentleman. But his no employee is left behind/fired approach might be the root cause if the phenomenon.
",,5.0,Agree,Disagree,Agree
2016-11-17,Anonymous,,Current Employee,Sr. Project Manager,"Overloading for job task Over working hours
","Good working environment Good benefits for employees Self-management working style
",,5.0,N/A,N/A,N/A
2016-11-09,,,"Current Employee, more than 3 years",SOSO,"People friendly and environment is clean.
","Low salary, high working hours.
Be the first to find this review helpful
Helpful
Share
Repor",,3.0,N/A,N/A,N/A
