date,employee_title,location,employee_status,review_title,pros,cons,advice_to_mgmt,rating_overall,recommends,positive_outlook,approves_of_CEO
2021-09-16, IT Consultant,Pune,"Former Employee, more than 1 year",Good Company,,"ltant in Pune
Recommend
CEO Approval
Business Outlook
Pros
So much to grow in the org.
Cons
Nothing. Nice company and Team
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,N/A,N/A,N/A
2021-09-16, Channel Manager,Milan,"Former Employee, more than 5 years","Great products, organization challenges","fair salary and benefits, very good product range
","Disconnected HQ from region and local management
Advice to Management
Act as one company across the globe
Be the first to find this review helpful
Helpful
Share
Repor","Act as one company across the globe
Be the first to find this review helpful
Helpful
Share
Repor",4.0,Disagree,Agree,Disagree
2021-09-15, Consulting,Bangalore,Former Employee,Good,,"lting in Bangalore
Recommend
CEO Approval
Business Outlook
Pros
Very Good to work, employee oriented company
Cons
Nothing much to say about fujitsu
Be the first to find this review helpful
Helpful
Share
Repor",,3.0,N/A,N/A,N/A
2021-09-15, SAP PP/QM Consultant,Noida,Current Employee,Good company,,"ltant in Noida
Recommend
CEO Approval
Business Outlook
Pros
Good company to work here
Cons
No cons as of now
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,Agree,Agree,Agree
2021-09-15, Product Manager,Canberra,Current Employee,Fujitsu Review,"Lots of work, great people
","Impacts Work / life balance
Advice to Management
Increase resourcing
Be the first to find this review helpful
Helpful
Share
Repor","Increase resourcing
Be the first to find this review helpful
Helpful
Share
Repor",3.0,Agree,Agree,Agree
2021-09-15, Project Manager,Braga,"Current Employee, more than 5 years",Good and stable company,"Stable and good for carreer grow
","The salaries are not the best
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,N/A,N/A,N/A
2021-09-15, Technical Services Engineer,Chennai,"Current Employee, more than 1 year",Comfortable environment,"Good site to work
Good policy
","Bond issues are there for freshers
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,Agree,Agree,Agree
2021-09-15, Applications Developer,,"Former Employee, more than 3 years",Good company with balanced life and work but less salary,"Work life balance
Great management and culture
","Less salary and increment
HR policies
Be the first to find this review helpful
Helpful
Share
Repor",,3.0,Agree,Agree,Agree
2021-09-14, Graduate Service Delivery,Brisbane,Current Employee,Great place to start,"- Opportunity for growth
- Lots of learning
","- Hard to navigate through a large global organisation
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,N/A,N/A,N/A
2021-09-14, Sales Operations Analyst,Madrid,Former Employee,Sales Operations,"Low Salary respect to competitors
","International Posiibilities in many different departments
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,N/A,N/A,N/A
2021-09-13, Applications Developer,,"Current Employee, more than 5 years",work experience,"good company to work for.
","nothing as such ,overall good
Be the first to find this review helpful
Helpful
Share
Repor",,3.0,N/A,N/A,N/A
2021-09-13, Senior IT Project Manager,Luxembourg,Current Employee,Not the best IT company @ Luxembourg,"Recognized company and Interesting projects
","Luxembourgish Management spoils the atmosphere ...
Be the first to find this review helpful
Helpful
Share
Repor",,2.0,Disagree,Neutral,Agree
2021-09-13, Customer Support,Braga,"Current Employee, less than 1 year",salary,"good conditions and over minimum wage salary
","Boring job, dependent on the location even though it was remote
Be the first to find this review helpful
Helpful
Share
Repor",,5.0,Agree,Agree,Agree
2021-09-13, Team Lead Software Engineer,Cebu City,Current Employee,Nice Company,"Japanese company. A lot of bilingual people
","Too many people. project allotment suffers
Be the first to find this review helpful
Helpful
Share
Repor",,5.0,Agree,Agree,Agree
2021-09-12, Data Warehouse%2C ETL Tester,Pune,Current Employee,Good organization,"friendly atmosphere, better work culture
","more work load, no any drawbacks
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,N/A,N/A,N/A
2021-09-12, Engineer,Chonburi,Current Employee,Job opportunity,"Opportunity for learning extra language
","Lack of good infrastructure for research
Be the first to find this review helpful
Helpful
Share
Repor",,3.0,N/A,N/A,N/A
2021-09-11, Technical Service Engineer,Pune,"Former Employee, more than 3 years",.,"Worklife balance, leave policy and management is reachable
","Very less project
Bench policy
unprofessional people
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,N/A,N/A,N/A
2021-09-10, Technology Support Engineer,Makati City,Current Employee,Learning Opportunity,"Wide range of learning opportunity from Network to Network Security including wireless and SDN
","Salary package is low &
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,Agree,N/A,Agree
2021-09-08, Marketing Manager,Dubai,Current Employee,The best IT company in Asia,"dicipline, good work life balance
","traditional in a good way
Be the first to find this review helpful
Helpful
Share
Repor",,5.0,N/A,N/A,N/A
2021-09-08, Customer Service Agent,Lisbon,Current Employee,Great company to work for,"Fujitsu is easily the most fair and respectful company I've worked for through my entire career.
","The job itself can be quite stressful, but the company offers a great deal of support.
Be the first to find this review helpful
Helpful
Share
Repor",,5.0,Agree,Agree,Agree
2021-09-08,Anonymous,,"Former Employee, less than 1 year",Do not take on vendor role,"Benefits at home company is great, but once you are deployed to client site, expect zero support from home company.
","No support from HR or team leads
Baited with possibility of internal transfers but it ended up being few and far between with most positions requiring very high levels of experience.
Be the first to find this review helpful
Helpful
Share
Repor",,1.0,Disagree,Neutral,Neutral
2021-09-07, Systems Engineer,,"Current Employee, more than 1 year",System engineer,"It's a great opportunity for freshers and experienced
","Joining as a fresher will be cons with regards to compensation
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,N/A,Agree,N/A
2021-09-06, Senior Technical Consultant,,Current Employee,Bad place,,"ltant 
Recommend
CEO Approval
Business Outlook
Pros
Good Salary for employees there.
Cons
Very bad enviroment to work.
Be the first to find this review helpful
Helpful
Share
Repor",,2.0,N/A,N/A,N/A
2021-09-06, Service Desk Expert,"Łódź, Lódz, Lódz","Current Employee, less than 1 year",It's fine,"Many pieces of training provided, possible to work remotely
","Too many tasks put on individual
Be the first to find this review helpful
Helpful
Share
Repor",,3.0,Disagree,Agree,Disagree
2021-09-06, Finance Administrator,Bangalore,"Current Employee, more than 3 years",Fujitsu,"I don’t have any positive point to review
","• Not recommended for fresher’s
• Low Pay
• Slow growth
• Poor management
• Politics
Be the first to find this review helpful
Helpful
Share
Repor",,1.0,Disagree,Disagree,Agree
2021-09-06, Field Engineer,Sydney,"Former Employee, less than 1 year",Flexible Work Arrangements,"Flexibility, Diversity, Parking, Respect, and good career growth
","Complexity
Warehouse needs more arrangements to benefit workers
Advice to Management
Value the talent
Be the first to find this review helpful
Helpful
Share
Repor","Value the talent
Be the first to find this review helpful
Helpful
Share
Repor",5.0,Agree,N/A,Agree
2021-09-06, Head SAP Delivery,,"Former Employee, more than 1 year",Head SAP Delivery,"a. Good work atmosphere. no office politics
b. Good office space to work
","a. None major. Recruitment time can be shortened.
Advice to Management
Good Management
Be the first to find this review helpful
Helpful
Share
Repor","Good Management
Be the first to find this review helpful
Helpful
Share
Repor",5.0,N/A,N/A,N/A
2021-09-05, Sales Specialist,"Vancouver, BC","Current Employee, more than 3 years",Decent place to work,"-Good on your resume
-work life balance
","-Poor leadership management
-mediocre product
-poor company culture
-little career advancement opportunity
Be the first to find this review helpful
Helpful
Share
Repor",,3.0,Disagree,Neutral,Disagree
2021-09-05, IT Process Controller,Lisbon,"Current Employee, more than 3 years",Fujitsu Experience,"1. Stability
2. Future opportunities
3. Nice working environment
","1. Low salary
2. Lack of clear processes
3. Employee's appreciation
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,Agree,Neutral,Neutral
2021-09-03, Applications Developer,,"Current Employee, more than 5 years",Love to be here,"Work life balance, feasible working hours
","Salary hike & Role designation process
Be the first to find this review helpful
Helpful
Share
Repor",,3.0,Agree,Disagree,Agree
2021-09-03, Service Desk Agent With German,,"Current Employee, more than 1 year",OK for a beginner,"No prior experience is needed
","Statistics are more important than the tasks
Be the first to find this review helpful
Helpful
Share
Repor",,3.0,Disagree,Neutral,Neutral
2021-09-02, Project Manager,"Helsinki, Southern Finland, Southern Finland","Current Employee, more than 1 year",Pretty Basic,"Flexibility is one of the few good things.
","Old fashioned processes, inefficient senior managers, low pay.
Be the first to find this review helpful
Helpful
Share
Repor",,3.0,Disagree,Neutral,Agree
2021-09-02, Channel Manager,Istanbul,"Former Employee, more than 8 years",Company review,"It`s a giant and has great solutions,
","Lack of marketing and promotions.
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,Disagree,N/A,Agree
2021-08-31, Technician,Lidcombe,"Current Employee, less than 1 year",some indirect back stabbing,"Not much, maybe one or two friendly staff that will help you when needed.
","In the short time i have worked at Fujitsu, i have found that most but not all staff are not too friendly, most don't even acknowledge or look at you when you greet them. I was not given any training or even an introduction into the process involved to doing my job then they question my numbers are not up to standard, after only 4 weeks? Mind you, they give me the jobs no one else wants to do and then compared my numbers to staff that are doing completely different equipment and who have also been there for a minimum of 3 yrs. I managed to get a ""Good work"" from a boss higher up, but then get questioned by some ""know it all"" in a different state (QLD), he asks if I am doing all necessary tests? You don't question someones work methods after they have been told they are doing a good job, you question them when they are doing poorly then you seek to help them! Not to mention my Team leaders sat there silent and didn't even come to my defence.
They also tried to put the blame on me for a part number being entered into the system incorrectly and wanted me to fix it? Hold on, if you go to the base of the problem, there is a less likely chance for it to happen again. I don't mind correcting it but don't point the finger at me and make me fix it every time it happens!

This may be the most toxic environment i have ever worked at.
Advice to Management
Break up the exclusive boys club. Not all foreigners are stupid and will sit back and take your crap.
1 person found this review helpful
Helpful
Share
Repor","Break up the exclusive boys club. Not all foreigners are stupid and will sit back and take your crap.
1 person found this review helpful
Helpful
Share
Repor",2.0,Disagree,Neutral,Neutral
2021-08-31, Test Manager,"Bracknell, England, England","Current Employee, more than 1 year",Great people but very disorganised,"The company genuinely cares about it's employees. They really do what they can to support and encourage the people that work for them.
","They are too customer focused. Some of their customers are difficult to manage and they roll over too quickly where they should stand up to them.
Advice to Management
Make customers stick to what the contract provides and don't allow FJ staff to be steamrollered.
1 person found this review helpful
Helpful
Share
Repor","Make customers stick to what the contract provides and don't allow FJ staff to be steamrollered.
1 person found this review helpful
Helpful
Share
Repor",3.0,Agree,Agree,Agree
2021-08-30,Anonymous,"Chelmsford, England, England",Current Employee,Awful,"None, terrible experience working for them.
","Plenty, the management team were naff and awful. So far away from a good channel partner.
Be the first to find this review helpful
Helpful
Share
Repor",,1.0,N/A,N/A,N/A
2021-08-30, Senior Systems Administrator,Pune,"Current Employee, more than 1 year",Good company,"Nice company to work with
","Some managers are so dumb, same time they will give you pain
Be the first to find this review helpful
Helpful
Share
Repor",,5.0,Agree,Agree,Agree
2021-08-29, Service Manager,,"Current Employee, less than 1 year",Don't expect a pay rise,"Large company with lots of opportunities for development.
","NO PAY RISES - NOT EVEN TO KEEP UP WITH INFLATION. All I keep hearing from colleagues and managers is ""I haven't had a pay rise for years."" One colleague had no pay rise for 8 years, my manager no pay rise for 5 years. Was told by manager we only get pay rises if we get promoted and has been like this for years. Suggested only way company will listen is when people vote with their feet (leave). Don't think I'll be staying too long if the company think this is an acceptable way to treat colleagues who work very hard to make the company millions in profit and pay senior leaders large bonuses.
Advice to Management
Value and respect your staff by awarding an annual pay rise that will at least keep up with inflation - otherwise you are effectively cutting peoples pay and eroding their morale and motivation.
Be the first to find this review helpful
Helpful
Share
Repor","Value and respect your staff by awarding an annual pay rise that will at least keep up with inflation - otherwise you are effectively cutting peoples pay and eroding their morale and motivation.
Be the first to find this review helpful
Helpful
Share
Repor",3.0,Disagree,Neutral,N/A
2021-08-29, Department Manager,Bangkok,"Current Employee, more than 3 years",global ict company focus DX,"Global present dynamic for change toward new era.
","some Japanese style sometime good sometime old fasion.
Advice to Management
look improve more align with modern management
Be the first to find this review helpful
Helpful
Share
Repor","look improve more align with modern management
Be the first to find this review helpful
Helpful
Share
Repor",4.0,Agree,Agree,Agree
2021-08-28, Senior Domain Architect,Pune,"Current Employee, more than 8 years",Employee friendly,"Employee engagement, Human-centric technology, Culture
","Less known outside Japan, Needs more aggressive sales
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,Agree,Agree,Agree
2021-08-28, Graduate,Sydney,"Current Employee, less than 1 year",Salary isn't so great. People are generally nice.,"People are nice 
Flexible - wfh
","Some areas of the business can be tough to work in
Can't WFH if you are customer facing 
Low pay
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,Agree,Agree,Neutral
2021-08-27, Managing Consultant,"Jersey City, NJ","Current Employee, more than 8 years",Not worth it,,"ltant in Jersey City, NJ
Recommend
CEO Approval
Business Outlook
Pros
none none none none none
Cons
No projects very high firing rate
Be the first to find this review helpful
Helpful
Share
Repor",,3.0,Disagree,Disagree,Disagree
2021-08-26, Senior Sdm,Tokyo,"Former Employee, more than 5 years",Great environment,"Easy to chose your work and great WLB
","Office politics and the constant bickering for positions
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,Agree,Agree,Agree
2021-08-26, Consultant,Pune,"Former Employee, more than 3 years",Mediocre,,"ltant in Pune
Recommend
CEO Approval
Business Outlook
Pros
Good campus, To and fro service from office, fixed time
Cons
No SAP projects, No onsite
Advice to Management
Managers dont work the consultants work, dont waste time in pleasing the managers
Be the first to find this review helpful
Helpful
Share
Repor","Managers dont work the consultants work, dont waste time in pleasing the managers
Be the first to find this review helpful
Helpful
Share
Repor",3.0,Disagree,N/A,N/A
2021-08-25, Assistant Technical Service Engineer,,"Current Employee, more than 1 year",Good to work there,"Work life balance is good
Salary hikes are also good
","Completely disappointed with the project allocation
Be the first to find this review helpful
Helpful
Share
Repor",,3.0,Agree,Neutral,Neutral
2021-08-25, Senior Applications Developer,,Former Employee,Good Company to work.,"Its a good company based out of Noida sec-63. I've worked here for 2.5 yr.
","Nothing I can think of. I enjoyed working here.
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,Agree,N/A,N/A
2021-08-25, Business Analyst,,"Current Employee, more than 3 years","People are supportive, management has room for improvement","- Supportive teams
- Company started to adopt agile processes
- Outcomes-driven work, not focused on presenteeism (strapped to desk for 8 hours)
","- Management gets in the way of solving issues and achieving outcomes
- Performance review process is terrible.
- Merit reviews only started to kick in again, benefits are poor.
- No career progression. Dont stay here long-term
Advice to Management
You're losing market share by not jumping onto opportunities sooner
Be the first to find this review helpful
Helpful
Share
Repor","You're losing market share by not jumping onto opportunities sooner
Be the first to find this review helpful
Helpful
Share
Repor",2.0,Disagree,Neutral,Neutral
2021-08-25, Customer Service Agent,,Current Employee,good company to work for,"human oriented
flexible
work from home
good camaraderie with colleagues
","communication could be better , like any company
Be the first to find this review helpful
Helpful
Share
Repor",,5.0,Agree,Agree,Agree
2021-08-25, Senior Oracle,Bangalore,"Current Employee, more than 10 years",Good company with broad infrastructure,"Good projects holded, this company.work life balance,
","Technical growth is average like if good project its ok.
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,Agree,N/A,Agree
2021-08-25, SAP EDI Consultant,Lisbon,"Current Employee, more than 1 year",Good place to work,,"ltant in Lisbon
Recommend
CEO Approval
Business Outlook
Pros
Good working environment with a lot of growth opportunities and innovative midset
Cons
being a huge company has a rigid structure
Be the first to find this review helpful
Helpful
Share
Repor",,5.0,Agree,Agree,Agree
2021-08-24, IT Service Desk,"Mesa, AZ","Current Employee, more than 1 year",Very bad salary,"Great team and the company asks you to study and to improve yourself every day
On paper, if you improve yourself, you will be rewarded
","Salary is below the average
Your training is relevant only if your manager accepts it previously - anything you do without his or her approval will play against you, even if you do it to improve your own job
Advice to Management
Employees must live - and with the salary you pay, it's just not enough.
Be the first to find this review helpful
Helpful
Share
Repor","Employees must live - and with the salary you pay, it's just not enough.
Be the first to find this review helpful
Helpful
Share
Repor",3.0,Agree,Agree,Agree
2021-08-24, Human Resources Specialist (HR Specialist),"Fort Lauderdale, FL",Current Employee,"Great colleagues, intresting projects","great colleagues, open and honest atmosphere, good salary
","hierarchy, too much work to do for one person which speaks about the company not having adecuate leaders to know the resource base.
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,Agree,N/A,Neutral
2021-08-24, Facilities Supervisor,"Tampa, FL",Current Employee,Good an Bad,"Good place to work, security in job role, accomodating to staffs needs
","Low pay, responsibilities regularly increased with no extra pay, little scope for progression within the company
2 people found this review helpful
Helpful
Share
Repor",,3.0,Disagree,Neutral,Neutral
2021-08-23, Manager,,"Current Employee, more than 8 years",Feedback,"Job Security Good Benefits Good Pension
","Pay 
Salary increases non existent
1 person found this review helpful
Helpful
Share
Repor",,2.0,N/A,N/A,N/A
2021-08-23,Anonymous,,"Former Employee, more than 3 years",Marketing,"Good team to work with
","Slow processes and below average pay rate
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,Agree,Agree,N/A
