date,employee_title,location,employee_status,review_title,pros,cons,advice_to_mgmt,rating_overall,recommends,positive_outlook,approves_of_CEO
2021-09-25, Principal Engineer,"Brest, 29",Current Employee,SEC,"I've learned many excellent cutting-edge technologies just within 2 years.
","It is located too far from my home in USA.
Be the first to find this review helpful
Helpful
Share
Repor",,5.0,N/A,N/A,N/A
2021-09-25, Product Manager,"Cesson-Sévigné, 35",Current Employee,Average Company,"None. Hope there was something to like.
","No transparency. Management is confused about the vision.
1 person found this review helpful
Helpful
Share
Repor",,2.0,Disagree,N/A,Neutral
2021-09-25, Assistant Manager,Bắc Ninh,"Current Employee, more than 5 years",Ideal job for people loves to settle down,"Clear and stable compensation and benefits
Diverse culture activities
Always appreciate labor laws
","One must take initiatives to level up themselves
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,Agree,Neutral,Neutral
2021-09-24, Human Resources Manager,"Newberry, SC",Current Employee,A good company.,"The benefits are even better than the state and local governments.
","Lack of diversity in the senior leadership.
Be the first to find this review helpful
Helpful
Share
Repor",,3.0,Agree,Neutral,Agree
2021-09-24, Digital Marketing Specialist,,"Former Employee, more than 8 years",general opinion of Samsung,"international company with lots of resources
","has very limited promotion opportunity.
Be the first to find this review helpful
Helpful
Share
Repor",,5.0,N/A,N/A,N/A
2021-09-24, Senior Software Engineer,"Cesson-Sévigné, 35","Current Employee, more than 1 year",Good place,"Work life balance, friendly place
","No much challenge, micro management
Be the first to find this review helpful
Helpful
Share
Repor",,3.0,N/A,Agree,Agree
2021-09-24, Chief Engineer,,"Former Employee, less than 1 year","Great to Learn , Okies for Work-life balance","1. Amazing Talented people
2. work 2 yrs ahead of market- latest edge cutting technologies
3. Good Career Growth
","1. Hectic support activities.
2. Short deadlines
Be the first to find this review helpful
Helpful
Share
Repor",,3.0,N/A,N/A,N/A
2021-09-24, Senior Software Engineer,Seoul,Current Employee,lots of project,"commercialize the popular mobile devices.
","cannot concentrate the project or programming
Be the first to find this review helpful
Helpful
Share
Repor",,3.0,N/A,N/A,N/A
2021-09-24,Anonymous,Seoul,Current Employee,hard work,"salary is high in Korea
","little time to spend personally
Be the first to find this review helpful
Helpful
Share
Repor",,3.0,N/A,N/A,N/A
2021-09-23, GUI Designer,Seoul,"Current Employee, more than 5 years",Hardworking,"Good environment to work
Restaurant for Employees
","strict hierarchy
stressful culture
intrusion overtime working
1 person found this review helpful
Helpful
Share
Repor",,3.0,Agree,N/A,Agree
2021-09-23, Software Test Engineer,Kraków,Current Employee,Just a work,"Working with newest technologies and cooperate with customer
","Politics, unexpected cut off proejcts
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,Disagree,Neutral,Neutral
2021-09-23, Samsung Experience Consultant,"London, England, England","Current Employee, less than 1 year",Samsung,,"ltant in London, England, England
Recommend
CEO Approval
Business Outlook
Pros
amazing place to work friendly
Cons
Long working hours during peak season
Be the first to find this review helpful
Helpful
Share
Repor",,5.0,N/A,N/A,N/A
2021-09-23, Baseband Hardware Designer,"Shenzhen, Guangdong, Guangdong",Current Employee,Good,"Workload less,easy working ,ot paid
","Salary is less,no progress room
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,N/A,N/A,N/A
2021-09-23, Head of Channel Marketing,"Chertsey, England, England","Current Employee, more than 3 years",Fast paced but great culture,"Great Global Innovative Brand
Fast Paced 
Great Culture
Flexible Working
","Be prepared to change direction daily
Be the first to find this review helpful
Helpful
Share
Repor",,5.0,N/A,N/A,N/A
2021-09-22, Software Development Engineer In Test (SDET),New Delhi,Current Employee,One of the descent company to apply for,"Gud for ece branch ppl
","Work load very much in the company
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,N/A,N/A,N/A
2021-09-22, Vice President,,"Current Employee, more than 5 years",Samsung facing employee retention challenges,"Great Brand and great products
People are mostly very smart, ambitious, hard working, helpful and typically humble
Environment is fast paced (which I like), and with sales growth during CV-19 lockdown bonus rewards have been good
","Executive management change with inadequate communications has resulted in challenges across the org with many lay offs and employees concerned on whats next
HR does not manage strategically, they are just order takers and resulted in chaos
Morale is down with many people now leaving
Advice to Management
CEO and C-Suite needs to better lead and engage teams to drive up morale
They need to value people better vs treat as a commodity if they want to retain
1 person found this review helpful
Helpful
Share
Repor","CEO and C-Suite needs to better lead and engage teams to drive up morale
They need to value people better vs treat as a commodity if they want to retain
1 person found this review helpful
Helpful
Share
Repor",2.0,Disagree,Neutral,Agree
2021-09-22, Product Manager,"New York, NY",Former Employee,Strict working environment,"Expectable, Stable, Result oriented, Pays well
","Not dynamic, Cultural differences, Strict working environment, No room to grow
1 person found this review helpful
Helpful
Share
Repor",,2.0,Disagree,Neutral,Neutral
2021-09-22, Marketing Expert,"Zürich, Zürich",Current Employee,Great,"Salary, culture, company, people, all
","Working hours, otherwise very nice employer
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,N/A,N/A,N/A
2021-09-22, Senior Engineer,Bangalore,"Current Employee, more than 1 year",Good Working Environment with lot of benefits,"* Good food and benefits on Samsung Products
* Skilled team and constant ideation and patenting oppurtunity
* Flexible work timing
","* Appraisal policy and preference to Tier 1 College employees
* Lateral Employees no matter how skilled, are paid less compared to freshers in IIT,NIT with minimum knowledge on domain
Advice to Management
Keep a standard Salary band for different career levels and employees. Stop favoring Tier 1 college employees over skillful lateral joinees
Be the first to find this review helpful
Helpful
Share
Repor","Keep a standard Salary band for different career levels and employees. Stop favoring Tier 1 college employees over skillful lateral joinees
Be the first to find this review helpful
Helpful
Share
Repor",4.0,Agree,N/A,Agree
2021-09-22, Software Engineer,Noida,Current Employee,Good work life balance,"Good work life balance here
","There is no con yet
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,Agree,Agree,Agree
2021-09-22, Purchasing Manager,"Yongin, Kyonggi, Kyonggi","Current Employee, more than 1 year",Above avg pay and work,"provides 3 square meals, covers medical expenses, shuttle buses for commuters are available and a huge incentive bonus once a year up to 50% of your annual salary.
","very conservative. flexibility and creativity is hardly found. 
line stoppage is treated as if your heart stops and thus sometimes work life balance is thrown away and directors rule over you as a king and they can obliterate your work life balance.
Advice to Management
Continue do what you do because people don't change.
Be the first to find this review helpful
Helpful
Share
Repor","Continue do what you do because people don't change.
Be the first to find this review helpful
Helpful
Share
Repor",3.0,Agree,Disagree,Agree
2021-09-22, Project Manager,New Delhi,Current Employee,Best place to work,"Salary and leave policies employee healthcare
","none which comes to my mind
Be the first to find this review helpful
Helpful
Share
Repor",,5.0,Agree,Agree,Agree
2021-09-22, Purchasing Specialist,Cairo,"Former Employee, less than 1 year",It was good i learned alot but the pay is really low compared with other multinationals,"You will gain qlot of experience
","The salary is not good and there is no room to grow
Be the first to find this review helpful
Helpful
Share
Repor",,3.0,Agree,Neutral,Neutral
2021-09-22, Software Engineer,,Current Employee,None,"Very much friendly work environment
","None None None None None
Be the first to find this review helpful
Helpful
Share
Repor",,5.0,N/A,N/A,N/A
2021-09-21, Staff Engineer,,"Current Employee, more than 3 years",A comfortable company to work for,"It is a comfortable company to work for
","Sometimes working hours are long
Be the first to find this review helpful
Helpful
Share
Repor",,5.0,Agree,Disagree,N/A
2021-09-21, Quality Engineer,Jakarta,Current Employee,Too many side jobdesk,"Provided lunch
Monthly feast event
There is a fun room
","Too many side jobdesk, even sometimes leader assign a task from other department
Advice to Management
Make sure to understand what task you assign and to whom it should assigned
Be the first to find this review helpful
Helpful
Share
Repor","Make sure to understand what task you assign and to whom it should assigned
Be the first to find this review helpful
Helpful
Share
Repor",2.0,N/A,N/A,N/A
2021-09-21, Hardware Engineer,Dubai,Current Employee,Good,"Well known company good system
","Low salary than other countries
Advice to Management
Good management system required for this
Be the first to find this review helpful
Helpful
Share
Repor","Good management system required for this
Be the first to find this review helpful
Helpful
Share
Repor",4.0,Agree,Disagree,Neutral
2021-09-21, Assembly Line Worker,,Former Employee,Job as a job,"Good Benefits ; Nice People to work with....
","Poor Management ; Shifty Schedule ; Regular overtime ;
Advice to Management
None
1 person found this review helpful
Helpful
Share
Repor","None
1 person found this review helpful
Helpful
Share
Repor",3.0,N/A,N/A,N/A
2021-09-21, Computer Typing Work,Algiers,Current Employee,"I think it's a great police to work with, it's not stressful and easy","15 Algeria Street, suburb of Mohammedia
","The wage is relatively low
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,Disagree,Agree,Agree
2021-09-21, Technical Support Placement,"Chertsey, England, England","Former Employee, less than 1 year",Placement Programme review,"Great people and company. Love the work ethic. Very good benefits provided such as gym, health care etc. Office is amazing.
","Often feel people are drained and feel obligated to overwork/work beyond hours. This may have been due to covid and the nature of remote working. Sometimes unorgansied with lack of communication between UK and main HQ in Korea.
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,Agree,N/A,Agree
2021-09-21,Anonymous,Ulaanbaatar,"Former Employee, more than 1 year",Highly recommend working there,"The atmosphere was great, the company promoted flexible work hours and less stress
","My co-workers were a bit jealous, because of the fact that i make more than them despite working part-time. But I think you can see it in every single company in Mongolia. I think it is just Mongolians attitude. So get used to it
Advice to Management
Pls make your employees be more disciplined because it is affecting the work relationship
Be the first to find this review helpful
Helpful
Share
Repor","Pls make your employees be more disciplined because it is affecting the work relationship
Be the first to find this review helpful
Helpful
Share
Repor",5.0,Agree,Agree,Disagree
2021-09-21, Accountant,Ho Chi Minh City,Current Employee,Samsung Electronics HCMC CE Complex,"Friendly environment.
Professional - active asmosphere
","Difficulty in promotion, complex process
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,Agree,Agree,Neutral
2021-09-21, Systems Engineer,Seoul,"Current Employee, less than 1 year",Graduate,"Various education and training.
Free meals for breakfast, lunch and dinner
Free commute bus to almost everywhere
","It's too big company so your work can be something you didn't expect
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,N/A,N/A,N/A
2021-09-20, Demand Planner,,Current Employee,great working environment,"it is very nice company with goal oriented mindset.
","there can be much of pressure for the goal though
Be the first to find this review helpful
Helpful
Share
Repor",,5.0,Agree,Neutral,Agree
2021-09-20, Customer Service,,Current Employee,Love it,"Great job great place to work
","Nothing at all love it here
Be the first to find this review helpful
Helpful
Share
Repor",,5.0,N/A,N/A,N/A
2021-09-20, Staff Engineer II,,"Former Employee, more than 5 years",Good spirited company,"Agile sharp and winners mindset
","Big enough that management is hard
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,Agree,Agree,Agree
2021-09-20, Senior Sales Representative,Beirut,"Former Employee, more than 1 year",Overwhelming,"We learned a lot from being independent
","No support from management what so ever
Be the first to find this review helpful
Helpful
Share
Repor",,3.0,Agree,Neutral,Neutral
2021-09-19, Manager,"Brighton, CO","Former Employee, more than 8 years",Great,"Very good benefits millon dollar salary
","Not much best come eva
Be the first to find this review helpful
Helpful
Share
Repor",,5.0,Agree,Agree,Agree
2021-09-19, Software Engineer,"Staines, England, England","Current Employee, more than 1 year",Comfortable Position,"- Great people
- Good work/life balance
","-Slow progression
- Too much internal security
- Outdated software
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,Agree,N/A,Neutral
2021-09-19, Field Testing Engineer,Sydney,"Current Employee, more than 8 years",Job and Salary,"Job is stable, KPI not hard to achieve
","Salary is stable, hard to fight to increase
Be the first to find this review helpful
Helpful
Share
Repor",,1.0,Agree,Neutral,Agree
2021-09-18, Lead Engineer,,"Former Employee, more than 5 years",Review,"Coupans
Cafeteria facilities
Free lunch
For freshers hood opportunities to learn
","Shifting to different departments/ teams is difficult
Hierarchy structure
very often Late stays without any overtime
repetative work nothing new to learn after some time
Advice to Management
Can improve strict hierarchy structure to make office environment more comfortable and friendly for employees
Be the first to find this review helpful
Helpful
Share
Repor","Can improve strict hierarchy structure to make office environment more comfortable and friendly for employees
Be the first to find this review helpful
Helpful
Share
Repor",3.0,N/A,N/A,N/A
2021-09-18, Software Development Engineer I,,Former Employee,Mostly good,"1. WLB is good
2. Office facilities awesome
","1. Learning not much
2. Minimum time requirements per week
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,N/A,N/A,N/A
2021-09-18, Sales Promoter,Singapore,"Current Employee, less than 1 year",Salary,"very good in terms of earning more money
","no work-life balance due to long hours
Be the first to find this review helpful
Helpful
Share
Repor",,3.0,Disagree,Neutral,Neutral
2021-09-18,Anonymous,,"Current Employee, more than 8 years",Good company,"Globa lly recognised com pany
","no co m m e nt
Be the first to find this review helpful
Helpful
Share
Repor",,5.0,N/A,N/A,N/A
2021-09-17, Software Development Engineer,,"Former Employee, more than 3 years",Avoid the Chennai eCommerce branch.,"Too many cons to mention
","High politics at the management level. Below par qualifications. Rewarding themselves with promotions and ridiculous hikes and year-end bonuses. 
 
All employees got frustrated and left the company.

No diversity. No work-life balance. Nothing. 

Business model: Hire cheap university graduates and thrust with the illogical mundane workload.
Be the first to find this review helpful
Helpful
Share
Repor",,1.0,N/A,Disagree,N/A
2021-09-17, HR,Karāchi,"Former Employee, more than 3 years","As HR executive, Perform different department functions, HR,Security,Safety, HSC, IR, Procruement Manually","Our General manager is our Best boss here, but he Left the company,
","I am alone in the core all functions,no assistant, no HR Head, reported to CFO,GM,owner
Advice to Management
I am honest,trustworthy, Integrity person, the Management always happy to do my work, work under pressure r
Be the first to find this review helpful
Helpful
Share
Repor","I am honest,trustworthy, Integrity person, the Management always happy to do my work, work under pressure r
Be the first to find this review helpful
Helpful
Share
Repor",5.0,Agree,Agree,Neutral
2021-09-17, Security Officer,"Jaipur, Rajasthan, Rajasthan",Current Employee,.,"Very good place to work
","Nothing is here to mention
Be the first to find this review helpful
Helpful
Share
Repor",,5.0,Agree,N/A,Agree
2021-09-17, IT Technician,,Former Employee,Sad,"It's an ok salary day to day work
","It's not what it used to be
Be the first to find this review helpful
Helpful
Share
Repor",,2.0,N/A,N/A,N/A
2021-09-17, Mechatronics Engineer,,"Current Employee, more than 1 year",good,"the environment is the best helpfull
","urgent, energy, stressful, good, fast.
Advice to Management
to try your best
Be the first to find this review helpful
Helpful
Share
Repor","to try your best
Be the first to find this review helpful
Helpful
Share
Repor",5.0,Agree,Agree,Agree
2021-09-17, Executive,"Gurgaon, Haryana, Haryana","Current Employee, more than 1 year",Extended warranty,"Working environment is great , staff behavior good
","Work pressure is high ,
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,N/A,N/A,N/A
2021-09-17, Marketing,,"Former Employee, more than 1 year",Long work hours,"Good compensation based on ability
","Too long hours and it dragged tiring
Be the first to find this review helpful
Helpful
Share
Repor",,2.0,Agree,Agree,Agree
2021-09-17,Anonymous,,"Current Employee, more than 1 year",ok,"remote job, good boss's attitude
","quite small salary but enough to work
Be the first to find this review helpful
Helpful
Share
Repor",,3.0,N/A,N/A,N/A
2021-09-16, Sales Manager,,"Current Employee, more than 3 years",Samsung company workplace review,"Great innovation
Good team spirit
Aspire for perfection
","Bad workplace environment
Dichotomy of employees treatments and compensation between Koreans and others
Too many management layers
Advice to Management
Simplify and clean the workplace environment and provide support and trust to enthusiastic people even if they're non Koreans
Be the first to find this review helpful
Helpful
Share
Repor","Simplify and clean the workplace environment and provide support and trust to enthusiastic people even if they're non Koreans
Be the first to find this review helpful
Helpful
Share
Repor",2.0,N/A,N/A,N/A
2021-09-16, Integration Engineer,Kraków,Current Employee,Only one thing is know it is change,"Fine people, fine projects there is a lot of stuff to learn and do
","There are no cons ;)
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,Agree,Neutral,Neutral
2021-09-16, Senior Engineer,Bangalore,"Former Employee, more than 3 years",good company,"goood environment and working environment
","bad politics which is not good
Be the first to find this review helpful
Helpful
Share
Repor",,3.0,N/A,N/A,N/A
2021-09-16, Technical Specialist,,Former Employee,Great,"It was a great work environment
","There are too many departments
Advice to Management
Maybe they should look at increasing diversity
Be the first to find this review helpful
Helpful
Share
Repor","Maybe they should look at increasing diversity
Be the first to find this review helpful
Helpful
Share
Repor",5.0,Agree,Agree,Agree
2021-09-16, Electrical Engineer,"Lakeland, FL",Current Employee,Electrical Engineering,"Good regarding salary and puntuality
","Have a short time job
Advice to Management
Increase the time for job
Be the first to find this review helpful
Helpful
Share
Repor","Increase the time for job
Be the first to find this review helpful
Helpful
Share
Repor",4.0,Agree,Neutral,Neutral
2021-09-16, Category Manager,"Toronto, ON",Current Employee,Good,"Amazing benefits and compensation
Opportunity to work in an fast paced environment
","To much work pressure , no focus on work life balance
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,Agree,Agree,Agree
2021-09-16, Software Engineer,,"Current Employee, more than 1 year",REview,"Good Work-Life Balance. No need to do work after coming out of office.
","Almost zero skills developed. Work involves identifying whether it is your team's or not.
Be the first to find this review helpful
Helpful
Share
Repor",,2.0,Disagree,N/A,N/A
2021-09-16, Machine Learning Engineer,"Staines, England, England","Current Employee, more than 1 year",Great place to work with plenty of opportunity,"Possibility of applied work with chance of commercialisation on devices
Also encouraged to publish in academic journals
Projects range in timescale a lot, so possibilty to work on different things
Research proposals for new ideas accepted biannually
Flexible homeworking
","Research proposals have low success rate, understandably
Office is far, but there is homeworking
Sometimes difficult to navigate the large Samsung universe to obtain information about other teams related to you
Be the first to find this review helpful
Helpful
Share
Repor",,5.0,Agree,Agree,N/A
2021-09-16, Product Manager,Bangalore,Current Employee,Best,"Good work life balance. Best projects
","No cons as I can think of
Be the first to find this review helpful
Helpful
Share
Repor",,5.0,N/A,N/A,N/A
2021-09-16, IT Technician,Seoul,"Former Employee, more than 1 year",reasonable,"you can be proud of a member of the company that leads smart phone industry
","they will take off from you as much as they pay you
Be the first to find this review helpful
Helpful
Share
Repor",,5.0,Agree,Disagree,Agree
2021-09-16, Key Account Manager,Bangkok,Current Employee,f,"good job overall good job
","work hard veryv very much goodgood
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,N/A,N/A,N/A
2021-09-16, Senior Technical Support Engineer,,"Current Employee, more than 5 years",Great space,"Innovation , technology & IoT
","New work programs may be challenging with old methods still mandated
Be the first to find this review helpful
Helpful
Share
Repor",,5.0,Agree,Neutral,Agree
2021-09-16, Product Manager,Seoul,"Former Employee, more than 5 years",Great place to work,"Good Collaboration
Great Work-life balance
Okay Salary
","Sometimes the product direction is very political
Be the first to find this review helpful
Helpful
Share
Repor",,3.0,Disagree,Disagree,Agree
2021-09-15, Software Engineer,Bangalore,"Current Employee, more than 1 year",Monotonous,"None in specific for pros
","too much monotonous and support work
Be the first to find this review helpful
Helpful
Share
Repor",,3.0,Disagree,Neutral,Agree
2021-09-15, Professional,,Current Employee,Flexible environment,"Flexible environment: can choose what time to start working
","Crowded when people are going back home
Be the first to find this review helpful
Helpful
Share
Repor",,5.0,N/A,N/A,N/A
2021-09-15, Senior Executive Assistant,"Ridgewood, NJ","Former Employee, more than 1 year",Fast Paced,"My managers were supportive and made me feel like I worked with them vs for them which helped morale and productivity.
","The environment would like you to work 24/7 and not have any personal issues because no one cared, they just wanted results. 
not much room for growth
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,Agree,Agree,N/A
2021-09-15, Senior Engagement Manager,Seoul,"Former Employee, more than 1 year",Diverse and interesting experience,"International team
Diverse projects
Very capable and smart colleagues
","Difficult sometimes to relate to Samsung culture
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,Agree,Agree,Agree
2021-09-15,Anonymous,,"Current Employee, more than 1 year",Avg,"Good food. Workload is limited
","Bad management. Focusing more on tests
Be the first to find this review helpful
Helpful
Share
Repor",,3.0,N/A,N/A,N/A
2021-09-15, Research Associate,Seoul,"Current Employee, more than 5 years",Good but not perfect,"Experience with good people, free cafeteria
","bad boss, strict culture, risk aversion culture
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,Agree,Neutral,Agree
2021-09-14, Field Sales Representative,"Los Angeles, CA","Former Employee, more than 1 year",Good company,"Benefits and more benefits and benefits
","Doing a job mostly for the benefits
Advice to Management
Stick to marketing people and reject retail task managers
Be the first to find this review helpful
Helpful
Share
Repor","Stick to marketing people and reject retail task managers
Be the first to find this review helpful
Helpful
Share
Repor",4.0,N/A,Agree,N/A
2021-09-14, Customer Service Representative,,"Former Employee, less than 1 year",Eh,"Full time benefits overtime ok pay lord of calls
","Drama worked on weekends was ok
Advice to Management
More nice more patient less ghetto
Be the first to find this review helpful
Helpful
Share
Repor","More nice more patient less ghetto
Be the first to find this review helpful
Helpful
Share
Repor",2.0,Disagree,Disagree,Disagree
2021-09-14, Senior Designer,"London, England, England","Current Employee, more than 5 years",Great place,"Great place for work and learn
","Korean culture and inefficient process
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,Agree,Agree,Agree
2021-09-14, Technical Product Manager,Chennai,Current Employee,Legacy company with start-up culture in e-commerce world,"- Latest technology
- Massive learning experience
- Motivated and talented team
","- Work life balance
- Micro management, if you happen to have South Korean manager
Be the first to find this review helpful
Helpful
Share
Repor",,5.0,Agree,Agree,Agree
2021-09-14, Software Engineer,,"Current Employee, less than 1 year",Good,"Very good company for work study and ẹnoy
","Nothing is cons. Eveery thing is good
Be the first to find this review helpful
Helpful
Share
Repor",,5.0,Agree,Agree,Agree
2021-09-14,Anonymous,,"Current Employee, more than 1 year",Ok,"Good place to work for progress
","No cons that I can remember
Be the first to find this review helpful
Helpful
Share
Repor",,5.0,N/A,N/A,N/A
