date,employee_title,location,employee_status,review_title,pros,cons,advice_to_mgmt,rating_overall,recommends,positive_outlook,approves_of_CEO
2020-09-16, Retail Operations Manager,Mumbai,"Current Employee, more than 1 year",Na,"Employee benefits are at par
","Processes are not very organized
Be the first to find this review helpful
Helpful
Share
Repor",,3.0,N/A,N/A,N/A
2020-09-13, Project Manager,Bangalore,Current Employee,Great firm. Employee first.,"Perks. Work culture. Employee friendly policies. New and evolving firm.
","Company roots. Not a lot of control over things.
",,5.0,N/A,N/A,N/A
2020-09-11, Software Engineer,"Beijing, Beijing, Beijing",Former Employee,"Little bonus, a lot of overtime","Little bonus, a lot of overtime
","natural language processing and data mining
Be the first to find this review helpful
Helpful
Share
Repor",,3.0,N/A,N/A,N/A
2020-09-11,Anonymous,"Beijing, Beijing, Beijing","Former Employee, more than 3 years",place for you to train but not for long time,"flat management and place for learning things, especially various products development
","no strict rules to follow and scale for promotion. the employee doesn't know what the goal is
",,1.0,Disagree,N/A,Neutral
2020-09-04, Senior Software Engineer,,"Current Employee, more than 5 years",Best company for the professonals,"Friendly environment, Good staff, Feasibility to learn new things
","Nothing to say all good except the cafeteria
",,5.0,Agree,N/A,N/A
2020-09-02, Personal Assistant,,Current Employee,Review,"Lots of young people working
","High work pressure and overtime
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,Agree,N/A,N/A
2020-08-30, Scrum Master/Agile Coach,"Shanghai, Shanghai, Shanghai",Current Employee,Good company,"This is a very creative company
","It is always busy during
Be the first to find this review helpful
Helpful
Share
Repor",,5.0,Disagree,N/A,Agree
2020-08-23, Sales Manager,New Delhi,"Former Employee, more than 3 years",Worst company,"Nothing is good in the organisation.
","Pathetic work culture. No growth.
Be the first to find this review helpful
Helpful
Share
Repor",,2.0,Disagree,N/A,Disagree
2020-08-17, Data Analyst,Bangalore,"Current Employee, more than 1 year",Good for Sales and Sales planning profile,"good facilites exposure to top heads of the company R&R
","HR department is not good no scope for data analytics
",,4.0,Agree,N/A,Agree
2020-08-16, Warehouse Manager,"Gurgaon, Haryana, Haryana","Current Employee, more than 5 years",Xiaomi - Warehouse Manager,"I believe it a good place of the work, good team support.
","Not at all feel till now
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,Agree,N/A,Agree
2020-08-16,Anonymous,Cairo,"Current Employee, more than 3 years",Very good company,"Comfortable vibes and helpful people
","Maybe hard work all the time
Be the first to find this review helpful
Helpful
Share
Repor",,5.0,Agree,N/A,Agree
2020-08-11, Sales Executive,"Indore, WV","Former Employee, less than 1 year",Good company to work with,"Top management is good. Salary on time.
","No.only the cons i found was standing whole day if you are at store which is ok but .no proper breaks gap given by the manager.he himself go for break for long time .
",,3.0,N/A,N/A,Neutral
2020-07-23, Assistant Operations Manager,Istanbul,"Current Employee, less than 1 year",recommended . You can learn a lot,"management need to be improved
","rapid growth potential in the industry
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,Agree,N/A,Agree
2020-07-09,Anonymous,Bangalore,"Former Employee, more than 1 year",Good Exposure,"Working culture is good. Friendly environment.
","Too much freedom sometimes is dangerous.
",,4.0,Agree,N/A,Agree
2020-06-26, QA/Analyst/Planning Specialist,Bangalore,"Former Employee, more than 1 year",Worst,"Free Food and Cab service
","1. Full of politics. 2. You don't get paid for performance output, rather you get paid mostly on how much of buttering you do with your management and manager. 3. Talent is given the least importance, all that you have to do at office is go and give some gossip stories to your manager and flatter him pthat's it. 4. This company may stand good only for freshers and not experienced people, please don't join.. you will regret. 5. Now talking about the so called HR team, they have no proper policies, processes in place. They make you dance to their tunes. All the good one's have left until most recently, there was one hrbp who was really good and knowledgeable but unfortunately again that hrbp left quiet recently not sure for what reason. So they can never value good resources. 6.The remaining folks in hr subordinates have bare minimum knowledge about anything. The HR Managers are again busy with management, trying to impress them and not bring in any real processes 7. Very poor/pathetic hr processes.
",,1.0,Disagree,N/A,Disagree
2020-06-24, Sales Manager,"Reading, England, England","Former Employee, more than 1 year",Worst company ever,"No positives for xiaomi. The senior manager needs to learn more about sales and people
","Terrible management, anti-non Chinese, no listening to employees.
",,1.0,Disagree,N/A,Disagree
2020-06-24, Community Manager,Moscow,"Former Employee, more than 1 year",Community Manager,"A start-up environment. Big opportunities to try yourself in different areas. Ambitious goals of the company. Many interesting challenges.
","Corporate culture is sometimes weird. It is now more a Chinese company than a global one.
",,4.0,Agree,N/A,Agree
2020-06-18, Sales Manager,"London, England, England","Former Employee, more than 1 year",Great!,"Culture, people, products, systems, technology
","None that are relevant really
Be the first to find this review helpful
Helpful
Share
Repor",,5.0,N/A,N/A,N/A
2020-06-13, Senior Finance Manager,Amsterdam,"Current Employee, less than 1 year",fast moving environment,"lots of opportunities; a dynamic environment
","not that organized lack of long term planning
",,4.0,Agree,N/A,Agree
2020-05-28, Business Analyst,Bangalore,"Former Employee, more than 1 year",Former Business Analyst at Xiaomi India,"Quite a good number of knowledgeable people.
","HR department is pathetic except for a few HRs. Resigned because of low salary, but the HR forcefully changed the reason of the resignation to some random stuff. Few HRs are detectives and they question you about the places you visit after office hours in 1 to 1 meetings.
",,1.0,Agree,N/A,Neutral
2020-05-26, Business Analyst,Bangalore,"Current Employee, more than 1 year",Great work place,"Young leaders to work with. Great learning
","No work from home options
Be the first to find this review helpful
Helpful
Share
Repor",,5.0,Agree,N/A,Agree
2020-04-26, City General Manager,Mumbai,"Former Employee, more than 1 year",Xiaomi being the leading smartphone selling brand in the country offers fast track growth to the career,"Peer Learning &Fast track growth
","-Process need to be defined
1 person found this review helpful
Helpful
Share
Repor",,5.0,Agree,N/A,Agree
2020-04-23,Anonymous,,Former Employee,Good environment,"Good environment, new office and pretty decent canteen.
","The office is a bit too far
Be the first to find this review helpful
Helpful
Share
Repor",,5.0,N/A,N/A,N/A
2020-04-22,Anonymous,,"Current Employee, more than 1 year",Manages the uphill task of combining the worst of startup culture and rigid corporate policies,"You have perks like food and travel Some people genuinely fun and more importantly good at what they do so you have a lot to learn
","Xiaomi is truly the most atrociously inconsiderate place I have ever worked in. Now just to be fair its dependent on the team you work in and of course it helps if you joined the company a million years ago. About those people who joined a million years ago, they refuse to embrace any change or suggestions and are completely comfortable in their elevated thrones to do anything different. If you do join, note that they will flout their name and hence justify not paying you enough. Say goodbye to having a personal life because you have to be at the beck and call of your overlords. Everything and I mean everything is in Chinese control and the illusion of you doing work that actually matters is ridiculous. You can work harder than any given person and your hopes of being rewarded will be promptly squashed owing to stupid HR policies, an undeveloped and I mean undeveloped not underdeveloped rating system and the cherry on top office politics.
",,2.0,Disagree,N/A,N/A
2020-03-22, Global Mobility Manager,"Beijing, Beijing, Beijing","Former Employee, more than 1 year",Overtime,"Chance to work in oversea countries
","Flat organization structure, hard for promotion
Be the first to find this review helpful
Helpful
Share
Repor",,3.0,Disagree,N/A,Agree
2020-03-20, Assistant Manager,Bangalore,"Current Employee, less than 1 year","Great Place to Work, Indeed!","1) Employee Benefits 2) Work Environment 3) Work-Life Balance 4) Excellent place to learn
","Poor HR management with unstructured working tangents.
",,4.0,Agree,N/A,Agree
2020-03-09, Business Development,"Beijing, Beijing, Beijing","Former Employee, more than 3 years",competitive working environment,"Good for young people looking to grow quickly and scale themselves
","chaos internally constantly re org low pay
",,3.0,N/A,N/A,N/A
2020-03-07, Front End Developer,"Beijing, Beijing, Beijing","Former Employee, less than 1 year",front end developer,"easy comfortable good bureaucrat not busy
","there is no challenge any more
",,4.0,Disagree,N/A,Neutral
2020-03-01, Senior Manager,"Chengdu, Sichuan, Sichuan",Former Employee,job,"excel movie photos travel sport
","not sure the means of this
Be the first to find this review helpful
Helpful
Share
Repor",,5.0,Agree,N/A,Agree
2020-02-28, Senior Training Specialist,Bangalore,"Current Employee, more than 3 years","Training Vendor/Team Mngmt, Content Development, Technical and Comms Training delivery. Apple Certified T3 Instructor","No. 1 mobile Company, TV Company, Smart wearable company
","Work location is the one thing that I had as a complaint
",,4.0,Agree,N/A,Neutral
2020-02-26, State Program Manager,,"Current Employee, more than 1 year",Great Learning,"lot of learning Independence of working
","Less organised in terms of working Too dynamic
",,5.0,Agree,N/A,Agree
2020-02-24, Software Engineer,,Former Employee,A good company to work,"free and technical environment, growing fast
","There is no delicious food around
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,N/A,N/A,N/A
2020-02-23, Finance Manager,Bangalore,"Current Employee, more than 1 year",Review,"good work culture, good exposure to learn
","low pay scales, powers confines on the early joinees irrespective of low experience and weak skill sets
",,4.0,Disagree,N/A,Agree
2020-01-17, Human Resources,Bellandur,"Current Employee, less than 1 year",Pros and Cons,and ,"17 Jan 2020 - Human Resources in Bellandur
Recommend
CEO Approval
Business Outlook
Pros
Positive and healthy work life balance.
Cons
Working culture is good and healthy.
",,5.0,Agree,N/A,Agree
2020-01-14,Anonymous,Bangalore,"Current Employee, more than 3 years",Worst company to work with,"No pros at all. Worst HR, worst HR Management
","They hire you and then they forget that you are a part of their company. Biased behaviour of top management.
",,1.0,Disagree,N/A,Disagree
2020-01-13, Conflcits Atty,,Former Employee,Okay,"Food is great, Beautiful office, Transportation available for employees
","No WFH, non-flexible timing (9-6 pm)
",,3.0,Agree,N/A,Neutral
2019-12-26, Event Manager,"Beijing, Beijing, Beijing","Former Employee, less than 1 year",Event Manager,"Young, active and international. The phenomena is good.
","Low efficiency on communication, and not outcome driven, and the salary is not ideal.
",,3.0,Disagree,N/A,N/A
2019-12-10, Camera Department,"Beijing, Beijing, Beijing","Current Employee, less than 1 year",Xiaomi China HQ(was working for) & Xiaomi Bengalore have hell heven difference,"*nice bonus *Company benefits *Nice environmnet in office
","*overtime without extra payment *can't take long leaves *inequal treatment for chinese & foreigners
",,2.0,Disagree,N/A,Agree
2019-12-09, Software Engineer Senior,"Beijing, Beijing, Beijing","Current Employee, more than 1 year","heavy culture of overwork, totally not automatous","learned a lot about guessing the mind of boss
","low salary heavy office politics leader decide everything
",,1.0,Disagree,N/A,Disagree
2019-12-04,Anonymous,,Current Employee,Software Enginner,"West work culture and felxible timing
","Learning is less and no more cons
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,N/A,N/A,N/A
2019-11-26, Visualiser,Dhaka,"Former Employee, less than 1 year",Visualizer,"1. Fun 2. Great peers 3. Open office 4. Good salary 5. Works on your cv
","1. Extremely long office hours 2. Not flexible office hours 3. Does not cater to creative people 4. Uncountable revisions (more than 50 times often) 5. Inexperienced supervisor
",,2.0,Disagree,Agree,Agree
2019-11-21,Anonymous,,Current Employee,Nice,"Young and active company, with talented colleagues
","Products face severe competitions and not sure of the future
",,5.0,Agree,N/A,Agree
2019-11-15,Anonymous,,Former Employee,Good Experience,"- Not too strict work culture - Lots of facilities & employee friendly policies - Good culture
","- Growth opportunities in terms of money and position is feeble
",,4.0,Agree,N/A,Agree
2019-11-10,Anonymous,Bangalore,"Former Employee, less than 1 year",Disappointing experience!,"- Strong focus on sales and revenue growth without compromising on customer experience - A good understanding of what the customer wants and there is a lot of emphasis on customer feedback and engagement with the customer community at large. - If you are part of the core team or one down to the core team, it will be a great experience working with them - Great products
","- Needs to stop being like a start up given that it is growing at a rapid rate and also should now be able to get out of HQ control with it's individual identity given that it has consistently grown well for 2 years - While commitment levels of the core team are very high, this doesn't really translate down the value chain & does not reflect across all levels (can be seen only in some teams like Sales or Mi Homes) - There has to be more focus on employee development, especially on those who are not part of the core team. Look beyond your favourites! - Employee retention does not happen through structured regular connects . It is very ad hoc, mostly through managers who are individually brilliant but not as a methodical approach which can reach larger number of employees. The HR team has zero contributions to employee retention - Their India salaries need to match the market, the hikes are very poor - Their HR team is one of the worst I've seen. They have no clue how to hire and on board employees and once hired, they do not know how to manage employees at all - Employees have a terrible experience interacting with the HR team and I am frankly surprised how the CEO and COO have let this continue knowing fully well how incompetent the HR team is - Exiting employees are treated the worst, forced to serve notices without any empathy for personal exigencies, sometimes even threatened with legal action just for asking to reduce the notice and exit early even by adjusting/ foregoing salary. Very distrustful of it's exiting employees - No flexibility in work timings and no work from home policy - Very few leaders with a spine who can stand up to HQ China to get things done as per Indian market for employees
",,2.0,Disagree,N/A,N/A
2019-11-05, Compliance Engineer,Bangalore,"Current Employee, more than 1 year",Xiaomi India is a great organization to work with.,"Employee friendly policies, nice work environment
","As a young company the systems and processes here is in development stage. So need to adjust accordingly
",,4.0,Agree,Agree,Agree
2019-11-04, Sales and Marketing,"Reading, England, England","Former Employee, more than 1 year",Absolutely Disgusting!,"None. Unless you're a graduate or a Chinese, stay away and don't waste your time. If you have a family and you're not looking for a short term experience where you'll lose money and mental health, don't even think about Xiaomi. The current staff turnover rate in the UK is 100% and in Europe overall is probably 70%.
","- In the UK you're not hired by Xiaomi but you're hired by an umbrella company called Roevin which uses a payroll company to pay you, ICS. This structure generates a lot of confusion and makes any complaint you have impossible to be heard; - Your salary, way below average, won't be paid in full because Xiaomi divide it in 14 months (Chinese way) but they won't pay you the last 2 months as they're based on performance/permanence and they never ever make it result as a success, even if your KPIs are 200% overachieved. After all, at Xiaomi, saving money from the workforce is HR main KPI; - Because of the previous points, what your contract says is absolutely irrelevant - including place of work, responsibilities etc; - They relocate offices in the UK with a few weeks notice to accommodate HR comforts and needs. They don't offer the chance to negotiate compensation for transport costs to employees and these will be sacrificed from your current salary; - You pay taxes on your expenses due to the fact that under Roevin you're effectively a contractor. Xiaomi and Roevin invite you to lie about SDC (supervision, direction and control) in order to get your taxes back; - There's no budget for you to work on. Actually, the company has huge debts with all the main distributor and is facing formal notices because not willing to pay millions. The UK market goal was to get to 10% market share in the first year, however, the marketing investment made by Xiaomi to achieve that was £27K - equal to what competitors would spend in one day for team lunch; - You won't have a line manager or any leadership. If you get one he/she will be a graduate or an intern sent from Xiaomi HQ as they don't trust non-Chinese/locals; - Be ready for a high level of discrimination if you're not Chinese. Also, you can't progress in your career if you're not Chinese and even if your colleagues push you for that and offer roles in other teams/markets etc, your career progressions will be blocked by the local HR team in order to keep their staff turnover rate low and avoiding finding replacements. HR tends to use defamation against you for this purpose; - The HR department is notoriously the worst in the whole industry. In Europe, the HR team is exclusively made of Chinese people who most of the time don't speak/understand English and their only responsibility is to report to senior management about local employees, effectively having a decision making role with absolutely no understanding of marketing, sales etc. Obviously they try to save as much money a possible from employees, meaning that they'll never ever pay you in full, no matter what your contract says. Be aware they use defamation a lot for these purposes as well; - The management threatens employees to be fired in WeChat public groups every single day in order to boost performances. This is accepted internally as considered ""a way to motivate and inspire people"". Yes, it's disgusting just like the rest of this company.
",,1.0,Disagree,N/A,Disagree
2019-11-02, Store Manager,"Gurgaon, Haryana, Haryana","Current Employee, more than 1 year",Very good,"My time & my working full time
","Yes downside i am Engineer
",,5.0,Agree,N/A,Agree
2019-10-15, ASM,Bangalore Rural,"Current Employee, more than 1 year",Super,"Salary is good in this company
","Team management is bad in this company
",,5.0,Agree,N/A,Agree
2019-10-10, Marketing Associate,Bangalore,"Former Employee, more than 1 year",Best among other Chinese/Japanese/Korean technology companies,"-Good work culture -Lots of opportunity to try different things -Free food -Good work-life balance
","Work may become monotonous after a while
",,4.0,Agree,N/A,Agree
2019-10-08, Product Manager,"Beijing, Beijing, Beijing","Former Employee, more than 3 years","Normal company, great people","you can meet nice people here
","income grows very slow compared with other internet companies
",,4.0,Agree,N/A,Neutral
2019-09-30, Manager,,Former Employee,"Good for fresh people to work here, but not for experienced employees","It is definitely a company with a lot of growing opportunities to sharpen your skills if you do not mind the chaos culture.
","1. company culture is very communism, feel like joining a army instead of a company. 2. no working and life balance 3. no respect, somehow you have to work overtime very often. 4. no structure, chaos almost everyday.... 5. Not a global open-mined working environment
",,1.0,Disagree,N/A,Neutral
2019-09-18, Marketing Project Manager,Bangalore,"Former Employee, more than 1 year",Worst company and job,"The company vision, innovation for everyone
","The HR is really bad in xiaomi india. Not proffessional, they do whatever they can do get your money back even it's in your contract.
",,1.0,Disagree,N/A,Disagree
2019-09-18, Project Manager,"Beijing, Beijing, Beijing","Current Employee, more than 5 years",Taking about some working environment,"Good employee relationship and flexible working time
","The salary is really low
Be the first to find this review helpful
Helpful
Share
Repor",,3.0,Disagree,N/A,Disagree
2019-09-06, Customer Care Executive,Bangalore,"Current Employee, more than 1 year",customer care executive in L2 department,"I am very much interested to work in mobile sector,work environment is good
","growth is not there
",,5.0,Agree,N/A,Disagree
2019-08-28,Anonymous,,Former Employee,Senior visual designer,"Free lunch Team mates are good
","Poor Hr staffs Hrs are not worthy.. they dont have any knowledge. They change their policy in every week.
",,3.0,N/A,N/A,N/A
2019-08-26,Anonymous,Bangalore,"Former Employee, less than 1 year",Promotes slave culture,"Can't think of any at the moment.
","- Slave culture prevails all across the organisation - You don't have to use your brains to work here; you are just puppets in the hands of the Chinese expats - Strict log-in and log-out system - No work from home at all - Leave policies are super strict - Higher management from China is rude; treats Indian employees as slaves - No work-life balance at all - HR team doesn't inform of the rule and policies in advance
",,1.0,Disagree,N/A,Disagree
2019-08-24, Customer Support,Bangalore,"Former Employee, less than 1 year",xiaomi is no brand in inda,"good working environment. awesome asm.
","pathetic manager team leader and manager
Be the first to find this review helpful
Helpful
Share
Repor",,5.0,Disagree,N/A,Disagree
2019-08-19,Anonymous,,Current Employee,social media specialist,"good office, space, and colleagues
","nothing to share as of now
Be the first to find this review helpful
Helpful
Share
Repor",,5.0,Agree,N/A,Agree
2019-08-01, Planning Specialist,Bangalore,"Current Employee, less than 1 year",Best Place to Work,"Excellent Working Atmosphere Supportive People
","i have not found any downsides yet
Be the first to find this review helpful
Helpful
Share
Repor",,5.0,N/A,N/A,N/A
2019-07-27, Software Developer,,Current Employee,Experience,"sort of growing business people are diligent
","sometimes things can be unprofessional poor environment
",,3.0,N/A,N/A,N/A
2019-07-24,Anonymous,Bangalore,"Current Employee, more than 3 years",Feedback,"Work/life balance is heavily promoted on my team Allow flexible work environment
","Long working hours Salary is bit low compare to others
",,5.0,Agree,N/A,N/A
2019-07-22, Software Developer,,"Former Employee, more than 1 year",Good place to work,"Good environment for learning. And it's easy to transfer among different teams.
","The location and working environment are not ideal.
",,3.0,Agree,N/A,Agree
2019-07-02, Data Engineer,"Beijing, Beijing, Beijing","Current Employee, less than 1 year","good company, recommend to my friends","nice colleagues, and can learn new skills
","the benefit is not enough
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,Agree,N/A,N/A
2019-06-28, Digital Communications Manager,Moscow,"Former Employee, more than 1 year",Great working experience,"- Great, ambitious and interesting challenges; - Multicultural and Chinese environment; - You can practice your English or Chinese; - Modern and reasonable approach to Digital Marketing; - Great team; - Short working experience in China in HQ; - Really friendly atmosphere; - I was lucky to work with a marketing manager who was really ready to use new and sometimes risky approach to get the results; - Company really cares about its customers and products.
","- General Managers are changed too often so it makes things more complicated from strategic point of view; - Not all Chinese colleagues are open minded enough to manage global or multicultural campaigns and projects, they try do things Chinese way like they do for Chinese consumers; - Some decisions need to much time to be approved by Chinese management; - Local teams doesn't have enough understanding of HQ strategy, so it makes building of the local market strategy practically impossible; - It is difficult to drag in partners and agencies to do bigger projects without understanding how long the partnership is going to last.
",,4.0,Agree,N/A,Agree
2019-06-24,Anonymous,Bangalore,"Former Employee, more than 3 years",Good,"A lot of learning and incredible opportunities to learn and embrace your presence every single day!
","There is nothing much of cons!
",,5.0,Agree,N/A,Agree
2019-06-21, Managing Director,,Former Employee,Nothing really to complain,"I was not part of the xiaomi group but affliate
","the company core business is facing challenges
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,N/A,N/A,N/A
2019-06-14, Sales,Bangalore,"Former Employee, more than 3 years",Experience at xiaomi,"Good work experience during growth phase Easy to become lead of any dept (without a team or increase in salary)
","Low salary, company doesn't believe in giving hike and tries to poach candidates who are working in lesser known brand and at lower salary. Hr dept is painfully slow. None of the hr's are helpful. They work like government officers in a startup. Strategy of the company changes overnight
",,3.0,Disagree,N/A,Disagree
2019-06-04, Software Engineer,Bangalore,"Current Employee, more than 1 year","Low pay , No scope of technical learning and more Pressure","free food, transport, free 1k voucher,
","Company growing more than 100% and people are growing less than 1%. low CTC and Variable pay. You will get in hand what you previously getting.
",,1.0,Disagree,N/A,Agree
2019-05-29, Processing Associate,Kudlu Gate Hosur Road,"Former Employee, more than 1 year","Only the company grows, employees just come and go","Friendly work environment. Lot of things to Learn. Scope into different positions than your current role.
","Talent is just used but never rewarded or respected
",,3.0,Agree,Agree,Agree
2019-05-26, Marketing Communications Manager,"Beijing, Beijing, Beijing","Former Employee, more than 1 year",Energetic startup vibe but messy internally. Still a Chinese company at its core.,"Lots to learn, very young atmosphere. Things move fast and you are expected to adapt.
","Can be quite messy with processes. I hope you can speak Chinese if not you will be at great disadvantage.
",,4.0,Agree,N/A,Neutral
2019-05-24, Senior Software Engineer,Bangalore,"Current Employee, less than 1 year",Software Engineer,"Good company to work for
","So far didn't notice anything.
",,3.0,N/A,N/A,N/A
2019-05-22, Project Manager,"Beijing, Beijing, Beijing","Current Employee, more than 1 year",Young and active Company,"Good colleagues, good team environment
","Salary is not quite competitive
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,Agree,N/A,N/A
