date,employee_title,location,employee_status,review_title,pros,cons,advice_to_mgmt,rating_overall,recommends,positive_outlook,approves_of_CEO
2017-08-30, Software Engineer,Bangalore,"Former Employee, less than 1 year",Japanese culture in India,"Great work-life balance. 
Opportunities to go abroad. 
Brand matters.
","Organisational restructuring affects employees work.
Learning curve gets stifle after a time.
Advice to Management
Keep up the good work!
Be the first to find this review helpful
Helpful
Share
Repor","Keep up the good work!
Be the first to find this review helpful
Helpful
Share
Repor",3.0,N/A,Neutral,Neutral
2017-08-30, Technical Support Engineer,New Delhi,"Former Employee, more than 1 year",Technical Support,"Good Working Environment.
Supportive Management.
Free Meals.
Only day shifts.
Early leave sanction.
","Nothing negative. Overall a good organization to work for.
Advice to Management
They are too supportive :)
Be the first to find this review helpful
Helpful
Share
Repor","They are too supportive :)
Be the first to find this review helpful
Helpful
Share
Repor",3.0,Agree,Neutral,Neutral
2017-08-29,Anonymous,,Current Employee,Engineer,"There are lots of opportunities to work various fields.
","Middle managers tend to have no visions.
Advice to Management
It is essential to show great visions to team members for building great times.
Be the first to find this review helpful
Helpful
Share
Repor","It is essential to show great visions to team members for building great times.
Be the first to find this review helpful
Helpful
Share
Repor",4.0,Agree,Neutral,Neutral
2017-08-29, Product Marketing Manager,"London, England, England","Former Employee, more than 10 years",Marketing Manager,"Exceptionally driven company, great people and teams working together with real purpose and collaboration
","Tough business conditions mean its a highly competitive and fluctuating environment
Advice to Management
Never stop believing that you are SONY
Be the first to find this review helpful
Helpful
Share
Repor","Never stop believing that you are SONY
Be the first to find this review helpful
Helpful
Share
Repor",5.0,Agree,Agree,Agree
2017-08-25,,,Former Employee,Great Culture,"Enjoyable work that was fulfilling
","Projects not getting enough resources
Advice to Management
More resources to projects
Be the first to find this review helpful
Helpful
Share
Repor","More resources to projects
Be the first to find this review helpful
Helpful
Share
Repor",5.0,N/A,N/A,N/A
2017-08-24, Technical Engineer,South,"Current Employee, more than 1 year",Sony India,"Provide a great environment to work
","Management at work place is not that good
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,Agree,Neutral,Agree
2017-08-22, Marketing,"Guildford, England, England","Current Employee, more than 3 years",One of the best company,"Sony is a great name, with great people
","No possibility to move inside the organisation. Better apply from ouside.
Advice to Management
Keep up the good work.
Be the first to find this review helpful
Helpful
Share
Repor","Keep up the good work.
Be the first to find this review helpful
Helpful
Share
Repor",4.0,Agree,Agree,N/A
2017-08-18,Anonymous,"Toronto, ON","Current Employee, more than 5 years",Sony North America review,"Great products, great coworkers, travel to the US every quarter for trainings
","politics, below average salaries, hard to balance family and work
Advice to Management
listen to staff concerns more
1 person found this review helpful
Helpful
Share
Repor","listen to staff concerns more
1 person found this review helpful
Helpful
Share
Repor",2.0,Disagree,Agree,Agree
2017-08-18, Sales,"Los Angeles, CA","Former Employee, less than 1 year",Sales junior,"Good teamwork and colleagues in the office.
","Bad vacation conditions and not so much time to rest.
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,Disagree,Neutral,Agree
2017-08-17,,,Current Employee,Sales support specialist,"- Great working athmosphere
- Young workforce
- Many open positions
","- Little or no home office
- Not really competitive salary
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,Agree,N/A,N/A
2017-08-15, Buyer,Bangi,"Former Employee, more than 3 years",Worst company,"Nice colleagues and friendship. Made friends from all department.
","I worked at procurement dept. purchasing. terrible politics. Boss is very unprofessional and politics inside is bad. Work day and night, and even weekends.. always must standby and work through phone.. no OT.. pay is super low, low increment n benefits.
Advice to Management
Turnover is super high. You should listen to what the employees told you before they leave. Already many years still the same, getting worst. Kick the bad apple and you will have a strong team!
Be the first to find this review helpful
Helpful
Share
Repor","Turnover is super high. You should listen to what the employees told you before they leave. Already many years still the same, getting worst. Kick the bad apple and you will have a strong team!
Be the first to find this review helpful
Helpful
Share
Repor",1.0,Disagree,Disagree,Disagree
2017-08-14,Anonymous,Bangalore,"Former Employee, more than 1 year",A company which ask you to smile officialy as your all anxienties are taken care.,"Excellent company
Long term projects, 
Lot's of Onsite around the globe
Hefty package
Paid Leaves
Manageable work pressure for Perms
","Life is hell for the contract employees
They are just hired for 3rd grade labour.
Contract Employees are paid higher than the perm ones, it widens the depth of unlikeness among employee.
Regional biases for All except Chennai, Karnataka, Andhra, and Kerala
Advice to Management
Try to recruit from other stats to ward off Regional biases.
Keep your promise to make Perm your Contract Employee as per their capabilities.
2 people found this review helpful
Helpful
Share
Repor","Try to recruit from other stats to ward off Regional biases.
Keep your promise to make Perm your Contract Employee as per their capabilities.
2 people found this review helpful
Helpful
Share
Repor",5.0,Disagree,Agree,Neutral
2017-08-13, Independent,"Los Angeles, CA","Current Employee, more than 3 years",Great,"Tech toys were great to play with
","None , all was just great
Be the first to find this review helpful
Helpful
Share
Repor",,3.0,Disagree,Neutral,Disagree
2017-08-10, Retail Sales Manager,"Houston, TX","Former Employee, more than 5 years",Good company with a few changes needed.,"fun work environment with room to grow within the company.
","favoritism and the lack of management feedback are two major blatant flaws.
Advice to Management
I would say be more focused on becoming leaders more than bosses.
Be the first to find this review helpful
Helpful
Share
Repor","I would say be more focused on becoming leaders more than bosses.
Be the first to find this review helpful
Helpful
Share
Repor",3.0,Agree,Agree,Neutral
2017-08-10, Product Marketing,"Basingstoke, England, England","Former Employee, more than 1 year",Product Marketing at Sony Digital Cinema,"The team are very friendly and the experience was amazing ranging from very technical to benefiting from soft skills developed at University.
","Harsh management when it comes at being consistent when arriving at the office. 

Punctuality is also required due high volume of meetings with international team across all Europe.
Advice to Management
Arriving 5-10 minutes late, should not be an issue on a regular day, especially if you are committed to the job.
Be the first to find this review helpful
Helpful
Share
Repor","Arriving 5-10 minutes late, should not be an issue on a regular day, especially if you are committed to the job.
Be the first to find this review helpful
Helpful
Share
Repor",4.0,Agree,N/A,Agree
2017-08-07,Anonymous,,Former Employee,TOUGH BUT GREAT,"great salary, great content, opportunity to learn
","senior executives were pompous, arrogant, not motivating
Advice to Management
review internal culture
Be the first to find this review helpful
Helpful
Share
Repor","review internal culture
Be the first to find this review helpful
Helpful
Share
Repor",3.0,Agree,Neutral,Agree
2017-08-05, Senior Software Engineer,,Former Employee,Senior management sucks,"free beverages - that's it
","Senior management sucks, they don't know the engineers but they have the power to decide who gets promoted usually who have connections.
2 people found this review helpful
Helpful
Share
Repor",,3.0,Disagree,N/A,N/A
2017-07-28,Anonymous,,Current Employee,Sales Consultant,,"ltant
28 July 2017 - Anonymous Employee 
Recommend
CEO Approval
Business Outlook
Pros
Good working environment and employee/manager relationships.
Cons
The branch closed 6 months after joining.
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,N/A,N/A,N/A
2017-07-26, Digital Marketing Supervisor,"Shanghai, Shanghai, Shanghai","Former Employee, more than 8 years",Great company,"good benefit, great training system, flexible work time, 17 vacation days and a few extra days during holidays, good health care, business process and direction was always very clear, Japanese top management were humble and very positive about trying new things, my line-manager was knowledgeable and a great leader and role model
","high priority of ""risk management"" killed a lot of imaginations and possibilities
Advice to Management
hire more local IS
Be the first to find this review helpful
Helpful
Share
Repor","hire more local IS
Be the first to find this review helpful
Helpful
Share
Repor",5.0,Agree,Agree,Agree
2017-07-25, Senior Manager,Tokyo,"Current Employee, more than 10 years",Salary review,"You can challenge what you want to do and also have a chance to work with many engineers in the world.
","Sometimes a project would be stopped suddenly due to external environment changes. In that case, you have to find a next job in the company or move to another company.
Be the first to find this review helpful
Helpful
Share
Repor",,3.0,Agree,Agree,Neutral
2017-07-21,Anonymous,,Current Employee,Retail Development Incharge,"Good benefits to company, employee friendly environment...
","No work life balance, seniors are partial towards some colleagues leading to even exit of employees.
Advice to Management
NA
Be the first to find this review helpful
Helpful
Share
Repor","NA
Be the first to find this review helpful
Helpful
Share
Repor",3.0,Disagree,Neutral,Neutral
2017-07-20, Production Engineer,Butterworth,"Former Employee, more than 1 year",Good working environment and working with good people,"Normal workloads depend on section, standard salary increments and two times bonus in a year, usually off on time, have a company event that can be bonding with employees and family as well.
","Low basic salary and less employee benefits, company with little bit of slow innovation compare to technology nowadays, and many stage of design checking before productivity, not a fast adaptability company for technology trend.
Advice to Management
Increases the basic to market level or improves for employee benefits
Be the first to find this review helpful
Helpful
Share
Repor","Increases the basic to market level or improves for employee benefits
Be the first to find this review helpful
Helpful
Share
Repor",3.0,Disagree,Neutral,Neutral
2017-07-19,Anonymous,,Current Employee,Good,"Reasonable salary
Good knowledge of the new technical updates.
","The firmaware updates are not accurate.
We reccived complaints from the customers about post sales process
Advice to Management
Get more chances fot travel to learn about the company
Be the first to find this review helpful
Helpful
Share
Repor","Get more chances fot travel to learn about the company
Be the first to find this review helpful
Helpful
Share
Repor",3.0,N/A,N/A,N/A
2017-07-19,Anonymous,"San Diego, CA",Current Employee,Improving,"Renewed focus on employees
","Growth limited for the life term.
Be the first to find this review helpful
Helpful
Share
Repor",,5.0,Agree,Agree,Agree
2017-07-18,Anonymous,"Atlanta, GA","Former Employee, more than 3 years",No flexibility or growth,"You learn a lot, nice colleagues & excellent benefits. The hours are also decent depending on the department you work in.
","If you're a go getter, this place is not for you. No professional growth at all. Most people have been here for decades mostly doing the same tasks day in and day out. No employee career development plans in place and no flexibility.
Advice to Management
Focus on the career development of your people. Millennials demand growth and flexibility. Trust your people and adapt with the needs of the changing times.
1 person found this review helpful
Helpful
Share
Repor","Focus on the career development of your people. Millennials demand growth and flexibility. Trust your people and adapt with the needs of the changing times.
1 person found this review helpful
Helpful
Share
Repor",3.0,Disagree,Neutral,Neutral
2017-07-17,Anonymous,,Current Employee,sony,"No workload, you should come here if you wanna enjoy work and life
","no great work, just support work all day
Advice to Management
no adivce
Be the first to find this review helpful
Helpful
Share
Repor","no adivce
Be the first to find this review helpful
Helpful
Share
Repor",3.0,N/A,N/A,N/A
2017-07-17,Anonymous,,Current Employee,good company to work..,"good company to work, Work from home option
","To improve more employee friendly options
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,N/A,N/A,N/A
2017-07-14,Anonymous,,Current Employee,Excellent company,"Perfect management, flexible schedule nice perks.
","Hore more full time people.
Advice to Management
Keep this perfect way.
Be the first to find this review helpful
Helpful
Share
Repor","Keep this perfect way.
Be the first to find this review helpful
Helpful
Share
Repor",5.0,N/A,N/A,N/A
2017-07-12,Anonymous,,"Current Employee, more than 8 years",VERY BUROCRATIC & TIME CONSUMING PROCESSES,"Inter. Company & internat. employees
exciting products
the brand is known
the local teams acting like a family in some areas
","management does not treat employees objective, fair and respectful 
performance does not count
they do not want employees who think independently and take personal responsibility for their work
employees stay with Sony only because of the good relationship with their colleagues but not because of the brand
Be the first to find this review helpful
Helpful
Share
Repor",,2.0,Disagree,Neutral,Neutral
2017-07-11,Anonymous,,Current Employee,Indian software org: OK - not for people above 9+ years,"Work - Life balance ; leave facilities
","Absolute service provider for parent organisation.
Sustenance mode.
Powers left with DM 
No career growth opportunity for people above 9+
Be the first to find this review helpful
Helpful
Share
Repor",,3.0,N/A,N/A,N/A
2017-07-11,Anonymous,,Former Employee,Manager,"Great company with rewarding benefits.
","Working nights and weekend plus holidays.
Advice to Management
Get to know your employees both on a work and personal relationship.
Be the first to find this review helpful
Helpful
Share
Repor","Get to know your employees both on a work and personal relationship.
Be the first to find this review helpful
Helpful
Share
Repor",5.0,N/A,N/A,N/A
2017-07-10,Anonymous,,Former Employee,"good company , little opportunity","good benefits, good pay, good location
","no room for advancement. nepotism
Be the first to find this review helpful
Helpful
Share
Repor",,3.0,Disagree,Neutral,Neutral
2017-07-09, Assistant Manager,"Pleasant Pr, WI","Former Employee, more than 8 years",Retail Employee,"Exciting products, good training materials
","Bad middle management, difficult work-life balance
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,Agree,Agree,Neutral
2017-07-06,,,Current Employee,Quite big company not as big as expected,"- Very good teammates.
- Good leadership.
- Lots of new staff to learn
- Great company feeling
","-Not so much money as I expected.
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,Agree,Agree,Agree
2017-07-05, Software Engineer,Bangalore,"Former Employee, more than 1 year",Not a good career start for freshers - Sony India Software Centre Bangalore,"Nothing much 
1. They provide some free basic training like linux C and C++.
","1. No quality work
2. All the good work is mostly done by Japanese counter parts.
3. Mostly Enhancement projects.
Be the first to find this review helpful
Helpful
Share
Repor",,2.0,Disagree,Disagree,Neutral
2017-07-04,Anonymous,,Former Employee,Research analyst,"Good for enjoying and starting
","boring once you get involved
Advice to Management
none
Be the first to find this review helpful
Helpful
Share
Repor","none
Be the first to find this review helpful
Helpful
Share
Repor",3.0,Agree,Agree,N/A
2017-07-01,Anonymous,"Pencoed, Wales, Wales","Former Employee, more than 10 years",Like being back at school,"Good pension, health benefits and free gym
","Managers and supervisors treat you like children. Progression only happens if your one of the boys. Constant pushing for more and more output with 100% quality. Terrible pay rises.
Advice to Management
Start treating people like adults.
Be the first to find this review helpful
Helpful
Share
Repor","Start treating people like adults.
Be the first to find this review helpful
Helpful
Share
Repor",2.0,Disagree,Neutral,Disagree
2017-06-30, Embedded Software Developer,Chennai,"Former Employee, more than 10 years",C programming Developer / Tester,"Good experience in C Programming
Good knowledge in STB development & Testing
","Less interest to do document work
Advice to Management
Hard worker
Be the first to find this review helpful
Helpful
Share
Repor","Hard worker
Be the first to find this review helpful
Helpful
Share
Repor",4.0,Agree,N/A,Neutral
2017-06-30,Anonymous,,Current Employee,Good company... but the Japanese expatriates are the cancer of this company,"It is still a nice brand and large company.
","The Japanese expatriates are the main problem of this company. They earn equivalent to a full department payroll and contribute very little. Some of them even have a negative contributuion as they generate unnecessary work.
2 people found this review helpful
Helpful
Share
Repor",,3.0,N/A,Neutral,Neutral
2017-06-28, Product Marketing Manager,"Basingstoke, England, England","Former Employee, more than 8 years",Very flexible,"Sony is a superflexible company, great people to work with, opportunity to progress within your department and in other departments and great benefits including super high the pension contribution!!!
","Sometimes the matrix management can mean a lot of chiefs and not enough do-ers.
Advice to Management
Crack down on email please :-)
Be the first to find this review helpful
Helpful
Share
Repor","Crack down on email please :-)
Be the first to find this review helpful
Helpful
Share
Repor",4.0,Agree,Agree,Agree
2017-06-26,Anonymous,,Former Employee,Former worker,"Great place to work and balance life
","Lack opportunity of promotion and office politic
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,Agree,Agree,Neutral
2017-06-26, Sales Representative,"Stockton-on-Tees, England, England",Former Employee,Will rip the happiness right out of you,"- Good pay for what is ultimately glorified retail
- The initial and new product training in Weighbridge is top notch
- Set shift patterns
- Other promoters are great and will offer support whenever asked
","- WhatsApp used for Managers to ""chat"" to promoters becomes a way for managers to harass their employees outside of work about targets and issues in store. 
- Managers unable to listen to legitimate criticism or concerns of the people in store and would rather paint them as negative feelings. 
- Comparisons to other stores happen on a week to week basis even if the store in question has less hurdles for the promoters to work with. 
- Full documents of work given to be done outside of work for no pay. (I am aware training documents are required but a quick pocket guide test is one thing, a near 4000 word, 18 page document is another) 
- Managers will often come to store to check if certain products have been sold and how they have been sold, rather than ask the in-store promoters who work there
- Encourages practices that break the stores code of conduct in regards to aggressive sales techniques. 
- Demand the in-store promoters get log on information for the store to access sales information to report back to management.
Advice to Management
Take a look at how your area and regional managers actually manage. The WhatsApp chats are a horrendous idea and perpetuate a mentality of being unable to escape work even after your shift is finished due to management wanting to know every piece of information about the day and being unable to listen to any criticism or legitimate points because of *Insert Sony is the best statement here*. 
Shake up your lower management and take a look at how they operate and talk to their staff... And start paying for the Sales Information rather than forcing your staff into gathering the data off of the in-store systems themselves.
1 person found this review helpful
Helpful
Share
Repor","Take a look at how your area and regional managers actually manage. The WhatsApp chats are a horrendous idea and perpetuate a mentality of being unable to escape work even after your shift is finished due to management wanting to know every piece of information about the day and being unable to listen to any criticism or legitimate points because of *Insert Sony is the best statement here*. 
Shake up your lower management and take a look at how they operate and talk to their staff... And start paying for the Sales Information rather than forcing your staff into gathering the data off of the in-store systems themselves.
1 person found this review helpful
Helpful
Share
Repor",2.0,Disagree,Agree,Disagree
