date,employee_title,location,employee_status,review_title,pros,cons,advice_to_mgmt,rating_overall,recommends,positive_outlook,approves_of_CEO
2021-08-26, Engineer,"Phoenix, AZ","Current Employee, less than 1 year",TSMC has a future,"The people (employees), the culture being built at the Arizona location, the AZ HR team is working hard to support the employees (when it is a start up and a pandemic), the values of the company, and the customers of TSMC.
","With this being the first site for TSMC to build in the states it isn’t easy. Headquarters needs to put more trust in their Arizona team. The company seems to run top heavy (too many leaders). The new employees in Arizona are young and probably expect too much (a lot of complaining). This is hard work and it is supposed to be.
Advice to Management
Listen to your Arizona team. Trust your Arizona team. Know it cannot be business as usual as it is in Taiwan. Empower your Arizona team. Do things differently in Arizona.
1 person found this review helpful
Helpful
Share
Repor","Listen to your Arizona team. Trust your Arizona team. Know it cannot be business as usual as it is in Taiwan. Empower your Arizona team. Do things differently in Arizona.
1 person found this review helpful
Helpful
Share
Repor",4.0,Agree,N/A,Agree
2021-08-26, Principal Engineer,Tainan,Current Employee,World Company - TSMC,"very good salary, very good bonus
","heavy work pressure and long long time working hours
Be the first to find this review helpful
Helpful
Share
Repor",,5.0,Agree,Agree,Agree
2021-08-25, Principal Engineer,Hsinchu,"Current Employee, more than 5 years",Principal Engineer,"You can learn a lot of about know how from lead-edge technology
","You need to work hard with a long working time
Be the first to find this review helpful
Helpful
Share
Repor",,5.0,N/A,N/A,N/A
2021-08-22, Principal Engineer,Hsinchu,Current Employee,only money left,"Nothing special except a Good salary in Taiwan
","Really tired, always overtime for the job
1 person found this review helpful
Helpful
Share
Repor",,4.0,Disagree,Agree,Agree
2021-08-22, Support Tech Engener,Taipei,"Current Employee, more than 3 years",in tsmc,"we got relatively good salary in Taiwan compares to other companies
","we have a lot of overtime working
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,Agree,Neutral,Agree
2021-08-22, Electrical Engineer,Hsinchu,Current Employee,TSMC Taiwan,"competitive salary in Taiwan semiconductor industry
","restricted internal rules and long working hours
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,N/A,N/A,N/A
2021-08-21, RD Engineer,Hsinchu,Current Employee,Poor life and balance,"Money, Money, Money, Money, Money
","Exhausted, Tired, weird company culture
Be the first to find this review helpful
Helpful
Share
Repor",,3.0,N/A,N/A,N/A
2021-08-19, Principal Engineer,Hsinchu,"Current Employee, more than 5 years",good pay bad work-life balance,"good benefit, good pay, good family activities during national holidays
","work-life balance is not idea compare to western companies. Managers are at high pressure.
Advice to Management
need to prioritize work and well communicated with engineers.
Be the first to find this review helpful
Helpful
Share
Repor","need to prioritize work and well communicated with engineers.
Be the first to find this review helpful
Helpful
Share
Repor",4.0,Agree,Agree,Agree
2021-08-17, Principal Engineer,Taipei,"Current Employee, more than 3 years",TSMC,"TSMC provide a stable environment, high salary level and you can get the knowledge about semicoductor.
","You can't not take personal phone and some of the rules make you feel no freedom.
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,N/A,N/A,N/A
2021-08-17, Working Student,Taipei,Former Employee,nice,"employee friendly environments and competitive salary
","over work time and heavy work load
Be the first to find this review helpful
Helpful
Share
Repor",,5.0,Agree,Agree,Agree
2021-08-16, Principal Engineer,Hsinchu,Current Employee,Good company,"High salary with good colleges
","Limited globalization and narrow vision
Be the first to find this review helpful
Helpful
Share
Repor",,5.0,N/A,N/A,N/A
2021-08-15, Software Engineer,,Current Employee,Software Engineer,"Can earn a lot of money
","you don't have much free time
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,N/A,N/A,N/A
2021-08-15, Principal Engineer,Taipei,Current Employee,Tier 1 semiconductor company,"One of the best semiconductor company in the worldwide
","High pressure working environment and work pace
Be the first to find this review helpful
Helpful
Share
Repor",,5.0,N/A,N/A,N/A
2021-08-15, Equipment Engineer,Hsinchu,Former Employee,Losing your life in exchange for money,"You will got plenty of money with nothing else.
","Life is struggling there. 
People working in the company are furious with everything.
They can't even talk normally.
Be the first to find this review helpful
Helpful
Share
Repor",,1.0,Disagree,Agree,Agree
2021-08-13, Senior Process Engineer,Hsinchu,"Former Employee, more than 8 years",Good for beginner,"Company provides good training for beginner to be familiar with the job.
","Sometimes, the working hours is longer if compared to general jobs.
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,Agree,N/A,N/A
2021-08-12, Process Engineer,Taipei,Current Employee,Nice,"good payment for every employee
","long work hour and high pressure
Be the first to find this review helpful
Helpful
Share
Repor",,5.0,Agree,Agree,Neutral
2021-08-03, Human Resources Generalist Assistant,"Vancouver, WA","Former Employee, more than 10 years",Great career in Semiconductor,"Fair career opportunities through the Sr. professional level. Good for entry level positions with good tuition reimbursement. You can grow with the company. Co-workers are all working towards the same goal and generally support each other.
","Little trust or autonomy. Lack of opportunity to apply for management positions, as most are appointed. Rigid and flat organization.
Advice to Management
More succession planning and stay interviews. If you only rate your top 10% outstanding, what are you doing to keep them? Invest in leadership development for engineers or any profession transferring into management roles.
Be the first to find this review helpful
Helpful
Share
Repor","More succession planning and stay interviews. If you only rate your top 10% outstanding, what are you doing to keep them? Invest in leadership development for engineers or any profession transferring into management roles.
Be the first to find this review helpful
Helpful
Share
Repor",4.0,Agree,Agree,Agree
2021-08-01, R&D Engineer,Hsinchu,"Current Employee, more than 1 year",Can be a first step after graduation,"The pay is way higher than Taiwanese average salary.
","Working hour is very long and you have to be on call after a work day. Can’t reach your cellphone or any media when in the office, which makes you feel more pressure.
Be the first to find this review helpful
Helpful
Share
Repor",,3.0,Disagree,Neutral,Neutral
2021-07-29, Pincipal Engineer,Hsinchu,"Former Employee, more than 3 years",Good work/life balance in Advanced Packaging Fab (Fab 7),"Can have a good work/life balance as a R&D engineer in Fab 7 (Department: IIPD)
","There are too many long~ meetings to waste time; some so-called expert engineers just use their mouth to work, not actions.
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,Agree,Agree,N/A
2021-07-27, Product Engineer,Hsinchu,Current Employee,A fast pace company,"Good salary, fast grown up company.
","Top-down management
Mmanagement chaos on unclear role & responsibility
Be the first to find this review helpful
Helpful
Share
Repor",,3.0,Disagree,Agree,Agree
2021-07-27,Anonymous,,"Former Employee, less than 1 year",Great company,"Relatively high salary in Taiwan. Good reputation across the world.
","It requires long working hour with a lot of stress.
Be the first to find this review helpful
Helpful
Share
Repor",,5.0,N/A,N/A,N/A
2021-07-25, Process Engineer,Taipei,Former Employee,TSMC is great company for investors but not for employees,"the salary is quite competitive in Taiwan
","the working hours are too excessive
Be the first to find this review helpful
Helpful
Share
Repor",,3.0,Disagree,Agree,Disagree
2021-07-25, IT%2FCIM Engineer,Hsinchu,"Current Employee, less than 1 year",Tsmc CIM engineer,"1. high salary comparing with the average in Taiwan
","1. Technical stack is not at the front-line
2. very often extended working hour
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,Disagree,Agree,Agree
2021-07-23, Senior Engineer,Hsinchu,Current Employee,MEMS and analog R&D integration engineer in tsmc,"working at the cutting edge of technology and cooperating with best engineers in Taiwan
","Stressful working environment and long working hour
Be the first to find this review helpful
Helpful
Share
Repor",,5.0,Agree,Agree,Agree
2021-07-23, Principal Engineer,Taipei,Current Employee,Eng,"Long working hour, and loadng
","No comment for this problem
Be the first to find this review helpful
Helpful
Share
Repor",,2.0,N/A,N/A,N/A
2021-07-22, Software Engineer,,Former Employee,hard environment,"good salary, good payment,good bonus
","hard environment, too much working time
Be the first to find this review helpful
Helpful
Share
Repor",,5.0,Agree,Agree,N/A
2021-07-21, Senior Software Developer,,Current Employee,Not fun,"Good to learn as need to do bit of everything
","Need to work too much
Be the first to find this review helpful
Helpful
Share
Repor",,2.0,N/A,N/A,N/A
2021-07-21, Principal Engineer,Hsinchu,"Current Employee, more than 8 years","High working hour, high salary, it's fair","Good efficiency on project progress.
","Very urgent on every thing, make you overtime every day.
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,Agree,Agree,Agree
2021-07-20, Senior Engineer,Hsinchu,"Current Employee, more than 5 years",PDK,"Money and work & life balance
","Be bureaucratism, and so much pressure.
Be the first to find this review helpful
Helpful
Share
Repor",,2.0,Disagree,Neutral,Disagree
2021-07-19, Payroll Manager,Gold Coast,Current Employee,Great,"Great position and workplace to work
","No end of year bonus
Be the first to find this review helpful
Helpful
Share
Repor",,5.0,Agree,Neutral,Neutral
2021-07-18, Equipment Engineer,Hsinchu,"Former Employee, more than 1 year",TSMC EE review,"Bonus.
The reputation is high.
Can learn a lot
","Working hour is long.
The conflict between department is hard to resolve
Be the first to find this review helpful
Helpful
Share
Repor",,3.0,Agree,Agree,N/A
2021-07-18, Section Manager,Taichung,Current Employee,Challenging work,"Good salary in Taiwan
Good career development
","Work life not balance
High pressure
Be the first to find this review helpful
Helpful
Share
Repor",,5.0,Agree,Agree,Agree
2021-07-17, Engineer,,Current Employee,Engineer,"resonable pay for an engineer
","too long working time a day
Be the first to find this review helpful
Helpful
Share
Repor",,5.0,N/A,Agree,N/A
2021-07-17, IT Engineer,Taipei,Current Employee,Good salary jobs,"You will get lot of money in TW
","And also get many works
Be the first to find this review helpful
Helpful
Share
Repor",,5.0,Agree,Agree,Neutral
2021-07-17, Adjunct Lecturer,,"Current Employee, less than 1 year",Good for starting,"Takes knowledge not just result
","No prospect of being permanent
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,Agree,N/A,N/A
2021-07-16, Section Manager,Hsinchu,Current Employee,Not good enough,"You have to work hard and smart
","Too many politic in the career path.
Be the first to find this review helpful
Helpful
Share
Repor",,5.0,Agree,Agree,Agree
2021-07-15, Equipment Engineer,Taipei,Former Employee,Equipment Engineer,"Well paid, many employee benefits, nice corporate image.
(Just compare with the other companies in Taiwan.)
","Long work hours, high pressure
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,Disagree,Agree,Agree
2021-07-13, Senior R%26D Engineer,Hsinchu,"Current Employee, more than 5 years",RD engineer,"better salary to similar company
","work hour is longer than most company
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,Agree,Agree,Disagree
2021-07-11, Senior Engineer,,"Current Employee, more than 8 years",TSMC module,"Good place to seek professional skills.
","Can meet balance on work and life in this company, especially when have a family.
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,N/A,N/A,N/A
2021-07-06, Equipment Engineer,"Phoenix, AZ","Current Employee, less than 1 year",TSMC Fab Equipment Engineer,"Was able to train in Taiwan, work for one of the most important companies on the planet that no one knows about, be exposed to culture outside the US, am being given skills I can take to lot's of desirable positions in the future.

There are incompatibilities between work culture, learning/teaching style and other expectations from the US to Taiwan. This is to be expected. My trainer I think has definitely met me part way, and I believe I can say I have done the same. There's still a gap, but this can be worked on.
","The work culture in Taiwan is really different than in the US. I am sure TSMC will have to change to an 8 hour work day five days a week or do what other companies do with Fabs and run three days on, four days off, four days on, three days off rotations. As it is right now in Taiwan The minimum amount of time at the company is 10 hours a day, but realistically is running up to even 12 hours a day. This is for those of us who are American training to go back to the new operation in Arizona. The reality for people from Taiwan is that they are doing even more than 12 hour days often. There's also the night shifts and weekend shifts on duty and/or on call. That last part is understandable as the fab lives 24/7.

The training in this experience really depends on one person who is your ""trainer"". My experience has lacked any structure, but had no shortage of expectations. I came up with some process to approach learning new equipment and daily tasks, but to be honest don't know that I've arrived yet.

TSMC doesn't seem to enshrine a sense of individual freedom. The company provides housing for those of us training from the states, but has very much micromanaged everything we do in our living arrangement. There's a curfew with no guests allowed for example. And the long term housing adds another hand hour commute.
Advice to Management
The software used by TSMC is dated. Of course TSMC may not be alone in this as industry doesn't have the same motivation in software decisions as the consumer driven market has, which results in amazingly optimized applications. The apps people know and love meet a minimalist and aesthetic criteria for a reason. Big companies don't have the motivation but minimalist software with an aesthetic UI makes people more efficient at what they're doing and can save the company time. TSMC could even justify having its own internal software development team, and it would save massive amounts of money in people's time. A lot of software at TSMC also seems to be repetitive. TSMC should reduce the amount of software it has for different tasks, find functions that are repeated across applications and reduce to a common application.

I joined TSMC for the same reason I became an engineer. I want to do something I'm passionate about and improve peoples lives in a lasting way. Semiconductors are a magic bullet that have changed and are changing our quality of life and the way we live. Unfortunately it seems TSMC doesn't enable the same outcome for many of its employees as the technology enables for the planet. The percentage of the budget going to pay employees at a company like TSMC is small compared to the cost of a fab, the equipment it houses, defective product and other issues. There's no reason TSMC can't increase the number of employees it has to allow people to go home to their families at a reasonable time each day and give them good benefits. I think TSMC might at least approach this in Arizona as it has to compete to retain and attract talent against companies like Intel right across the street.

Too much time is spent in meetings to review the work from the last night/day in the morning, and to review what was done during the day again in the afternoon. These meetings add up to three hours in a day easily. That's a lot of the work day. Some of the solution may be in software. I truly believe most of these meetings could be automated. The engineer who last worked with the equipment would record tool status and changes, and makes recommendations. The manager gives approval to any recommendation or overrides, and the engineer coming into the next shift only looks at the tools they've been assigned to on this ""hypothetical"" application. The only person it makes sense to have three hours looking at this stuff is the manager who would have to make approval, hold engineers accountable or interject if need be. The rest of the staff should be able to cover the material that actually relates to them on their own in five to ten minutes. TSMC could automate this through software. This could also solve some of the issue with the long work days. People in TSMC Taiwan honestly are not being more productive than Americans on an eight hour work day. But tasks which don't contribute to what actually needs to be done in an efficient way suck up the employees time.

The ""e-learning"" system TSMC uses to teach new employees is terrible and needs to be abandoned. I would seriously recommend TSMC to provide an anonymous survey to the entire company, but also specifically to the American hires as there are additional translation issues from Chinese which make the learning even worse. Chances are high that if the survey is actually anonymous people will confess they haven't learned anything from the e-learning, and it just wasted time they needed to learn their process.
21 people found this review helpful
Helpful
Share
Repor","The software used by TSMC is dated. Of course TSMC may not be alone in this as industry doesn't have the same motivation in software decisions as the consumer driven market has, which results in amazingly optimized applications. The apps people know and love meet a minimalist and aesthetic criteria for a reason. Big companies don't have the motivation but minimalist software with an aesthetic UI makes people more efficient at what they're doing and can save the company time. TSMC could even justify having its own internal software development team, and it would save massive amounts of money in people's time. A lot of software at TSMC also seems to be repetitive. TSMC should reduce the amount of software it has for different tasks, find functions that are repeated across applications and reduce to a common application.

I joined TSMC for the same reason I became an engineer. I want to do something I'm passionate about and improve peoples lives in a lasting way. Semiconductors are a magic bullet that have changed and are changing our quality of life and the way we live. Unfortunately it seems TSMC doesn't enable the same outcome for many of its employees as the technology enables for the planet. The percentage of the budget going to pay employees at a company like TSMC is small compared to the cost of a fab, the equipment it houses, defective product and other issues. There's no reason TSMC can't increase the number of employees it has to allow people to go home to their families at a reasonable time each day and give them good benefits. I think TSMC might at least approach this in Arizona as it has to compete to retain and attract talent against companies like Intel right across the street.

Too much time is spent in meetings to review the work from the last night/day in the morning, and to review what was done during the day again in the afternoon. These meetings add up to three hours in a day easily. That's a lot of the work day. Some of the solution may be in software. I truly believe most of these meetings could be automated. The engineer who last worked with the equipment would record tool status and changes, and makes recommendations. The manager gives approval to any recommendation or overrides, and the engineer coming into the next shift only looks at the tools they've been assigned to on this ""hypothetical"" application. The only person it makes sense to have three hours looking at this stuff is the manager who would have to make approval, hold engineers accountable or interject if need be. The rest of the staff should be able to cover the material that actually relates to them on their own in five to ten minutes. TSMC could automate this through software. This could also solve some of the issue with the long work days. People in TSMC Taiwan honestly are not being more productive than Americans on an eight hour work day. But tasks which don't contribute to what actually needs to be done in an efficient way suck up the employees time.

The ""e-learning"" system TSMC uses to teach new employees is terrible and needs to be abandoned. I would seriously recommend TSMC to provide an anonymous survey to the entire company, but also specifically to the American hires as there are additional translation issues from Chinese which make the learning even worse. Chances are high that if the survey is actually anonymous people will confess they haven't learned anything from the e-learning, and it just wasted time they needed to learn their process.
21 people found this review helpful
Helpful
Share
Repor",3.0,Agree,N/A,Neutral
2021-07-05,Anonymous,,Former Employee,good for young and single,"bonus is great in that industry
","High stress, 24 hours on call
Be the first to find this review helpful
Helpful
Share
Repor",,2.0,N/A,N/A,N/A
2021-07-02,Anonymous,,"Former Employee, less than 1 year",Long Hours,"Big company with good prospect
","Long working hours depending on sectors
Be the first to find this review helpful
Helpful
Share
Repor",,3.0,N/A,N/A,N/A
2021-07-02, Software Engineer,Hsinchu,Current Employee,Good,"Job definition is clear. The benefits system is pretty complete.
","The hierarchy in the company is pretty complex. The suggestion of employees might not listen.
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,N/A,Neutral,N/A
2021-06-30, Physical Design Engineer,"San Jose, CA","Current Employee, more than 1 year",Great,"Good work environment, Lots to learn
","Too long to wait for the bonus
1 person found this review helpful
Helpful
Share
Repor",,5.0,N/A,N/A,N/A
2021-06-30, Planner,Hsinchu,"Current Employee, more than 5 years",good company in taiwan,"cozy environment
good welfare
nice bonus
sincere culture
good top management
","stressful 
long working hour
promotion
hard to switch 
work-life balance
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,Agree,Agree,Agree
2021-06-29, Process Engineer,"Shanghai, Shanghai, Shanghai",Former Employee,Trade offs,"Good to learn some thing
","literally no work life balance
Be the first to find this review helpful
Helpful
Share
Repor",,3.0,N/A,N/A,N/A
2021-06-29, Senior Engineer,,"Former Employee, more than 5 years",Good salary,"Good salary, advanced technology leadership
","No freedom, high pressure, too many politics
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,Agree,Agree,Agree
2021-06-27,Anonymous,,"Current Employee, more than 3 years",excellent salary in Taiwan,"good salary, excellent work place
","less freedom in work place, cannot bring personal smart phone
Be the first to find this review helpful
Helpful
Share
Repor",,5.0,Agree,Agree,Agree
2021-06-26, Senior Engineer,Hsinchu,Current Employee,High payment with low life quality,"High payment and robust internal job transfers system
","Low life quality and weak communication (Asian culture)
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,Disagree,Agree,Disagree
2021-06-25, Engineer,,"Former Employee, more than 1 year",Good Working environment,"high salary for the job
","quite a stressful working culture
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,N/A,N/A,N/A
2021-06-20, Technical Manager,Hsinchu,Former Employee,tsmc technical manager,"technical, interesting, challenging, and exciting.
","long working time, and 24hrs on-call.
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,Agree,Agree,Agree
2021-06-20, Test Engineer,Hsinchu,"Former Employee, more than 3 years",Learning curve,"good place for new graduates
","high pressure and no time limitation
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,N/A,N/A,N/A
2021-06-20, Engineer,Hsinchu,Current Employee,Good salary.,"Good salary and bonus. Just raised base salary in 2021.
","Working hour is long and stressed environment.
Be the first to find this review helpful
Helpful
Share
Repor",,3.0,N/A,N/A,N/A
2021-06-18," IT Engineer, Senior Staff",,Former Employee,TSMC IT Engineer,"Good pay and good workin environment
","Work Hard and usually work overtime
Be the first to find this review helpful
Helpful
Share
Repor",,5.0,Agree,Agree,N/A
2021-06-16, Equipment Engineer,Taichung,Current Employee,Excellent Company,"advanced methods and technology ,
","The work has been divided more detailed gradually
Advice to Management
KPIs are powerful tools if they are used as indicators to measure the delivery of the goals. However, if the KPIs become the goals, then they turn into toxic material that will inhibit performance improvement.
Be the first to find this review helpful
Helpful
Share
Repor","KPIs are powerful tools if they are used as indicators to measure the delivery of the goals. However, if the KPIs become the goals, then they turn into toxic material that will inhibit performance improvement.
Be the first to find this review helpful
Helpful
Share
Repor",5.0,Disagree,Neutral,Neutral
2021-06-15, Software Engineer,Hsinchu,Current Employee,Nice pay in Taiwan,"In Taiwan this is the company that most people could get pay over average
","Lots of useless security control
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,N/A,N/A,N/A
