date,employee_title,location,employee_status,review_title,pros,cons,advice_to_mgmt,rating_overall,recommends,positive_outlook,approves_of_CEO
2017-10-05, Global Sales Director,"São Paulo, São Paulo, São Paulo","Current Employee, more than 10 years",Great Company,"Ericsson is a very trustworthy company. Employees exceeding expectations are recognized.
It's a culture friendly company and you learn from the cultural diversity how to perform in high standards in different environment.
","It's passing through though times and will have to shrink it size managing and transforming the operations and portfolio at same time.
Advice to Management
Focus in low performer executives and sand baggers. Need to assess better results not only related to target setting but also related to delivery and competitor peers.
Be the first to find this review helpful
Helpful
Share
Repor","Focus in low performer executives and sand baggers. Need to assess better results not only related to target setting but also related to delivery and competitor peers.
Be the first to find this review helpful
Helpful
Share
Repor",4.0,Agree,Agree,Neutral
2017-10-05, Radio Network Engineer,Chennai,"Current Employee, less than 1 year",Ericsson,"Good work environment
Room for improvement
","High pressure on operations role
Sometimes processes are too lengthy and annoying
Be the first to find this review helpful
Helpful
Share
Repor",,3.0,Agree,Neutral,Disagree
2017-10-05, Systems Engineer,"Gurgaon, Haryana, Haryana","Current Employee, more than 5 years",Working here,"Great work-life balance, great pay, great benefits, brilliant co-operative teams
","No job insecurity, lots of restructure, off-shoring
1 person found this review helpful
Helpful
Share
Repor",,3.0,Disagree,Agree,Disagree
2017-10-05, Customer Project Manager,Kampala,"Former Employee, more than 3 years",Mismanaged!,"Salary and benefits were good.
","Leadership has no clue about how to run the business.
Advice to Management
Leave and let someone who has a clue have a chance.
3 people found this review helpful
Helpful
Share
Repor","Leave and let someone who has a clue have a chance.
3 people found this review helpful
Helpful
Share
Repor",2.0,Disagree,Disagree,Disagree
2017-10-05,Anonymous,,Current Employee,Best place to work,"Very good environment and working culture
","3 months notice period upon resigning
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,Agree,Agree,Neutral
2017-10-05,,,Current Employee,Good,"Good Company to work and Great Work CUlture
","No Cons as of now
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,N/A,N/A,N/A
2017-10-05,Anonymous,,Current Employee,Ericsson Broadcast,"Good shift pattern, decent pay, good location
","No room for career progression, no pay-rises, no bonuses, poor employee benefits, no health insurance
Be the first to find this review helpful
Helpful
Share
Repor",,3.0,N/A,N/A,N/A
2017-10-05, Software Engineer,"Gurgaon, Haryana, Haryana","Current Employee, more than 1 year",SOFTWARE ENGINEER,"Technical Vast Exprience in all latest Technology
","Low perks , Recussive work if Bharti is customer for the project
1 person found this review helpful
Helpful
Share
Repor",,4.0,Disagree,Agree,Disagree
2017-10-04, Engineer,Bangalore,"Current Employee, more than 3 years",Good place to work,"Work life balance, Good projects, Can learn a lot
","Salary hike is very less
Advice to Management
Nothing
Be the first to find this review helpful
Helpful
Share
Repor","Nothing
Be the first to find this review helpful
Helpful
Share
Repor",4.0,Agree,Neutral,Neutral
2017-10-04,Anonymous,Mumbai,"Former Employee, more than 1 year",One of the best compny in telecom industry... It was good experience.,"One of the best company in telecom industry
","No downside for this company
Advice to Management
No
Be the first to find this review helpful
Helpful
Share
Repor","No
Be the first to find this review helpful
Helpful
Share
Repor",3.0,N/A,N/A,N/A
2017-10-04,,,Former Employee,Traditional company in need of new change,"Dedicated and loyal employees (Those who joined Ericsson outside of the US)
","Lack of a distinct corporate personality/culture. The company is too steeped in processes and procedures to move quickly.
Advice to Management
At its core, Ericsson is not a bad company to work for. But fundamentally, it feels as though Ericsson operates in the same way it did 20 years ago with its rigid processes and policies. There's little sense of innovation or speed or excitement.
Be the first to find this review helpful
Helpful
Share
Repor","At its core, Ericsson is not a bad company to work for. But fundamentally, it feels as though Ericsson operates in the same way it did 20 years ago with its rigid processes and policies. There's little sense of innovation or speed or excitement.
Be the first to find this review helpful
Helpful
Share
Repor",3.0,N/A,N/A,N/A
2017-10-04, Systems Engineer,Noida,"Current Employee, more than 3 years",sr telecom,"healthy environment to work stable job
","no cons just need to hire good tecnical person not just bulk
Advice to Management
cick out manager
Be the first to find this review helpful
Helpful
Share
Repor","cick out manager
Be the first to find this review helpful
Helpful
Share
Repor",5.0,Agree,Agree,Agree
2017-10-04, Solutions Architect,,"Current Employee, more than 10 years",Solution Architect,"Excellent Learning Opportunities 
Excellent office setup 
Good pay and benefits
","Unstable Share
Job uncertainty 
Frequent Re-Structuring
Favoritism
Advice to Management
Be humble, listen to customer, be flexible, need to recognize talent and maintain it. 

Need to stabilize company.
Be the first to find this review helpful
Helpful
Share
Repor","Be humble, listen to customer, be flexible, need to recognize talent and maintain it. 

Need to stabilize company.
Be the first to find this review helpful
Helpful
Share
Repor",4.0,Agree,Neutral,Neutral
2017-10-04,Anonymous,"Gurgaon, Haryana, Haryana","Former Employee, more than 3 years",Excellent Company,"Very Nice environment for long stable employee
","Cab facility should be improve
Advice to Management
It depends you how you interact with upper management
Be the first to find this review helpful
Helpful
Share
Repor","It depends you how you interact with upper management
Be the first to find this review helpful
Helpful
Share
Repor",5.0,Agree,Agree,Neutral
2017-10-04, NOC Engineer,Mumbai,"Current Employee, more than 1 year",Good Brand,"Very Nice company to work,salary on 25th of every month,employee friendly
","client locations work culture really bad like RCOM project
Be the first to find this review helpful
Helpful
Share
Repor",,5.0,Agree,N/A,N/A
2017-10-03,Anonymous,,Former Employee,good,"Great to work with this company
","less salary for more work
repetitive work always
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,Agree,Agree,Agree
2017-10-03,Anonymous,,"Current Employee, less than 1 year",Great Company to work for,"Known for exceptional work ethics
Employee friendly
Ample opportunities to grow and develop
","Too many processes and management layers
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,Agree,Neutral,N/A
2017-10-03,Anonymous,,Current Employee,"great company culture, limited career opprtunities","good work life balance
friendly atmosphere 
flexible hours 
flexible work schedule
good health insurance program
many opportunities to travel abroad, daily allowance is decent to good (depending on the visiting country)
good kitchen facilities
","no career path due to limited growth
work from home is not available
desk space is getting smaller and smaller
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,Agree,Neutral,Neutral
2017-10-03,Anonymous,,Former Employee,Too Big,"The Benefits are good but are changing.
","Executive Management has lost touch. Too much division-silo mentality.
Be the first to find this review helpful
Helpful
Share
Repor",,3.0,N/A,N/A,N/A
2017-10-03,Anonymous,,Current Employee,Ericsson Review,"They have outstanding health benefits although it is changing for 2018.
","The company has too many layoffs which doesn't foster a healthy work environment.
Be the first to find this review helpful
Helpful
Share
Repor",,2.0,N/A,N/A,N/A
2017-10-03,Anonymous,,Former Employee,Engineer,"Benefits package is very good
","Management does not seem to care about it's people
Advice to Management
Be more caring. Understand tough environment but you brought it on yourselves.
2 people found this review helpful
Helpful
Share
Repor","Be more caring. Understand tough environment but you brought it on yourselves.
2 people found this review helpful
Helpful
Share
Repor",1.0,Disagree,Disagree,Disagree
2017-10-03, Program Manager,"San Juan, PR","Former Employee, more than 8 years",Program Manager,"European culture, employee focus, good salary and perks
","Change is constant, which is good, but sometimes your manager changes too often and you loose your career sight.
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,Agree,N/A,Neutral
2017-10-03,Anonymous,,Former Employee,International,"Ericsson provides a unique opportunity to work across many countries. Ericsson is a true multicultural company.
","There is a lack of preparation and training to quickly learn about common mistakes when entering new positions in new countries.
Advice to Management
Management should leverage the global skills better and leverage the local experience on a global scale
Be the first to find this review helpful
Helpful
Share
Repor","Management should leverage the global skills better and leverage the local experience on a global scale
Be the first to find this review helpful
Helpful
Share
Repor",3.0,Disagree,Neutral,Disagree
2017-10-02, Software Engineer,"Toronto, ON","Current Employee, more than 1 year",Nice Place to work,"Nice working environment and colleagues
","some department is very busy some of them not much work to do
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,Agree,Agree,Neutral
2017-10-02,Anonymous,New Delhi,"Former Employee, more than 1 year",Engineer,"Awesome place to work, work culture, flexibility, you will receive salary without any problem and on time. The office environment
","low growth opportunities, monotonous work nature, politics,
Advice to Management
Hire and nourish potential candidates instead of promoting politics.
Be the first to find this review helpful
Helpful
Share
Repor","Hire and nourish potential candidates instead of promoting politics.
Be the first to find this review helpful
Helpful
Share
Repor",3.0,Agree,Agree,Agree
2017-10-02, Global Network Operations Center,Noida,"Current Employee, more than 8 years",Head of Opeartions,"Process Driven, Ericsson Values, Empowerment, Growth Opportunitis, Training Options, Very Good Work Culture
","Slow Execution, Delay due to Processes, Co-ordination time due to multiple domains
Advice to Management
Be Flexible as per the customer requirement, Teams have to be customer centric, Business and Customer has to be given the top priorities.
Be the first to find this review helpful
Helpful
Share
Repor","Be Flexible as per the customer requirement, Teams have to be customer centric, Business and Customer has to be given the top priorities.
Be the first to find this review helpful
Helpful
Share
Repor",5.0,Agree,N/A,Agree
2017-10-02,Anonymous,,Former Employee,Ericsson - At the crossroad,"A company that puts effort into having one clear culture and unifying its ways of working, worldwide. A company willing to invest in its employees.
","Not the most agile company, in implementing change / re-steering, in reaction to an-ever evolving landscape. Under financial pressure for a number of quarters now. Recent change in leadership, not favored by all.
Advice to Management
Dare to make tough decisions. Re-engineer Ericsson into a leaner, more nimble organization.
Be the first to find this review helpful
Helpful
Share
Repor","Dare to make tough decisions. Re-engineer Ericsson into a leaner, more nimble organization.
Be the first to find this review helpful
Helpful
Share
Repor",4.0,Agree,Neutral,Neutral
2017-10-02,Anonymous,,Former Employee,Benefits,"Wow - the benefits here are incredible. 401k match at greater than 1:1. Extremely low health care premiums and a generous vacation plan.
","Just eliminated Employee Stock Purchase Plan
1 person found this review helpful
Helpful
Share
Repor",,3.0,Disagree,Disagree,Disagree
2017-10-02, Consultant,,"Current Employee, more than 3 years","Great Company, but Times are Tough",,"ltant 
Recommend
CEO Approval
Business Outlook
Pros
Great benefits, great work/life balance.
Cons
Company's current financial position has limited employees' advancement opportunities
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,N/A,Agree,Neutral
2017-10-02, Senior Project Manager,Bangalore,"Current Employee, more than 3 years",Senior Manager,"Good company to work with respect to compensations and Benefits
","Too many changes happening and not settled due to company performance.
2 people found this review helpful
Helpful
Share
Repor",,4.0,Disagree,Neutral,Disagree
2017-10-02,Anonymous,,Current Employee,Consultant,,"ltant
2 Oct 2017 - Anonymous Employee 
Recommend
CEO Approval
Business Outlook
Pros
Employer who cares about employees. Very flexible and respecting.
Cons
After several years at the same position - you dont grow and develop anymore.
Advice to Management
Start using job rotation
Be the first to find this review helpful
Helpful
Share
Repor","Start using job rotation
Be the first to find this review helpful
Helpful
Share
Repor",5.0,Agree,Agree,Neutral
2017-10-02,Anonymous,,Former Employee,Ericsson,"Large stable multi national
","Beuarocratic poor strategy in long run
Be the first to find this review helpful
Helpful
Share
Repor",,3.0,N/A,Neutral,N/A
2017-10-02,Anonymous,,"Current Employee, more than 10 years",Ericsson,"Great possibilities to learn new technologies 
Good working environment
","Career path depends if you are involved in good projects
Advice to Management
Explore different areas
Be the first to find this review helpful
Helpful
Share
Repor","Explore different areas
Be the first to find this review helpful
Helpful
Share
Repor",4.0,Agree,Agree,Agree
2017-10-01, Network Engineer,Mumbai,"Current Employee, less than 1 year",good work environment,"good work environment, good work life balance
","no cons as such to mention
Advice to Management
no advise
Be the first to find this review helpful
Helpful
Share
Repor","no advise
Be the first to find this review helpful
Helpful
Share
Repor",4.0,Agree,N/A,N/A
2017-10-01,Anonymous,,Current Employee,Dream Company to work in...,"Work ethics, Standardized Process and Procedures, Competence build
","Salary package is not as competitive as Rival companies ..specifically in Indian market
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,Agree,Agree,Disagree
2017-10-01,Anonymous,,Former Employee,Ethernet,"- Flexible working environment
- Large fairly fun projects
","- ""we know everything"" attitude
- Hard to get anyone to listen
Be the first to find this review helpful
Helpful
Share
Repor",,3.0,N/A,N/A,N/A
2017-09-30,Anonymous,,Current Employee,Ericsson,"Best Telecom company to work
Good Work life balance
","loosing market share
too many organizational changes
Be the first to find this review helpful
Helpful
Share
Repor",,5.0,Agree,Agree,Agree
2017-09-30, Network Operations Engineer,Mumbai,"Former Employee, more than 3 years",Network Operations Engineer,"Managers encourage you to develop your skills on a daily basis
","Can't expect a growth in career on a long-term basis
Bad work/life balance
Be the first to find this review helpful
Helpful
Share
Repor",,3.0,N/A,N/A,N/A
2017-09-30,Anonymous,,Former Employee,Decent company to work for during stable times,"During stable times plenty of opportunities within the company were available
","- Too man old timers with rigid mindset. 
- At the moment company is not stable due to lavishness of the old employees globally.
- HR is nonexistent and only visible while firing. Then too their visibility is doubtful. Waste of space
-Hiring is only through referrals and hence everyone knows everyone and there is no new thought process in the company.
2 people found this review helpful
Helpful
Share
Repor",,2.0,Disagree,Disagree,Disagree
2017-09-30, RF Design Engineer and Optimization,"Kigali, Kigali, Kigali",Current Employee,RF Planning and Optimization Engineer,"Good working conditions
Good environment to work in.
","I am working for Managed services but some work load and pressure are there
Advice to Management
Good leadership will make the company growth
Be the first to find this review helpful
Helpful
Share
Repor","Good leadership will make the company growth
Be the first to find this review helpful
Helpful
Share
Repor",4.0,N/A,N/A,N/A
2017-09-29,,,Current Employee,Ericsson Work Culture,"1.Good work life balance
2.Good employees 
3.Good work culture
4.WFH,All you have to do your work from home or office.
","1.Less on-site opportunities
2.Less bonus incentives
3.Low allowances 
4.Less team outing,once in a year
Advice to Management
NA
Be the first to find this review helpful
Helpful
Share
Repor","NA
Be the first to find this review helpful
Helpful
Share
Repor",5.0,Agree,Agree,Neutral
2017-09-29,Anonymous,,Former Employee,Engagement Manager,"great company, good benefits, good environment, private pension.
","health plan is not that great, environment has been deteriorating with transformation and sequence of massive layoffs.
1 person found this review helpful
Helpful
Share
Repor",,5.0,Agree,Neutral,Disagree
2017-09-29, Software Engineer,Noida,"Current Employee, more than 3 years",One of the best companies to join as a fresher,"Company promotes the growth of an individual by providing training and a good exposure for telecom.
","Salary growth is low and not for those who expect promotions very soon.
Advice to Management
Should value their employees by giving them what they deserve.
Be the first to find this review helpful
Helpful
Share
Repor","Should value their employees by giving them what they deserve.
Be the first to find this review helpful
Helpful
Share
Repor",4.0,Agree,Agree,N/A
2017-09-29,Anonymous,Mumbai,"Current Employee, more than 5 years",Specialist - IN,"Working from anywhere anytime very nice
","Stuck in wrong project sometime getting down growth...
Be the first to find this review helpful
Helpful
Share
Repor",,5.0,Agree,Agree,Agree
2017-09-29, Business Process Expert,Madrid,"Former Employee, more than 8 years",Great company to work,"International environment
Real global company
Possibilities to develop and meet many people
Flexibility Work / Life balance
","Not the best salaries
Too much outsourcing to India, Asia
Advice to Management
If you want quality in what you do, invest on it. Cheap is not good
Be the first to find this review helpful
Helpful
Share
Repor","If you want quality in what you do, invest on it. Cheap is not good
Be the first to find this review helpful
Helpful
Share
Repor",4.0,Agree,Agree,Disagree
2017-09-28,Anonymous,,Former Employee,One of the best company,"Work life balance
Lucrative salary
Good technology 
Process oriented
","Employee strength is too high, only limited scope of work
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,Agree,Agree,Agree
2017-09-28,Anonymous,,"Current Employee, more than 10 years",Principal Managing consultant,"global environment, great teamwork, ability to travel
","time to decisions is slow
Be the first to find this review helpful
Helpful
Share
Repor",,5.0,Agree,Neutral,Neutral
2017-09-28,Anonymous,,Current Employee,System Analyst,"Company is very flexible for the most part
","Very political environment
Not many opportunities for moving up
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,N/A,N/A,N/A
2017-09-28,Anonymous,Genoa,"Current Employee, more than 10 years",A very critical period in Italy,"Good work environment.
Good opportunities for improving competences.
","Several announced layoffs in progress and the shadow of future employees reduction.
The Management applies restrictions to benefit (especially life benefits, such us smart/home working ) for meeting the personnel reduction goals.
Advice to Management
The management approach is instilling fear
2 people found this review helpful
Helpful
Share
Repor","The management approach is instilling fear
2 people found this review helpful
Helpful
Share
Repor",3.0,Disagree,N/A,Disagree
