date,employee_title,location,employee_status,review_title,pros,cons,advice_to_mgmt,rating_overall,recommends,positive_outlook,approves_of_CEO
2020-12-21, Graduate Engineering Trainee GET,Chennai,"Current Employee, less than 1 year",Great place for beginner,"Calm work environment, Supporting Seniors
","work life balance, Over time work
Be the first to find this review helpful
Helpful
Share
Repor",,5.0,N/A,N/A,N/A
2020-12-20, C++ Programmer,Wrocław,Current Employee,Way behind competitors,"- benefits - good place to start for students (they hire basically anybody)
","I've been working here for 2.5 years and I see gradual decline of this company. Upper management pretends to do some changes by changing departments names or merging/splitting them, introducing new tools that either make programmers life way harder than it has to be or are put down in few months. Line managers are focused on bug reports and are convinced that the best employees are those who make most of bug fixes - which are also the people that are introducing those many bugs... So if you write good code and have no bug fixes to implement then your manager most likely won't even notice you exist. Mine has no idea what features we are working on. I think that attitude of management placed Nokia behind competitors and I don't think it'll change any time soon.
",,2.0,Disagree,Neutral,Neutral
2020-12-19, Technical Writer,"Dallas, TX","Former Employee, more than 8 years",Mixed opinion,"Nice if you are management.
","Not much advancement opps for base employees. Have to work harder to impress mgt. Upward movement difficult.
",,4.0,Disagree,Disagree,Disagree
2020-12-19, Technical Expert,"Gurgaon, Haryana, Haryana","Current Employee, more than 8 years",Good company for long term,"Very good work culture and work life balance
","Many re-structuring that somtime cause instability
Be the first to find this review helpful
Helpful
Share
Repor",,5.0,Agree,Agree,Agree
2020-12-19, Technical Engineer,Budapest,"Current Employee, less than 1 year",Best place to start at,"family-friendly, variety of projects, diversity of tasks
","a lot of re-organization, delays due to lack of inter-team communication
",,5.0,Agree,Agree,Agree
2020-12-19, Software Developer,,Former Employee,it all ok,"flexible working env, good collegues
","old techn is used for dev
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,N/A,N/A,N/A
2020-12-19, Engineer,Ahmedabad,"Former Employee, more than 8 years",Great place to learn,"Employee benifits are good, learning opportunities are more
","Work life balance is missing
",,4.0,Agree,Agree,Agree
2020-12-19, Project Coordinator,"Islamabad, Islamabad, Islamabad","Current Employee, less than 1 year",Competative,"Strict compliance, competitive, market worth is high, learning environment, international exposure
","Low job security, Lump sump salaries model is demotivating for contractuals , lobbying, internal politics is high, workload is high
",,3.0,Agree,N/A,Neutral
2020-12-18, Graduate Engineer Trainee,Bangalore,"Current Employee, less than 1 year",Good work culture,"Good work culture, flexible timings, perks
","None found as of now
",,4.0,N/A,N/A,N/A
2020-12-18, SW,Nürnberg,Current Employee,A disaster!,"A little bit of flexibility in choosing working hours
","No Training No learning No side-projects. Employees behave like ""Swiss Guards""
",,1.0,Disagree,Neutral,Neutral
2020-12-17, Congessional,Bangalore,"Current Employee, more than 8 years",Good company to work with,"Balanced work-life. Flexible timings. Work from home if required.
","Salary growth is not that good
",,4.0,Agree,Agree,Agree
2020-12-17, Solution Architect,Dhaka,Current Employee,Great Company to Work!,"Employee Centric Company, Ethical, Diversified etc.
","Large Organization, implementing changes time
Be the first to find this review helpful
Helpful
Share
Repor",,5.0,Agree,Agree,Agree
2020-12-17, Technical Specialist,,"Current Employee, more than 5 years",A cool place to be in,"Friendly work environment. Have enough work. Employee friendly.
","whimsical decision making by upper management often affect company's productivity.
",,4.0,N/A,Neutral,N/A
2020-12-17, Presales Manager,Istanbul,Current Employee,nokia,"culture, people, work environment, flexible working hours
","low salary, lack of career opportunities
Be the first to find this review helpful
Helpful
Share
Repor",,3.0,Agree,Neutral,Neutral
2020-12-16, Principal Engineer,,Current Employee,Excellent place to work,"Great place to work with good technology, work atmosphere, flexible timings and good management
","None. All well. No major Cons.
",,5.0,N/A,N/A,N/A
2020-12-16, Software Engineer,Budapest,"Former Employee, more than 1 year",soft,"Friendly, and overall a great experience with great people
","Couldnt really think of anything
Be the first to find this review helpful
Helpful
Share
Repor",,5.0,N/A,N/A,N/A
2020-12-15, Research and Development,,Current Employee,Research and development,"Very Good work life balance.
","Internal politics from senior people.
1 person found this review helpful
Helpful
Share
Repor",,4.0,N/A,N/A,N/A
2020-12-15, Software Engineer,"Quezon City, National Capital Region, National Capital Region",Former Employee,Skilled people managers,"People managers are open and very supportive on improvements
","Improvement is limited by priorities from higher management
",,5.0,N/A,N/A,N/A
2020-12-15, Senior QA Engineer,Espoo,"Former Employee, more than 1 year",Good company,"Good culture and nice atmosphere to work
","More management and less opportunities
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,N/A,N/A,N/A
2020-12-15, Devops Engineer,Wrocław,Current Employee,Review,"Nokia is very good company
","For now I don't see any
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,N/A,N/A,N/A
2020-12-15, Solution Specialist,Bangalore,"Current Employee, more than 5 years","Good company, scope for learning","learning tools helps in learning new technologies, get chance to work on various products in telecom, salary is okay and hikes are okay
","sometimes it take lot of time to come out of the project if you stuck in customer projet
",,4.0,Agree,Agree,Agree
2020-12-14, Procurement Team Leader,,"Current Employee, more than 5 years","Suitable place to learn, gain experience","- multicultural environment - new vision coming from CEO - fair package of compensation/benefits/salary - space for learning new things and self development - career opportunities - culture & value
","- cumbersome processes - critical areas outsourced
",,4.0,Agree,Agree,Agree
2020-12-14, Specification Engineer,"Manila, Manila, Manila",Former Employee,Okay!,"- Flexible workhours - Flat organization - Career progression
","- Low Salary - Low chance for innovation e.g. limited programming language
",,4.0,N/A,N/A,N/A
2020-12-14, Senior Consultant,,"Former Employee, more than 5 years",good company to work for,,"ltant 
Recommend
CEO Approval
Business Outlook
Pros
Innovative environment for technology and products.
Cons
Unstable / shrinking presence in the US.
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,Agree,Neutral,Neutral
2020-12-14, Finance,Budapest,Current Employee,Finance Analyst,"A multinational company with sustainable goals,
","Not many benefits Low management
",,5.0,N/A,N/A,N/A
2020-12-14, Software Engineer,,Former Employee,Wonderful company,"good managers, colleagues. good projects
","there is nothing to mention in this area
Be the first to find this review helpful
Helpful
Share
Repor",,5.0,Agree,Agree,Agree
2020-12-14, Senior RF Engineer,"Seattle, WA",Former Employee,Nice place to learn,"Good opportunity to learn telecommunication.
","Don't have the best business plan.
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,Agree,Neutral,Neutral
2020-12-14, R&D Engineer,Bangalore,"Current Employee, less than 1 year",Satisfied with the work,"Job satisfaction is the main pros I get here.
","Salary is less than the market bar.
",,4.0,Agree,N/A,N/A
2020-12-14, Senior Presales Consultant,Seoul,"Current Employee, less than 1 year",Struggling with its main business which is radio equipment,,"ltant in Seoul
Recommend
CEO Approval
Business Outlook
Pros
5G is in bloom and lots of opportunities
Cons
Dependency between business unit. e.g radio and core and software
",,3.0,Agree,Neutral,Neutral
2020-12-13, Technical Product Owner,Bangalore,Current Employee,Work life balance at its best,"Flexible work timings Work on latest technologies
","Hierarchial Process heavy Hikes are normalized over a period of time
",,4.0,N/A,N/A,N/A
2020-12-13, Quality Assurance Engineer,,Former Employee,Great benefits,"Benefits Work-Life balance Culture Environment Location
","Salary increase Career path Management Promotion Way of work
",,4.0,N/A,N/A,N/A
2020-12-12, Regional Sales Director,"Caracas, Capital District, Capital District",Current Employee,Sales Director,"Ethic Interesting Challenging Innovation Teamwork
","No complaints at all so far
Be the first to find this review helpful
Helpful
Share
Repor",,5.0,Agree,N/A,Agree
2020-12-12, Technical Project Manager,"Bellevue, WA",Current Employee,innovative,"Creative products and the people are good to work with.
","High workload due to under staffing and aggressive timelines agreed to during sales processes.
",,4.0,Disagree,Neutral,Agree
2020-12-12, Software Tester,Lublin,Former Employee,Good,"Good company for everyone guys
","I dont think i can write Antything bad
Be the first to find this review helpful
Helpful
Share
Repor",,5.0,N/A,N/A,N/A
2020-12-12, Business Applications Analyst,Bangalore,Current Employee,Nice Company,"everything is good, Good pay, vacation
","nothing i can think of
Be the first to find this review helpful
Helpful
Share
Repor",,5.0,Agree,Agree,Agree
2020-12-12, Software Engineer,"Ulm, Baden-Wurttemberg, Baden-Wurttemberg",Current Employee,Wonderful place to work,"- Greate atmosphere - Greate culture - Highly sophisticated personal development mechanisms - Fair promotion
","- Average employee age is too high
",,5.0,Agree,Agree,Agree
2020-12-12, Specialist,,Current Employee,Good company to work,"Work life balance , better place to work
","Not good payer , do not give good money
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,N/A,N/A,N/A
2020-12-11, Customer Solution Manager,Mumbai,Current Employee,Good work culture but Volatility in overall performance of company,"Work culture of the company and work life balance
","Carrier progression related issues and HR is weak
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,Disagree,Agree,Neutral
2020-12-11, Technical Specialist,Bangalore,"Former Employee, more than 5 years",Secure job with less growth prospects,"Job security. Some really good people to work with.
","Wrong decisions at higher levels impacting projects.
",,3.0,N/A,N/A,N/A
2020-12-11, Director,"Chicago, IL","Current Employee, more than 10 years",Working at Nokia,"Generally, there are very smart people in the company as it continues to innovate and bring new technologies to the world. Customer focus is paramount.
","Staffing is typically very thin, so everyone has to do more, including covering for themselves while on vacation
",,4.0,Agree,Neutral,Agree
2020-12-11, Senior Product Manager,Buenos Aires,"Current Employee, more than 5 years",Salary must be a priority,"Stable job with lots of benefits
","Low salary, with increeases that in no way reflects devalue of salary over time. the longer you are an employee it gets worst salary wise.
",,5.0,Agree,Agree,Neutral
2020-12-11, Planning Specialist,Mumbai,"Current Employee, more than 10 years",Good company,"Good culture and work life balance
","Business group problems may impact individual growth and opportunities.
",,4.0,Agree,Agree,Agree
2020-12-11, RPM,Lisbon,Former Employee,Good,"Good environment, good infrastructure, and openness for learning
","a lil to heavy for the paycheck
",,4.0,N/A,N/A,N/A
2020-12-11, Software Tester,Chennai,"Current Employee, more than 1 year",workplace,"good to work over nokia
","bad to not work over nokia
",,5.0,Agree,Agree,Neutral
2020-12-11, Software Architect,Bangalore,Current Employee,good working envitonment,"good working environment in very good location
","Management is not good and does miccro managment
Be the first to find this review helpful
Helpful
Share
Repor",,3.0,N/A,N/A,N/A
2020-12-11, Senior Engineering Manager,,Current Employee,Senior Manager,"Higher job security within the groups
","No culture control to have a unique experience through out the organisation
",,2.0,N/A,N/A,N/A
2020-12-10, Project Manager,Bangalore,"Current Employee, more than 10 years",Good place to work,"Get to work with newer cutting edge technology. Stable and supportive work environments
","Organizational transformations, though for good but are too often
",,4.0,Agree,Agree,Agree
2020-12-10, Regional Sales Manager,"Indi, Uttar Pradesh, Uttar Pradesh","Current Employee, more than 3 years",Good,"Working culture, WFH, balance shifts, less management pressure, mid salary range
","Less collaboration, low senior management,
",,4.0,Agree,Neutral,Neutral
2020-12-10, R&D Engineer,Bangalore,"Current Employee, more than 5 years",Great Company,"Joined Nokia as an Intern and now working as a lead software engineer. Nokia is an excellent company. Work flexibility is very nice. Your hard work will be defiantly recognized and appreciated
","No Cons found till date
",,5.0,Agree,Neutral,Agree
2020-12-10, RAN Specialist,Hyderābād,"Current Employee, more than 5 years",Good work environment,"Good work environment, flexible hours
","Recognition not good and pay hike
Be the first to find this review helpful
Helpful
Share
Repor",,3.0,Agree,Agree,Agree
2020-12-10, Customer Support Engineer,"Kanata, ON","Current Employee, more than 10 years",overall good place,"good benefit and vacation days
","relatively low salary compared to other telecom companies
",,4.0,Agree,Neutral,Neutral
2020-12-10, Software Developer,Athens,"Current Employee, more than 1 year",very good,"very goos place to work
","veru good place with nice CEO
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,N/A,N/A,N/A
2020-12-10, R&D Manager,Budapest,"Current Employee, more than 10 years",Nokia,"Employee-friendly components with proper company culture and values
","Telecom market segment is pretty much crowded, long term position on the market is uncertain
",,4.0,Agree,Agree,Neutral
2020-12-10, Senior Software Engineer,Taguig,Former Employee,Great Company,"Flexible work hours and good colleagues
","They already closed PH site
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,Disagree,Neutral,Neutral
2020-12-10, Learning And Development Specialist,Bangalore,Current Employee,Good place to work,"Good working environment and global presence
","Slow on growth and not many oppurtunities
Be the first to find this review helpful
Helpful
Share
Repor",,5.0,Agree,Agree,Agree
2020-12-09, R&D Engineer,,Current Employee,Good work life balance,"Keeps challenging you to excel.
","Salary is not that competitive
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,N/A,N/A,N/A
2020-12-09, Authorisation Process Expert,New Delhi,"Current Employee, more than 3 years",Employee centric organisation with lots of benefits and ample growth opportunities,"Nokia is an organisation with employee centric HR policies and they really care their people. There are ocean of opportunities within. Be it Telecommunications, IT, Finance & Accounts etc., one can really get whatever he/she wants. Work-life balance is something which gives an employee freedom to work without being stressed. The environment is highly professional and everyone works with Nokia values. I would term Nokia as a great place to work.
","There are no downsides working in Nokia.
",,5.0,Agree,Agree,Agree
2020-12-09, Legal Counsel,Jakarta,Current Employee,good,"good place to work. good benefit and flexible arrangement
","a lot of processes and policies. tough industry
Be the first to find this review helpful
Helpful
Share
Repor",,5.0,N/A,N/A,N/A
2020-12-09, Manager,"Murray Hill, NJ","Former Employee, more than 10 years",Long Career,"Pay, HR, Retirement Package, Great team
","Micromanagement, some difficult to please
Be the first to find this review helpful
Helpful
Share
Repor",,3.0,Agree,Neutral,Neutral
2020-12-09, Architect,"Helsinki, Southern Finland, Southern Finland",Current Employee,Good company to work,"Technology, working environment, motivational, rewarding
","Not challenging environment monotonous, quiet, lots of people
",,5.0,Agree,N/A,Agree
2020-12-09, Software Engineer,"Helsinki, Southern Finland, Southern Finland","Current Employee, more than 1 year",Good place to work at,"Opportunity to work with cutting edge technologies
","Management hierarchy, slow salary increament
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,Agree,Agree,N/A
2020-12-09, R&D Engineer,Bangalore,"Current Employee, more than 3 years",Good company to work,"Great work life balance and a good environment to work
","There are limited learning opportunities
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,Disagree,Neutral,Agree
2020-12-09, Team Leader,Chennai,"Former Employee, more than 5 years",team lead,"good work culture and work life balance
","No Cons to mention about the company
Be the first to find this review helpful
Helpful
Share
Repor",,5.0,N/A,N/A,N/A
2020-12-09, R&D Engineer,,Former Employee,Work Environment,"Amazing work environment . Flexible work timings . Customer centric
","In the course of my experience with Nokia never had any complaints
",,5.0,N/A,N/A,N/A
2020-12-09, First Line Manager,Budapest,Current Employee,Good place to work for,"Friendly atmosphere, good teams, collaboration, diverse culture, innovative, good compensation package, plenty of learning opportunities
","bit slow in following industry technological trends on some areas, too many internal changes
",,5.0,Agree,Agree,Agree
2020-12-09, Intern,"Dublin, Dublin",Former Employee,Good experience,"Bel labs division has some great inventions. Lot's of smart people
","Company isn't doing well, lots of layoffs
",,5.0,N/A,N/A,N/A
2020-12-09, Data Analyst,Amadora,"Current Employee, less than 1 year",Review,"International team, Flexible, Good wor conditions and environment
","Learning process can be challenging
",,5.0,Agree,Agree,Agree
2020-12-09, Senior Product Manager,Bangalore,Current Employee,"A Great Company to work in cutting-edge technologies in Telecom, 5G, Cloud products & services","Global exposure, opportunity to work with bright minds across continents, decent HR policies, iconic brand
","Slow paced in decision making,
",,4.0,N/A,N/A,N/A
2020-12-08, Senior SME,Nairobi,Current Employee,Nokia,"Organization with Good Ethics and with customer focused approach
","No cons such as. Good organization to work with.
",,5.0,N/A,N/A,N/A
2020-12-08, Systems Verification Tester,"New Providence, NJ",Current Employee,Great Work/Life Balance,"yearly raises based on performance
","Raises are not very significant
Be the first to find this review helpful
Helpful
Share
Repor",,3.0,N/A,N/A,N/A
2020-12-07, Project Technician,Riyadh,Current Employee,Work from Home,"Flexible Hours and good boss.
","Salary offer is low especially with skills and experience.
Be the first to find this review helpful
Helpful
Share
Repor",,5.0,Agree,N/A,Agree
2020-12-07, Business Intelligence Developer,Wrocław,"Current Employee, less than 1 year",good place to develop skills,"good communication with team and line managers, different projects
","obsolete technology used in some projects
",,5.0,Agree,Neutral,Agree
2020-12-07, Deployment Project Manager,Wrocław,"Former Employee, more than 1 year",Great place to work!,"Multinational corporation with ample areas of development, great for engineers and telecommunications specialists.
","Still a bit of politics with former Alu/Siemens policies/business culture.
",,4.0,Agree,Agree,Agree
2020-12-07, Software Engineer,"California, MD",Former Employee,a satisfactory workplace,"work life balance, good welfare
","salary is not competitive enough
Be the first to find this review helpful
Helpful
Share
Repor",,5.0,Agree,Neutral,Agree
2020-12-06, Data Analyst,,"Former Employee, more than 1 year",None,"Overall a good company to work
","Currently no working opportunities as I'm looking for one
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,Agree,Agree,Agree
2020-12-06, Devops Engineer,"Nozay, Ile-de-France, Ile-de-France",Current Employee,"salary, environment","good health benefits and CE( Comittee Entreprise)
","not easy to evolve in career
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,N/A,N/A,N/A
2020-12-06, Senior Engineer,Chennai,Former Employee,Good experience,"Good experience for freshers, learning focus
","not anything in particular, maybe salary
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,N/A,N/A,N/A
2020-12-06, Project Manager,Bangalore,"Current Employee, more than 5 years","Good company to work, but very bureaucratic and cost-oriented","Has some of the best employee leave programs, including bereavement leaves on compassionate grounds (over and above regular leaves) Invests heavily into training their employees with tie-ups with LinkedIn and other universities Salary wise one of the best in the industry
","Very cost-obsessed - Finance, despite being a non-revenue function, has a heavy say in all the decisions Bureaucratic and centralized when it comes to decision making. Have observed difficulties, especially in IT and facilities, in addressing user issues. Internal job movement is cumbersome - their website is a pain to navigate, with employees not even able to select the job grade and the qualifications directly. Lately, several business lines have started following IT service companies' model of making employees slog outside working hours and on weekends, which has a detrimental effect on their health and also results in more hours to rectify the mistakes made
",,3.0,Disagree,N/A,Neutral
2020-12-06, R&D Engineer II,"Quezon City, National Capital Region, National Capital Region","Former Employee, more than 3 years",Very Resistant to Change,"* Good facilities * Fun Activities * Innovation Activities
","* Only accepts suggestions that will be on top of the current process or product * Resistant to upgrade software versions * Management is very manipulative * All faults and action items are always redirected to the people below (MGMT Favorite statement: ""If the management has this flaw, what can you do?"") * Innovation activities are only for face value. Just to say Nokia is innovative, because we have innovation activities. No actual innovation on the core product and process. * No matter how good you perform and increased company savings, your salary is always capped to the lowest * Doesn't accept current state. Management is always promoting that the company is striving, even when the stock value is dropping really fast.
",,1.0,Disagree,Neutral,Disagree
2020-12-05, Account Manager,Mumbai,"Current Employee, more than 3 years",great company,"good company to work with and continue
","There are no major cons to work with Nokia
Be the first to find this review helpful
Helpful
Share
Repor",,5.0,Agree,Agree,Agree
2020-12-05,Anonymous,,"Current Employee, more than 1 year",Work culture,"Work life balance is great get to spend lot of time with family
","have to be patient to learn new skills
",,4.0,N/A,N/A,N/A
2020-12-05, Senior Software Engineer,Bangalore,"Current Employee, more than 3 years",Work in Nokia Networks review,"Good work life balance Comfortable work environment Good co-operation of colleagues Good culture
","Salary and hike is less compared to other companies for the same role and also for the work done.
",,4.0,Agree,N/A,N/A
2020-12-05, Senior Developer,Timişoara,"Former Employee, more than 3 years",Senior Developer job at Nokia Timisoara,"Stable company that allows for middle and senior engineers to advance in technical knowledge
","Poor management. Hard to adopt new tech stacks.
",,3.0,Agree,Agree,Agree
2020-12-05, Finance Expert,"Helsinki, Southern Finland, Southern Finland","Former Employee, more than 10 years",Was good company till merger with ALU,"Nice colleagues, good work conditions, benefits depending on country
","After merger with ALU company is not the same as before, different values, starting to be more piramid type of organization comparing Nokia which was before.
",,3.0,Agree,Neutral,Neutral
2020-12-05, Scrum Master,Chennai,Current Employee,Good cultured company,"Have a good culture here
","Line manager control more here
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,N/A,N/A,N/A
2020-12-04, Sales Manager,"Stockholm, Stockholm, Stockholm",Current Employee,A place to be..,"Colleagues, Mindset, environment, salary, opportunities
","None that i can think
Be the first to find this review helpful
Helpful
Share
Repor",,5.0,N/A,N/A,N/A
2020-12-04,Anonymous,Bangalore,"Current Employee, less than 1 year",Amazing place to work,"Ample opportunities to learn and grow. Excellent Work life balance. Professional ethics are very strong. Quality work Employee friendly policies
","Frequent changes in higher management. Less Salary increments. Variable component in CTC
",,5.0,Agree,Agree,Agree
2020-12-04, Senior Software Engineer,,Current Employee,Best work environment,"Very cool and supportive colleagues
","Few projects work which is more internal to Nokia
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,N/A,Agree,N/A
2020-12-04, Data Scientist,Wrocław,Former Employee,Meh,"here is no commute. Not having a long commute to and from work can save a great deal of time and money. ... There is greater flexibility. ... You can reduce distractions. ... Your day is often less stressful. ... You can save money. ...
","You need a lot of self-discipline. Getting up and focusing on work every day when you are in your home environment takes a great deal of self-discipline and motivation. It can be lonely. Working all day without access to coworkers and colleagues can be very isolating and lonely. It's harder to shut down. There can be less distinction between work and personal life when you work from home, making it harder to shut down and more likely that you will overwork. You lose living space. Creating a home office or workspace can use up living space in your home. Relationships are harder to form. It's hard to establish trust and develop relationships with colleagues and clients when you don't have a daily face-to-face connection.
",,3.0,N/A,N/A,N/A
2020-12-04, Technical Tendering Specialist,,"Current Employee, more than 3 years",Good company,"Salary, benefits, perks, career opportunities, friendly management
","No cons as of now for me, overall it's the best one
",,5.0,Agree,Agree,Agree
2020-12-03, Software Engineer,,Current Employee,Good Place to work,"Good Place to work and work life balance
","low hikes on annual performance
Be the first to find this review helpful
Helpful
Share
Repor",,3.0,N/A,N/A,N/A
2020-12-03, Software Engineer,"Naperville, IL","Former Employee, more than 10 years",Good,"Flex Time is usually available
","Software Development moving overseas rapidly
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,Agree,Agree,Agree
2020-12-03, Program Manager,Lisbon,"Current Employee, more than 1 year",Good Company To Work,"Good Company To Work in overall
","Nothing to declare in overall you see
",,3.0,Agree,N/A,Agree
2020-12-03, Intern,Bangalore,Current Employee,intern,"good learning experience, can recommend others
","every time it is too formal
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,N/A,N/A,N/A
2020-12-03, R&D Engineer II,"Quezon City, National Capital Region, National Capital Region",Former Employee,"Great people to work with, Great Salary, Great Benefits","- Great people to work with - Great Salary - Great Benefits especially health benefits - Have activities to introduce the latest technologies and to improve employees like hackathons and info sessions - Training opportunities
","- No Christmas party - Leaves are not convertible to cash after a year
",,5.0,Agree,Neutral,Agree
2020-12-03,Anonymous,Bangalore,Former Employee,Good Company,"Good company for employe ,you will get learning oppurtunity
","what should i say.........No good Hike
",,5.0,Agree,Agree,N/A
2020-12-02, Global Sourcing Manager,Bangalore,Current Employee,Very Good,"Global company and Process , flexible
","Nothing specific , great people and culture
Be the first to find this review helpful
Helpful
Share
Repor",,5.0,Agree,Agree,Agree
2020-12-02, Software Architect,"Diliman, Quezon City, Quezon City",Former Employee,"If you're looking for a very challenging career technically where the company cares about you, this is the one.","Very good benefits Flexible Work Supportive HR Highly Technical
","Quite large complex architecture. Needs time to master areas of specialties
",,4.0,Agree,N/A,N/A
