date,employee_title,location,employee_status,review_title,pros,cons,advice_to_mgmt,rating_overall,recommends,positive_outlook,approves_of_CEO
2017-05-31, Senior Product Development Engineer,Seoul,Former Employee,Make a Mobile by hw engineer.,"It is loacated in seoul. And salary is not bad.
","You have to work for long time. And it needs Strong body and mind control.
",,3.0,N/A,Agree,N/A
2017-05-30,,,Former Employee,Electrical Engineering Intern,"The very kind people and the appreciation by tha company for the employees! A really good enviroment to work and develop our skills!
","The job positions relay of korean HR. Because of it they could not hire me. Could be more opportunities for entry level person.
",,5.0,Agree,Agree,Neutral
2017-05-26, Sales Director,"Englewood Cliffs, NJ","Former Employee, more than 5 years",Like being in the military,"For the most part, great pay and good benefits.
","Terrible morale. The old adage, ""the beatings will continue until morale improves"" applies.
",,2.0,Disagree,N/A,Neutral
2017-05-20, Manager,Dubai,"Former Employee, more than 5 years",Good place for beginners,"New grads can learn various business operations in short period of time, Travel opportunities
","Hierarchical organization, No work-life balance, Stagnant roles after a couple of years, Poor talent management especially very bad for non-Korean employees.
",,3.0,Disagree,Neutral,Agree
2017-05-16, Team Coordinator,Rānchī,"Former Employee, more than 10 years",I don't know,"I'm interested of doing job I want to some best progress me and company and all
","Villager area is the hard of sales presentation but this is big achivment for sales goal and reason for intresting convince power be growth here
",,3.0,Agree,Agree,Agree
2017-05-15,Anonymous,,Former Employee,Excellent experience,"Great experience working at LG Electronics.
","There's no cons about working at this company. I had to leave because my husband was transferred to San Francisco.
",,5.0,Agree,N/A,N/A
2017-05-10, Senior S/W Engineer,"Paterson, NJ","Former Employee, more than 10 years",Great people Great company,"LG is really great with a lot of great peoples. I have learned a lot from that company
","Too much a riggid and dictatorship working environment
",,4.0,Agree,Neutral,Agree
2017-05-10,Anonymous,,Current Employee,Great place to work!,"Great work environment, flexible schedule, growing company with many opportunities. Great benefits.
","No cons to announce at this time.
",,4.0,Agree,Neutral,Agree
2017-05-09,Anonymous,,Former Employee,Spare parts team member,"Nice, friendly environment, work was relatively easy. Very convenient for travel to and from work and warehouse is set out well.
","Pay is not great, the work is very mundane and boring, warehouse gets very hot in the summer, light a green house.
",,4.0,Agree,Neutral,Neutral
2017-05-08,,,Former Employee,Overall Firm,"Great learning experience, high ownership
","No work life balance. there is nothing called as a weekend if you are in Sales
",,3.0,Agree,Neutral,Neutral
2017-05-08, Trade Marketing Manager,"São Paulo, São Paulo, São Paulo","Former Employee, more than 5 years",Good,"Good benefits and a good company to expand and apply your knowledge. Great opportunities to move up and get promotion and also many job rotations possibilities.
","Many burocratic processes to go over which sometimes make things to happen very slowly which is not good when you are working in a very competitive market.
",,4.0,Agree,Agree,Agree
2017-05-08, Admin,Amstelveen,"Former Employee, more than 3 years","LG, Learn how to NOT do stuff","Relative good salary. International working environment. You will never leave a party sober.
","Management. Company direction. No authority, on any level (G1 (junior)~ G4 (president)).
",,3.0,Disagree,Neutral,Agree
2017-05-04, Director of Sales,"Atlanta, GA","Current Employee, more than 5 years",Director of Sales,"Best products in the industry.
","Difficult company culture with business decisions being made from Korea.
",,2.0,Disagree,Disagree,Disagree
2017-05-01,Anonymous,,Former Employee,You can learn a lot.,"- A lot of opportunities to learn about cutting-edge technologies and how to launch it to the market - You can be more competent dealing with huge amount of problems.
","- Work-and-life balance sucks. - Not so productive in terms of inter-departmental communications
",,4.0,Disagree,Agree,Agree
2017-04-27, Senior Design Verification Engineer,Seoul,"Former Employee, more than 1 year",Senior Design Verification Engineer,"Standard company to work and get settled
","No much work on core side. But for software side is more in India
",,4.0,Disagree,Neutral,Neutral
2017-04-22, Manager,"Englewood Cliffs, NJ","Current Employee, more than 3 years",very tough,"brand name as working as lg employee
","no work life balance. long hours. not much compensation
Be the first to find this review helpful
Helpful
Share
Repor",,2.0,Disagree,Disagree,Neutral
2017-04-21, Software Development Analyst,"São Paulo, São Paulo, São Paulo","Former Employee, more than 1 year",Software Development Analist at LG,"Good salaries, good benefits, respect for the employees, great chances to grow in the company.
","Rigid culture, not so many technical challenges.
",,3.0,Disagree,Neutral,Neutral
2017-04-18,,,Current Employee,KAM,"Goog company with high tech products
","differences between Asian and occidental culture
",,3.0,Agree,Agree,Agree
2017-04-13, Specialist,Amsterdam,"Current Employee, more than 5 years",Life is good? or bad?,"Good infra structure, management tools, systems and many things to see and learn.
","Spending too much time and energy for top management. No career development. So many unnecessary formal work loads.
",,3.0,Disagree,N/A,Neutral
2017-04-13,Anonymous,,Former Employee,software engineer,"competency working phone growth job security
","hard working organization region future
Be the first to find this review helpful
Helpful
Share
Repor",,3.0,N/A,N/A,N/A
2017-04-13, Senior Research Engineer,Seoul,"Current Employee, more than 5 years",Hardware Design Engineer,"Good Location, Good Welfare, Good Reputation
","Relatively poor pay compared to other competitive company (samsung, hyundai)
",,4.0,N/A,N/A,N/A
2017-04-11, General Manager,Johannesburg,"Former Employee, more than 5 years",General Manager IT/ B2B,"Best Technology Company with great innovation
","Needs more local leadership especially in key roles
",,3.0,Agree,Agree,Agree
2017-04-11,Anonymous,,Current Employee,Power Electronics Engineer,"There are so many chances to develop new products.
","team culture is depend on team leader.
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,Agree,Agree,Agree
2017-04-10,Anonymous,,"Former Employee, less than 1 year",Research engineer,"Salary, brand value, big-sized company, stable job
","too much working hours, not good system and atmosphere
",,3.0,Disagree,Disagree,Neutral
2017-04-10,Anonymous,,Current Employee,lg,"friendly, self motivated, provide some class
","no promotion, low salary, low rate bonus. work very multiply
",,2.0,Disagree,Disagree,Disagree
2017-04-09,Anonymous,Hà Nội,"Former Employee, more than 3 years",Software Development Engineer,"No more benefit. The KPI system is still very bad.
","Nothing, just resign in probation time.
",,1.0,Disagree,N/A,Neutral
2017-04-07, Design Engineer,"Dorokhovo, Moskovskaya Oblast', Moskovskaya Oblast'","Former Employee, more than 1 year",Good company for the start,"Good benefits package, no delays of salaries, trainings
","A lot of korean english, uncoordinated work between departments
",,3.0,Disagree,N/A,Neutral
2017-04-04, Firmware Engineer,Seoul,"Former Employee, more than 3 years",LG Electronics Mobile Division,"Able to understand the whole process of R&D to Manufacturing
","Not much spirit for active innovation
",,4.0,Disagree,Neutral,Disagree
2017-04-02, Marketing,"Weybridge, England, England","Former Employee, more than 1 year",Nearly 2 years at LG,"Small close knit teams to work with People often stay for many years Great marketing, brand & commercial teams Good support from finance, HR, supply chain management teams Good work life balance Senior management very approachable
","Korean culture takes a little getting used to, the longer you're there the easier this becomes Traffic to office
",,4.0,Agree,N/A,N/A
2017-04-01, Mobile Software Engineer,"Korea, KY","Former Employee, more than 8 years",Good company,"Good people good culture Good envireoment Nice meal Good location Good experience Good working You will like to work here
","Not really complain abt compamny Cos it is good company And there are nice people working No cons and no complain
",,5.0,Agree,Agree,Agree
2017-04-01, Director,"Englewood Cliffs, NJ","Current Employee, more than 3 years",Horrible Leadership,"Free Benefits and subsidized lunch
","Sr Leadership is not held to any worthwhile standards. They lack strength and many lack integrity. They reward based on favoritism rather than skill and performance. The environment is very oppressive and, at times, demeaning. Any progress within the organization is overshadowed by incompetence and bias.
",,1.0,Disagree,Neutral,Disagree
2017-03-31,,,Former Employee,Review,"Good place to work and get more knowledge
","nothing to share and in general good to work.
Be the first to find this review helpful
Helpful
Share
Repor",,3.0,N/A,N/A,N/A
2017-03-30, Technical Support Professional,New Delhi,"Current Employee, more than 1 year","It has been an easy sail. Systematically strong, mixed culture, if you stay positive, you'll attract a lot them along.","Office timings, fixed. If you do finish what you've been told to. Depends how is the work style of your immediate Boss. I'm happy with the work life balance.
","Work load in my case. I'm still working on it. Trust me, I've seen worse than this in my previous 8 years.
",,4.0,Agree,Agree,Agree
2017-03-30,Anonymous,,Former Employee,good company,"its a good company to work with
","not such....great learning exp.
",,4.0,N/A,N/A,N/A
2017-03-30, Regional Sales and Marketing Manager,Nairobi,"Current Employee, more than 3 years",Assistant Regional Sales and Marketing Manager,"-Multi cultural working environment. -A lot of training/development Opportunities. -One family/close relationship with other employees. -winning spirit.
","-Poor/lack of proper communications(Miscommunication). Most senior managers are Korean and their English is poor. -Remuneration compared to the Roles and responsibilities is poor/Low. -In Sales subsidiary, a lot of pressure to meet the targets.
",,5.0,Agree,Agree,Disagree
